obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""59.707""","=""0.002""","=""59.70+""","=""5""","=""""",,"=""34.12889""","=""54.896""","=""5s.5p.5d""","=""275268*""","=""3/2""","=""5s2.8d""","=""2D""","=""3/2""",4,4,,"=""""","=""L7258""",
"=""59.8211""","=""0.0005""","=""59.8211+""","=""35""","=""""",,"=""19.72737""","=""40.45319""","=""5s.5p2""","=""2P""","=""3/2""","=""5s.5p.5d""","=""326277*""","=""3/2""",4,4,,"=""""","=""L11820""",
"=""59.9848""","=""0.0005""","=""59.9848+""","=""150""","=""""",,"=""1.93403""","=""22.60331""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L6985""",
"=""60.3871""","=""0.0005""","=""60.3871+""","=""45""","=""""",,"=""17.58557""","=""38.11713""","=""5s.5p2""","=""2P""","=""1/2""","=""5s.5p.5d""","=""307435*""","=""3/2""",2,4,,"=""""","=""L11820""",
"=""60.4787""","=""0.0005""","=""60.4787+""","=""55""","=""""",,"=""19.58896""","=""40.08944""","=""5s.5p2""","=""2S""","=""1/2""","=""5s.5p.5d""","=""323343*""","=""3/2""",2,4,,"=""""","=""L11820""",
"=""60.6310""","=""0.0005""","=""60.6307+""","=""60""","=""""",,"=""19.72737""","=""40.17646""","=""5s.5p2""","=""2P""","=""3/2""","=""5s.5p.5d""","=""324045*""","=""5/2""",4,6,,"=""""","=""L11820""",
"=""60.7348""","=""0.0005""","=""60.7347+""","=""70""","=""""",,"=""1.93403""","=""22.34810""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.5d""","=""2D""","=""3/2""",4,4,,"=""""","=""L6985""",
"=""60.8898""","=""0.0005""","=""60.8898+""","=""50""","=""""",,"=""19.72737""","=""40.08944""","=""5s.5p2""","=""2P""","=""3/2""","=""5s.5p.5d""","=""323343*""","=""3/2""",4,4,,"=""""","=""L11820""",
"=""61.4222""","=""0.0005""","=""61.4218+""","=""50""","=""""",,"=""16.02247""","=""36.20817""","=""5s.5p2""","=""2D""","=""5/2""","=""5s.5p.5d""","=""292039*""","=""5/2""",6,6,,"=""""","=""L11820""",
"=""61.6650""","=""0.0005""","=""61.664+""","=""12""","=""""",,"=""12.4453""","=""32.55154""","=""5s.5p2""","=""4P""","=""3/2""","=""5s.5p.5d""","=""262546*""","=""5/2""",4,6,,"=""""","=""L11820""",
"=""61.9310""","=""0.0005""","=""61.9317+""","=""12""","=""""",,"=""15.48189""","=""35.50139""","=""5s.5p2""","=""2D""","=""3/2""","=""5s.5p.5d""","=""286338*""","=""5/2""",4,6,,"=""""","=""L11820""",
"=""62.0705""","=""0.0005""","=""62.0705+""","=""23""","=""""",,"=""15.48189""","=""35.45664""","=""5s.5p2""","=""2D""","=""3/2""","=""5s.5p.5d""","=""285977*""","=""3/2""",4,4,,"=""""","=""L11820""",
"=""62.4875""","=""0.0005""","=""62.487+""","=""60""","=""""",,"=""13.2917""","=""33.13341""","=""5s.5p2""","=""4P""","=""5/2""","=""5s.5p.5d""","=""267239*""","=""7/2""",6,8,,"=""""","=""L11820""",
"=""62.6970""","=""0.0005""","=""62.6975+""","=""20""","=""""",,"=""15.48189""","=""35.25689""","=""5s.5p2""","=""2D""","=""3/2""","=""5s.5p.5d""","=""284366*""","=""5/2""",4,6,,"=""""","=""L11820""",
"=""62.8489""","=""0.0005""","=""62.8488+""","=""150""","=""""",,"=""0.00000""","=""19.72737""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s.5p2""","=""2P""","=""3/2""",2,4,,"=""""","=""L6985""",
"=""63.2930""","=""0.0005""","=""63.2929+""","=""25""","=""""",,"=""0.00000""","=""19.58896""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s.5p2""","=""2S""","=""1/2""",2,2,,"=""""","=""L6985""",
"=""63.6495""","=""0.0005""","=""63.6504+""","=""10""","=""""",,"=""16.02247""","=""35.50139""","=""5s.5p2""","=""2D""","=""5/2""","=""5s.5p.5d""","=""286338*""","=""5/2""",6,6,,"=""""","=""L11820""",
"=""63.767""","=""0.002""","=""63.77+""","=""3""","=""""",,"=""35.50139""","=""54.944""","=""5s.5p.5d""","=""286338*""","=""5/2""","=""5s2.8d""","=""2D""","=""5/2""",6,6,,"=""""","=""L7258""",
"=""63.9946""","=""0.0005""","=""63.9941+""","=""65""","=""""",,"=""19.58896""","=""38.96326""","=""5s.5p2""","=""2S""","=""1/2""","=""5s.5p.5d""","=""314260*""","=""1/2""",2,2,,"=""""","=""L11820""",
"=""64.3748""","=""0.0005""","=""64.375+""","=""5""","=""""",,"=""13.2917""","=""32.55154""","=""5s.5p2""","=""4P""","=""5/2""","=""5s.5p.5d""","=""262546*""","=""5/2""",6,6,,"=""""","=""L11820""",
"=""65.781""","=""0.002""","=""65.8+""","=""3""","=""""",,"=""27.70772""","=""46.56""","=""5s2.6s""","=""2S""","=""1/2""","=""5s2.7p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7258""",
"=""65.9849""","=""0.0005""","=""65.9855+""","=""85""","=""""",,"=""22.34810""","=""41.13771""","=""5s2.5d""","=""2D""","=""3/2""","=""5s2.5f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L11820""",
"=""66.8948""","=""0.0005""","=""66.8941+""","=""10""","=""""",,"=""22.60331""","=""41.13771""","=""5s2.5d""","=""2D""","=""5/2""","=""5s2.5f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L11820""",
"=""67.1357""","=""0.0005""","=""67.1357+""","=""88""","=""""",,"=""22.60331""","=""41.07101""","=""5s2.5d""","=""2D""","=""5/2""","=""5s2.5f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L11820""",
"=""67.7720""","=""0.0005""","=""67.772+""","=""75""","=""""",,"=""11.4792""","=""29.77357""","=""5s.5p2""","=""4P""","=""1/2""","=""5p3""","=""240140*""","=""3/2""",2,4,,"=""""","=""L11820""",
"=""68.759""","=""0.002""","=""68.7589+""","=""3""","=""""",,"=""15.48189""","=""33.51364""","=""5s.5p2""","=""2D""","=""3/2""","=""5s2.6p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L7258""",
"=""69.2591""","=""0.0005""","=""69.2597+""","=""12""","=""""",,"=""16.02247""","=""33.92381""","=""5s.5p2""","=""2D""","=""5/2""","=""5s.5p.5d""","=""273614*""","=""5/2""",6,6,,"=""""","=""L11820""",
"=""69.4590""","=""0.0005""","=""69.4594+""","=""48""","=""""",,"=""22.60331""","=""40.45319""","=""5s2.5d""","=""2D""","=""5/2""","=""5s.5p.5d""","=""326277*""","=""3/2""",6,4,,"=""""","=""L11820""",
"=""69.6062""","=""0.0005""","=""69.6065+""","=""8""","=""""",,"=""22.34810""","=""40.16027""","=""5s2.5d""","=""2D""","=""3/2""","=""5s.5p.5d""","=""323914*""","=""1/2""",4,2,,"=""""","=""L11820""",
"=""69.6801""","=""0.0005""","=""69.6801+""","=""250""","=""""",,"=""1.93403""","=""19.72737""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s.5p2""","=""2P""","=""3/2""",4,4,,"=""""","=""L6985""",
"=""70.2264""","=""0.0005""","=""70.2264+""","=""200""","=""""",,"=""1.93403""","=""19.58896""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s.5p2""","=""2S""","=""1/2""",4,2,,"=""""","=""L6985""",
"=""70.5035""","=""0.0005""","=""70.5034+""","=""250""","=""""",,"=""0.00000""","=""17.58557""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s.5p2""","=""2P""","=""1/2""",2,2,,"=""""","=""L6985""",
"=""70.5528""","=""0.0005""","=""70.5532+""","=""15""","=""""",,"=""22.60331""","=""40.17646""","=""5s2.5d""","=""2D""","=""5/2""","=""5s.5p.5d""","=""324045*""","=""5/2""",6,6,,"=""""","=""L11820""",
"=""70.8842""","=""0.0005""","=""70.8839+""","=""42""","=""""",,"=""16.02247""","=""33.51364""","=""5s.5p2""","=""2D""","=""5/2""","=""5s2.6p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L11820""",
"=""70.933""","=""0.002""","=""70.946+""","=""2""","=""""",,"=""35.36455""","=""52.8403""","=""5s.5p.5d""","=""285234*""","=""7/2""","=""5s2.6g""","=""2G""","=""9/2""",8,10,,"=""""","=""L7258""",
"=""71.4172""","=""0.0005""","=""71.4178+""","=""32""","=""""",,"=""15.48189""","=""32.84230""","=""5s.5p2""","=""2D""","=""3/2""","=""5s2.6p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L11820""",
"=""71.4289""","=""0.0005""","=""71.429+""","=""57""","=""""",,"=""11.4792""","=""28.83693""","=""5s.5p2""","=""4P""","=""1/2""","=""5p3""","=""232586*""","=""3/2""",2,4,,"=""""","=""L11820""",
"=""71.5507""","=""0.0005""","=""71.550+""","=""78""","=""""",,"=""12.4453""","=""29.77357""","=""5s.5p2""","=""4P""","=""3/2""","=""5p3""","=""240140*""","=""3/2""",4,4,,"=""""","=""L11820""",
"=""72.7237""","=""0.0005""","=""72.7228+""","=""20""","=""""",,"=""16.02247""","=""33.07133""","=""5s.5p2""","=""2D""","=""5/2""","=""5p3""","=""266738*""","=""3/2""",6,4,,"=""""","=""L11820""",
"=""73.3859""","=""0.0005""","=""73.3853+""","=""70""","=""""",,"=""15.48189""","=""32.37685""","=""5s.5p2""","=""2D""","=""3/2""","=""5p3""","=""261137*""","=""1/2""",4,2,,"=""""","=""L11820""",
"=""75.2247""","=""0.0005""","=""75.225+""","=""75bl""","=""""",,"=""13.2917""","=""29.77357""","=""5s.5p2""","=""4P""","=""5/2""","=""5p3""","=""240140*""","=""3/2""",6,4,,"=""""","=""L11820""",
"=""75.6391""","=""0.0005""","=""75.639+""","=""47""","=""""",,"=""12.4453""","=""28.83693""","=""5s.5p2""","=""4P""","=""3/2""","=""5p3""","=""232586*""","=""3/2""",4,4,,"=""""","=""L11820""",
"=""77.628""","=""0.002""","=""77.6+""","=""2""","=""""",,"=""34.12889""","=""50.10""","=""5s.5p.5d""","=""275268*""","=""3/2""","=""5s2.7d""","=""2D""","=""3/2""",4,4,,"=""""","=""L7258""",
"=""77.85""","=""0.04""","=""77.8401+""","=""""","=""""",,"=""17.58557""","=""33.51364""","=""5s.5p2""","=""2P""","=""1/2""","=""5s2.6p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L11642""",
"=""79.2149""","=""0.0005""","=""79.2153+""","=""20""","=""""",,"=""1.93403""","=""17.58557""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s.5p2""","=""2P""","=""1/2""",4,2,,"=""""","=""L6985""",
"=""79.7571""","=""0.0005""","=""79.757+""","=""80""","=""""",,"=""13.2917""","=""28.83693""","=""5s.5p2""","=""4P""","=""5/2""","=""5p3""","=""232586*""","=""3/2""",6,4,,"=""""","=""L11820""",
"=""80.0832""","=""0.0005""","=""80.0834+""","=""250""","=""""",,"=""0.00000""","=""15.48189""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s.5p2""","=""2D""","=""3/2""",2,4,,"=""""","=""L6985""",
"=""88.0043""","=""0.0005""","=""88.0042+""","=""500""","=""""",,"=""1.93403""","=""16.02247""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s.5p2""","=""2D""","=""5/2""",4,6,,"=""""","=""L6985""",
"=""89.8963""","=""0.0005""","=""89.8963+""","=""88""","=""""",,"=""16.02247""","=""29.81438""","=""5s.5p2""","=""2D""","=""5/2""","=""5p3""","=""240469*""","=""5/2""",6,6,,"=""""","=""L11820""",
"=""90.1622""","=""0.0005""","=""90.1631+""","=""12""","=""""",,"=""16.02247""","=""29.77357""","=""5s.5p2""","=""2D""","=""5/2""","=""5p3""","=""240140*""","=""3/2""",6,4,,"=""""","=""L11820""",
"=""91.5163""","=""0.0005""","=""91.5157+""","=""5""","=""""",,"=""1.93403""","=""15.48189""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s.5p2""","=""2D""","=""3/2""",4,4,,"=""""","=""L6985""",
"=""92.8366""","=""0.0005""","=""92.8371+""","=""10""","=""""",,"=""15.48189""","=""28.83693""","=""5s.5p2""","=""2D""","=""3/2""","=""5p3""","=""232586*""","=""3/2""",4,4,,"=""""","=""L11820""",
"=""92.9131""","=""0.0005""","=""92.9141+""","=""8""","=""""",,"=""19.72737""","=""33.07133""","=""5s.5p2""","=""2P""","=""3/2""","=""5p3""","=""266738*""","=""3/2""",4,4,,"=""""","=""L11820""",
"=""96.755""","=""0.002""","=""96.7533+""","=""8""","=""""",,"=""16.02247""","=""28.83693""","=""5s.5p2""","=""2D""","=""5/2""","=""5p3""","=""232586*""","=""3/2""",6,4,,"=""""","=""L7258""",
"=""97.152""","=""0.002""","=""97.1569+""","=""2""","=""""",,"=""22.60331""","=""35.36455""","=""5s2.5d""","=""2D""","=""5/2""","=""5s.5p.5d""","=""285234*""","=""7/2""",6,8,,"=""""","=""L7258""",
"=""99.6233""","=""0.0005""","=""99.623+""","=""5""","=""""",,"=""0.00000""","=""12.4453""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s.5p2""","=""4P""","=""3/2""",2,4,,"=""""","=""L7269""",
"=""101.11""","=""0.04""","=""101.108+""","=""*""","=""""",,"=""46.7337""","=""58.9963""","=""5s2.5g""","=""2G""","=""7/2""","=""5s2.8h""","=""2H*""","=""9/2""",8,10,,"=""""","=""L11642""",
"=""101.11""","=""0.04""","=""101.108+""","=""*""","=""""",,"=""46.7337""","=""58.9963""","=""5s2.5g""","=""2G""","=""9/2""","=""5s2.8h""","=""2H*""","=""11/2""",10,12,,"=""""","=""L11642""",
"=""101.7270""","=""0.0005""","=""101.7265+""","=""10""","=""""",,"=""17.58557""","=""29.77357""","=""5s.5p2""","=""2P""","=""1/2""","=""5p3""","=""240140*""","=""3/2""",2,4,,"=""""","=""L11820""",
"=""108.0080""","=""0.0005""","=""108.008+""","=""50""","=""""",,"=""0.00000""","=""11.4792""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s.5p2""","=""4P""","=""1/2""",2,2,,"=""""","=""L7269""",
"=""109.1634""","=""0.0005""","=""109.163+""","=""62""","=""""",,"=""1.93403""","=""13.2917""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s.5p2""","=""4P""","=""5/2""",4,6,,"=""""","=""L7269""",
"=""110.1947""","=""0.0005""","=""110.1949+""","=""8""","=""""",,"=""17.58557""","=""28.83693""","=""5s.5p2""","=""2P""","=""1/2""","=""5p3""","=""232586*""","=""3/2""",2,4,,"=""""","=""L11820""",
"=""113.6412""","=""0.0005""","=""113.6393+""","=""14""","=""""",,"=""22.60331""","=""33.51364""","=""5s2.5d""","=""2D""","=""5/2""","=""5s2.6p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L11820""",
"=""116.586""","=""0.002""","=""116.58+""","=""4""","=""""",,"=""41.962""","=""52.598""","=""5s2.6d""","=""2D""","=""3/2""","=""5s2.8p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L7258""",
"=""117.7419""","=""0.0005""","=""117.7426+""","=""25""","=""""",,"=""22.60331""","=""33.13341""","=""5s2.5d""","=""2D""","=""5/2""","=""5s.5p.5d""","=""267239*""","=""7/2""",6,8,,"=""""","=""L11820""",
"=""117.9541""","=""0.0005""","=""117.954+""","=""30""","=""""",,"=""1.93403""","=""12.4453""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s.5p2""","=""4P""","=""3/2""",4,4,,"=""""","=""L7269""",
"=""118.1465""","=""0.0005""","=""118.1455+""","=""25""","=""""",,"=""22.34810""","=""32.84230""","=""5s2.5d""","=""2D""","=""3/2""","=""5s2.6p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L11820""",
"=""122.04""","=""0.06""","=""122.03+""","=""""","=""""",,"=""33.51364""","=""43.673""","=""5s2.6p""","=""2P*""","=""3/2""","=""5s2.7s""","=""2S""","=""1/2""",4,2,,"=""""","=""L7281""",
"=""125.14""","=""0.06""","=""125.119+""","=""*""","=""""",,"=""46.7337""","=""56.6430""","=""5s2.5g""","=""2G""","=""7/2""","=""5s2.7h""","=""2H*""","=""9/2""",8,10,,"=""""","=""L11642""",
"=""125.14""","=""0.06""","=""125.119+""","=""*""","=""""",,"=""46.7337""","=""56.6430""","=""5s2.5g""","=""2G""","=""9/2""","=""5s2.7h""","=""2H*""","=""11/2""",10,12,,"=""""","=""L11642""",
"=""128.05""","=""0.05""","=""128.039+""","=""""","=""""",,"=""13.2917""","=""22.9750""","=""5s.5p2""","=""4P""","=""5/2""","=""5s2.4f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L11584""",
"=""128.55""","=""0.05""","=""128.553+""","=""""","=""""",,"=""13.2917""","=""22.9363""","=""5s.5p2""","=""4P""","=""5/2""","=""5s2.4f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L11584""",
"=""129.8912""","=""0.0005""","=""129.892+""","=""25""","=""""",,"=""1.93403""","=""11.4792""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s.5p2""","=""4P""","=""1/2""",4,2,,"=""""","=""L7269""",
"=""134.069""","=""0.002""","=""134.066+""","=""5""","=""""",,"=""19.58896""","=""28.83693""","=""5s.5p2""","=""2S""","=""1/2""","=""5p3""","=""232586*""","=""3/2""",2,4,,"=""""","=""L7258""",
"=""135.98""","=""0.06""","=""135.95+""","=""""","=""""",,"=""32.84230""","=""41.962""","=""5s2.6p""","=""2P*""","=""1/2""","=""5s2.6d""","=""2D""","=""3/2""",2,4,,"=""""","=""L7281""",
"=""136.105""","=""0.002""","=""136.103+""","=""4""","=""""",,"=""19.72737""","=""28.83693""","=""5s.5p2""","=""2P""","=""3/2""","=""5p3""","=""232586*""","=""3/2""",4,4,,"=""""","=""L7258""",
"=""143.92""","=""0.06""","=""143.96+""","=""""","=""""",,"=""33.51364""","=""42.126""","=""5s2.6p""","=""2P*""","=""3/2""","=""5s2.6d""","=""2D""","=""5/2""",4,6,,"=""""","=""L7281""",
"=""147.74""","=""0.06""","=""147.8+""","=""""","=""""",,"=""46.56""","=""54.944""","=""5s2.7p""","=""2P*""","=""3/2""","=""5s2.8d""","=""2D""","=""5/2""",4,6,,"=""""","=""L7281""",
"=""166.30""","=""0.05""","=""166.32+""","=""""","=""""",,"=""15.48189""","=""22.9363""","=""5s.5p2""","=""2D""","=""3/2""","=""5s2.4f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L11584""",
"=""178.31""","=""0.05""","=""178.33+""","=""""","=""""",,"=""16.02247""","=""22.9750""","=""5s.5p2""","=""2D""","=""5/2""","=""5s2.4f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L11584""",
"=""179.32""","=""0.05""","=""179.33+""","=""""","=""""",,"=""16.02247""","=""22.9363""","=""5s.5p2""","=""2D""","=""5/2""","=""5s2.4f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L11584""",
"=""197.52""","=""0.06""","=""197.52+""","=""*""","=""""",,"=""46.7337""","=""53.0108""","=""5s2.5g""","=""2G""","=""9/2""","=""5s2.6h""","=""2H*""","=""11/2""",10,12,,"=""""","=""L11642""",
"=""197.52""","=""0.06""","=""197.52+""","=""*""","=""""",,"=""46.7337""","=""53.0108""","=""5s2.5g""","=""2G""","=""7/2""","=""5s2.6h""","=""2H*""","=""9/2""",8,10,,"=""""","=""L11642""",
"=""205.63""","=""0.06""","=""205.63+""","=""*""","=""""",,"=""53.0108""","=""59.0403""","=""5s2.6h""","=""2H*""","=""9/2""","=""5s2.8i""","=""2I""","=""11/2""",10,12,,"=""""","=""L11642""",
"=""205.63""","=""0.06""","=""205.63+""","=""*""","=""""",,"=""53.0108""","=""59.0403""","=""5s2.6h""","=""2H*""","=""11/2""","=""5s2.8i""","=""2I""","=""13/2""",12,14,,"=""""","=""L11642""",
"=""213.56""","=""0.05""","=""213.548+""","=""""","=""""",,"=""27.70772""","=""33.51364""","=""5s2.6s""","=""2S""","=""1/2""","=""5s2.6p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L11584""",
"=""241.49""","=""0.08""","=""241.469+""","=""""","=""""",,"=""27.70772""","=""32.84230""","=""5s2.6s""","=""2S""","=""1/2""","=""5s2.6p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7281""",
"=""253.14""","=""0.08""","=""253.0+""","=""*""","=""""",,"=""37.22513""","=""42.126""","=""5s.5p.5d""","=""300241*""","=""7/2""","=""5s2.6d""","=""2D""","=""5/2""",8,6,,"=""""","=""L7281""",
"=""253.14""","=""0.08""","=""253.0+""","=""*""","=""""",,"=""46.392""","=""51.294""","=""5s2.7p""","=""2P*""","=""1/2""","=""5s2.8s""","=""2S""","=""1/2""",2,2,,"=""""","=""L7281""",
"=""261.70""","=""0.08""","=""262+""","=""""","=""""",,"=""46.56""","=""51.294""","=""5s2.7p""","=""2P*""","=""3/2""","=""5s2.8s""","=""2S""","=""1/2""",4,2,,"=""""","=""L7281""",
"=""279.89""","=""0.08""","=""280+""","=""*""","=""""",,"=""42.126""","=""46.56""","=""5s2.6d""","=""2D""","=""5/2""","=""5s2.7p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L7281""",
"=""279.89""","=""0.08""","=""279.9+""","=""*""","=""""",,"=""41.962""","=""46.392""","=""5s2.6d""","=""2D""","=""3/2""","=""5s2.7p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L7281""",
"=""326.04""","=""0.08""","=""326.04+""","=""*""","=""""",,"=""52.8403""","=""56.6430""","=""5s2.6g""","=""2G""","=""7/2""","=""5s2.7h""","=""2H*""","=""9/2""",8,10,,"=""""","=""L11642""",
"=""326.04""","=""0.08""","=""326.04+""","=""*""","=""""",,"=""52.8403""","=""56.6430""","=""5s2.6g""","=""2G""","=""9/2""","=""5s2.7h""","=""2H*""","=""11/2""",10,12,,"=""""","=""L11642""",
"=""334.19""","=""0.08""","=""334+""","=""""","=""""",,"=""46.392""","=""50.10""","=""5s2.7p""","=""2P*""","=""1/2""","=""5s2.7d""","=""2D""","=""3/2""",2,4,,"=""""","=""L7281""",
"=""336.67""","=""0.08""","=""336.67+""","=""*""","=""""",,"=""53.0108""","=""56.6935""","=""5s2.6h""","=""2H*""","=""9/2""","=""5s2.7i""","=""2I""","=""11/2""",10,12,,"=""""","=""L11642""",
"=""336.67""","=""0.08""","=""336.67+""","=""*""","=""""",,"=""53.0108""","=""56.6935""","=""5s2.6h""","=""2H*""","=""11/2""","=""5s2.7i""","=""2I""","=""13/2""",12,14,,"=""""","=""L11642""",
"=""339.83""","=""0.08""","=""340+""","=""""","=""""",,"=""46.56""","=""50.205""","=""5s2.7p""","=""2P*""","=""3/2""","=""5s2.7d""","=""2D""","=""5/2""",4,6,,"=""""","=""L7281""",
"=""386.22""","=""0.1""","=""386.37+""","=""""","=""""",,"=""19.72737""","=""22.9363""","=""5s.5p2""","=""2P""","=""3/2""","=""5s2.4f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L11584""",
