obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""23.1868""","=""0.0006""","=""23.1868""","=""0.0004""","=""""","=""""",,"=""0.0946292""","=""53.5666""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.5s""","=""3P*""","=""2""",3,5,,"=""""","=""L4421""",
"=""23.2379""","=""0.0006""","=""23.2379""","=""0.0006""","=""1""","=""""",,"=""0.0000000""","=""53.3542""","=""3s2.3p2""","=""3P""","=""0""","=""3s2.3p.5s""","=""3P*""","=""1""",1,3,,"=""""","=""L4421""",
"=""23.2549""","=""0.0006""","=""23.2550""","=""0.0004""","=""4""","=""""",,"=""0.251534""","=""53.5666""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.5s""","=""3P*""","=""2""",5,5,,"=""""","=""L4421""",
"=""24.0339""","=""0.0006""","=""24.0339""","=""0.0006""","=""1t""","=""""",,"=""2.020776""","=""53.6080""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.5s""","=""1P*""","=""1""",5,3,,"=""""","=""L4421""",
"=""24.8489""","=""0.0006""","=""24.8496""","=""0.0009""","=""bl""","=""""",,"=""0.0946292""","=""49.9886""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.4d""","=""3P*""","=""1""",3,3,,"=""""","=""L4421""",
"=""24.9611""","=""0.0006""","=""24.9611""","=""0.0006""","=""4""","=""""",,"=""0.251534""","=""49.9225""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.4d""","=""3P*""","=""2""",5,5,,"=""""","=""L4421""",
"=""25.1115""","=""0.0006""","=""25.1115""","=""0.0006""","=""3""","=""""",,"=""0.0946292""","=""49.4681""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.4d""","=""3F*""","=""2""",3,5,,"=""""","=""L4421""",
"=""25.1544""","=""0.0006""","=""25.1544""","=""0.0006""","=""5t""","=""""",,"=""0.0000000""","=""49.2893""","=""3s2.3p2""","=""3P""","=""0""","=""3s2.3p.4d""","=""3D*""","=""1""",1,3,,"=""""","=""L4421""",
"=""25.1599""","=""0.0006""","=""25.1599""","=""0.0006""","=""5""","=""""",,"=""0.251534""","=""49.5301""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.4d""","=""3F*""","=""3""",5,7,,"=""""","=""L4421""",
"=""25.2072""","=""0.0006""","=""25.2028""","=""0.0006""","=""6*""","=""""",,"=""0.0946292""","=""49.2893""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.4d""","=""3D*""","=""1""",3,3,,"=""""","=""L4421""",
"=""25.2072""","=""0.0006""","=""25.2072""","=""0.0006""","=""6*""","=""""",,"=""0.0946292""","=""49.2807""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.4d""","=""3D*""","=""2""",3,5,,"=""""","=""L4421""",
"=""25.2671""","=""0.0006""","=""25.2671""","=""0.0006""","=""6""","=""""",,"=""0.251534""","=""49.3209""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.4d""","=""3D*""","=""3""",5,7,,"=""""","=""L4421""",
"=""25.7495""","=""0.0006""","=""25.7495""","=""0.0006""","=""7""","=""""",,"=""2.020776""","=""50.1709""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.4d""","=""1F*""","=""3""",5,7,,"=""""","=""L4421""",
"=""26.22""","=""0.01""","=""26.2122""","=""0.0006""","=""8*""","=""""",,"=""2.020776""","=""49.3209""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.4d""","=""3D*""","=""3""",5,7,,"=""""","=""L6207""",
"=""26.22""","=""0.01""","=""26.2298""","=""0.0006""","=""8*""","=""""",,"=""2.020776""","=""49.2893""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.4d""","=""3D*""","=""1""",5,3,,"=""""","=""L6207""",
"=""26.22""","=""0.01""","=""26.2345""","=""0.0007""","=""8*""","=""""",,"=""2.020776""","=""49.2807""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.4d""","=""3D*""","=""2""",5,5,,"=""""","=""L6207""",
"=""32.2019""","=""0.0006""","=""32.2019""","=""0.0003""","=""7""","=""""",,"=""10.42794+x""","=""48.9301+x""","=""3s.3p3""","=""5S*""","=""2""","=""3s.3p2.4s""","=""5P""","=""3""",5,7,,"=""""","=""L4421""",
"=""32.3152""","=""0.0006""","=""32.3152""","=""0.0003""","=""6""","=""""",,"=""10.42794+x""","=""48.7951+x""","=""3s.3p3""","=""5S*""","=""2""","=""3s.3p2.4s""","=""5P""","=""2""",5,5,,"=""""","=""L4421""",
"=""32.3939""","=""0.0006""","=""32.3939""","=""0.0003""","=""5""","=""""",,"=""10.42794+x""","=""48.7019+x""","=""3s.3p3""","=""5S*""","=""2""","=""3s.3p2.4s""","=""5P""","=""1""",5,3,,"=""""","=""L4421""",
"=""33.657""","=""0.001""","=""33.6570""","=""0.0007""","=""1""","=""""",,"=""0.0946292""","=""36.9322""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.4s""","=""3P*""","=""2""",3,5,,"=""""","=""L11501""",
"=""33.758""","=""0.001""","=""33.7574""","=""0.0006""","=""1""","=""""",,"=""0.0000000""","=""36.7280""","=""3s2.3p2""","=""3P""","=""0""","=""3s2.3p.4s""","=""3P*""","=""1""",1,3,,"=""""","=""L11501""",
"=""33.801""","=""0.001""","=""33.8010""","=""0.0007""","=""1""","=""""",,"=""0.251534""","=""36.9322""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.4s""","=""3P*""","=""2""",5,5,,"=""""","=""L11501""",
"=""33.845""","=""0.001""","=""33.8446""","=""0.0006""","=""1""","=""""",,"=""0.0946292""","=""36.7280""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.4s""","=""3P*""","=""1""",3,3,,"=""""","=""L11501""",
"=""33.902""","=""0.001""","=""33.9020""","=""0.0010""","=""1""","=""""",,"=""0.0946292""","=""36.6660""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.4s""","=""3P*""","=""0""",3,1,,"=""""","=""L11501""",
"=""33.989""","=""0.001""","=""33.9902""","=""0.0006""","=""1""","=""""",,"=""0.251534""","=""36.7280""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.4s""","=""3P*""","=""1""",5,3,,"=""""","=""L11501""",
"=""35.088""","=""0.001""","=""35.0888""","=""0.0009""","=""2""","=""""",,"=""2.020776""","=""37.3552""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.4s""","=""1P*""","=""1""",5,3,,"=""""","=""L11501""",
"=""35.723""","=""0.001""","=""35.7229""","=""0.0006""","=""1""","=""""",,"=""2.020776""","=""36.7280""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.4s""","=""3P*""","=""1""",5,3,,"=""""","=""L11501""",
"=""37.969""","=""0.001""","=""37.9683""","=""0.0010""","=""3""","=""""",,"=""4.70054""","=""37.3552""","=""3s2.3p2""","=""1S""","=""0""","=""3s2.3p.4s""","=""1P*""","=""1""",1,3,,"=""""","=""L11501""",
"=""38.9163""","=""0.0006""","=""38.9163""","=""0.0005""","=""2""","=""""",,"=""19.11978""","=""50.9790""","=""3s.3p3""","=""1D*""","=""2""","=""3s.3p2.(3P).3d""","=""1F""","=""3""",5,7,,"=""""","=""L4421""",
"=""40.00""","=""0.01""","=""39.9820""","=""0.0008""","=""7""","=""""",,"=""0.251534""","=""31.2615""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.3d""","=""1P*""","=""1""",5,3,,"=""""","=""L6207""",
"=""41.101""","=""0.001""","=""41.1016""","=""0.0007""","=""1""","=""""",,"=""0.251534""","=""30.4168""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.3d""","=""1F*""","=""3""",5,7,,"=""""","=""L11501""",
"=""41.56""","=""0.01""","=""41.5910""","=""0.0005""","=""18""","=""""",,"=""19.11978""","=""48.9301+x""","=""3s.3p3""","=""1D*""","=""2""","=""3s.3p2.4s""","=""5P""","=""3""",5,7,,"=""""","=""L6207""",
"=""43.663""","=""0.001""","=""43.6625""","=""0.0008""","=""3""","=""""",,"=""2.020776""","=""30.4168""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.3d""","=""1F*""","=""3""",5,7,,"=""""","=""L11501""",
"=""44.597""","=""0.001""","=""44.5993""","=""0.0008""","=""3""","=""""",,"=""0.0000000""","=""27.7996""","=""3s2.3p2""","=""3P""","=""0""","=""3s2.3p.3d""","=""3D*""","=""1""",1,3,,"=""""","=""L11501""",
"=""44.696""","=""0.001""","=""44.6958""","=""0.0008""","=""2""","=""""",,"=""0.0946292""","=""27.8342""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.3d""","=""3D*""","=""2""",3,5,,"=""""","=""L11501""",
"=""44.753""","=""0.001""","=""44.7516""","=""0.0008""","=""3""","=""""",,"=""0.0946292""","=""27.7996""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.3d""","=""3D*""","=""1""",3,3,,"=""""","=""L11501""",
"=""44.908""","=""0.001""","=""44.9080""","=""0.0010""","=""2""","=""""",,"=""0.251534""","=""27.8600""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.3d""","=""3D*""","=""3""",5,7,,"=""""","=""L11501""",
"=""44.950""","=""0.001""","=""44.9500""","=""0.0008""","=""3""","=""""",,"=""0.251534""","=""27.8342""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.3d""","=""3D*""","=""2""",5,5,,"=""""","=""L11501""",
"=""45.0079""","=""0.0020""","=""45.0065""","=""0.0008""","=""""","=""""",,"=""0.251534""","=""27.7996""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.3d""","=""3D*""","=""1""",5,3,,"=""""","=""L3311""",
"=""45.239""","=""0.001""","=""45.2383""","=""0.0006""","=""3""","=""""",,"=""0.0946292""","=""27.5016""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.3d""","=""1D*""","=""2""",3,5,,"=""""","=""L11501""",
"=""45.499""","=""0.001""","=""45.4988""","=""0.0006""","=""2""","=""""",,"=""0.251534""","=""27.5016""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.3d""","=""1D*""","=""2""",5,5,,"=""""","=""L11501""",
"=""45.809""","=""0.001""","=""45.8112""","=""0.0008""","=""3""","=""""",,"=""0.0000000""","=""27.0641""","=""3s2.3p2""","=""3P""","=""0""","=""3s2.3p.3d""","=""3P*""","=""1""",1,3,,"=""""","=""L11501""",
"=""45.896""","=""0.001""","=""45.8960""","=""0.0011""","=""3""","=""""",,"=""0.0946292""","=""27.1088""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.3d""","=""3P*""","=""0""",3,1,,"=""""","=""L11501""",
"=""45.973""","=""0.001""","=""45.9720""","=""0.0008""","=""3""","=""""",,"=""0.0946292""","=""27.0641""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.3d""","=""3P*""","=""1""",3,3,,"=""""","=""L11501""",
"=""46.124""","=""0.001""","=""46.1236""","=""0.0006""","=""2""","=""""",,"=""0.0946292""","=""26.9755""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.3d""","=""3P*""","=""2""",3,5,,"=""""","=""L11501""",
"=""46.241""","=""0.001""","=""46.2410""","=""0.0009""","=""2""","=""""",,"=""0.251534""","=""27.0641""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.3d""","=""3P*""","=""1""",5,3,,"=""""","=""L11501""",
"=""46.394""","=""0.001""","=""46.3944""","=""0.0006""","=""3""","=""""",,"=""0.251534""","=""26.9755""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.3d""","=""3P*""","=""2""",5,5,,"=""""","=""L11501""",
"=""46.679""","=""0.001""","=""46.6791""","=""0.0011""","=""1""","=""""",,"=""4.70054""","=""31.2615""","=""3s2.3p2""","=""1S""","=""0""","=""3s2.3p.3d""","=""1P*""","=""1""",1,3,,"=""""","=""L11501""",
"=""48.657""","=""0.001""","=""48.6579""","=""0.0007""","=""3""","=""""",,"=""2.020776""","=""27.5016""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.3d""","=""1D*""","=""2""",5,5,,"=""""","=""L11501""",
"=""49.509""","=""0.001""","=""49.5078""","=""0.0010""","=""1""","=""""",,"=""2.020776""","=""27.0641""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.3d""","=""3P*""","=""1""",5,3,,"=""""","=""L11501""",
"=""49.684""","=""0.002""","=""49.6837""","=""0.0007""","=""37""","=""""",,"=""2.020776""","=""26.9755""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.3d""","=""3P*""","=""2""",5,5,,"=""""","=""L11579""",
"=""51.189""","=""0.001""","=""51.18868""","=""0.00018""","=""2""","=""""",,"=""0.0000000""","=""24.22102""","=""3s2.3p2""","=""3P""","=""0""","=""3s.3p3""","=""1P*""","=""1""",1,3,,"=""""","=""L11501""",
"=""51.3889""","=""0.0002""","=""51.38945""","=""0.00018""","=""50""","=""""",,"=""0.0946292""","=""24.22102""","=""3s2.3p2""","=""3P""","=""1""","=""3s.3p3""","=""1P*""","=""1""",3,3,,"=""""","=""L11588""",
"=""51.7254""","=""0.0002""","=""51.72585""","=""0.00019""","=""25""","=""""",,"=""0.251534""","=""24.22102""","=""3s2.3p2""","=""3P""","=""2""","=""3s.3p3""","=""1P*""","=""1""",5,3,,"=""""","=""L11588""",
"=""52.20940""","=""0.0002""","=""52.20929""","=""0.00019""","=""150""","=""""",,"=""0.0000000""","=""23.74754""","=""3s2.3p2""","=""3P""","=""0""","=""3s.3p3""","=""3S*""","=""1""",1,3,,"=""""","=""L11588""",
"=""52.41817""","=""0.0002""","=""52.41816""","=""0.00019""","=""250""","=""""",,"=""0.0946292""","=""23.74754""","=""3s2.3p2""","=""3P""","=""1""","=""3s.3p3""","=""3S*""","=""1""",3,3,,"=""""","=""L11588""",
"=""52.7685""","=""0.0002""","=""52.76821""","=""0.00020""","=""300""","=""""",,"=""0.251534""","=""23.74754""","=""3s2.3p2""","=""3P""","=""2""","=""3s.3p3""","=""3S*""","=""1""",5,3,,"=""""","=""L11588""",
"=""53.675""","=""0.001""","=""53.6750""","=""0.0012""","=""2""","=""""",,"=""4.70054""","=""27.7996""","=""3s2.3p2""","=""1S""","=""0""","=""3s2.3p.3d""","=""3D*""","=""1""",1,3,,"=""""","=""L11501""",
"=""54.618""","=""0.002""","=""54.6175""","=""0.0009""","=""1bl""","=""""",,"=""17.57730""","=""40.2778""","=""3s.3p3""","=""3P*""","=""1""","=""3p4""","=""1S""","=""0""",3,1,,"=""""","=""L11601""",
"=""55.8477""","=""0.0002""","=""55.84813""","=""0.00022""","=""250""","=""""",,"=""2.020776""","=""24.22102""","=""3s2.3p2""","=""1D""","=""2""","=""3s.3p3""","=""1P*""","=""1""",5,3,,"=""""","=""L11588""",
"=""57.0656""","=""0.0002""","=""57.06520""","=""0.00023""","=""80""","=""""",,"=""2.020776""","=""23.74754""","=""3s2.3p2""","=""1D""","=""2""","=""3s.3p3""","=""3S*""","=""1""",5,3,,"=""""","=""L11588""",
"=""60.297""","=""0.002""","=""60.2973""","=""0.0018""","=""13""","=""""",,"=""30.4168""","=""50.9790""","=""3s2.3p.3d""","=""1F*""","=""3""","=""3s.3p2.(3P).3d""","=""1F""","=""3""",7,7,,"=""""","=""L11579""",
"=""63.5152""","=""0.0002""","=""63.5149""","=""0.0003""","=""150""","=""""",,"=""4.70054""","=""24.22102""","=""3s2.3p2""","=""1S""","=""0""","=""3s.3p3""","=""1P*""","=""1""",1,3,,"=""""","=""L11588""",
"=""65.095""","=""0.001""","=""65.0938""","=""0.0003""","=""2""","=""""",,"=""4.70054""","=""23.74754""","=""3s2.3p2""","=""1S""","=""0""","=""3s.3p3""","=""3S*""","=""1""",1,3,,"=""""","=""L11501""",
"=""65.168""","=""0.001""","=""65.16859""","=""0.00017""","=""3""","=""""",,"=""0.0946292""","=""19.11978""","=""3s2.3p2""","=""3P""","=""1""","=""3s.3p3""","=""1D*""","=""2""",3,5,,"=""""","=""L11501""",
"=""69.229""","=""0.002""","=""69.2299""","=""0.0015""","=""4""","=""""",,"=""15.08004""","=""32.9891""","=""3s.3p3""","=""3D*""","=""1""","=""3p4""","=""3P""","=""0""",3,1,,"=""""","=""L11601""",
"=""69.465""","=""0.002""","=""69.4643""","=""0.0007""","=""3""","=""""",,"=""15.08004""","=""32.92867""","=""3s.3p3""","=""3D*""","=""1""","=""3p4""","=""3P""","=""1""",3,3,,"=""""","=""L11601""",
"=""69.485""","=""0.002""","=""69.4866""","=""0.0006""","=""4q""","=""""",,"=""15.08578""","=""32.92867""","=""3s.3p3""","=""3D*""","=""2""","=""3p4""","=""3P""","=""1""",5,3,,"=""""","=""L11601""",
"=""70.051""","=""0.002""","=""70.0500""","=""0.0008""","=""3""","=""""",,"=""15.08578""","=""32.78515""","=""3s.3p3""","=""3D*""","=""2""","=""3p4""","=""3P""","=""2""",5,5,,"=""""","=""L11601""",
"=""70.112""","=""0.002""","=""70.1130""","=""0.0008""","=""3q""","=""""",,"=""15.10166""","=""32.78515""","=""3s.3p3""","=""3D*""","=""3""","=""3p4""","=""3P""","=""2""",7,5,,"=""""","=""L11601""",
"=""70.5364""","=""0.0002""","=""70.5365""","=""0.0003""","=""150""","=""""",,"=""0.0000000""","=""17.57730""","=""3s2.3p2""","=""3P""","=""0""","=""3s.3p3""","=""3P*""","=""1""",1,3,,"=""""","=""L11588""",
"=""70.857""","=""0.001""","=""70.8570""","=""0.0010""","=""2""","=""""",,"=""0.0946292""","=""17.59244""","=""3s2.3p2""","=""3P""","=""1""","=""3s.3p3""","=""3P*""","=""0""",3,1,,"=""""","=""L11501""",
