obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""25.62382442""","=""0.00000005""","=""""","=""7.3235e+08""",AA,"=""(163.28535939)""","=""(211.671656610)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""25.62405241""","=""0.00000005""","=""""","=""7.3257e+08""",AA,"=""(163.28535939)""","=""(211.671226089)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""25.62951238""","=""0.00000006""","=""""","=""1.3183e+09""",AA,"=""(163.296240501)""","=""(211.671799338)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""25.62958839""","=""0.00000006""","=""""","=""2.1965e+08""",AA,"=""(163.296240501)""","=""(211.671655876)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""25.62980134""","=""0.00000006""","=""""","=""1.2581e+08""",AA,"=""(163.296240501)""","=""(211.671253934)""","=""2p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""27.11439629""","=""0.00000006""","=""""","=""2.0137e+09""",AA,"=""(163.28461592)""","=""(209.010951524)""","=""2p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""27.11480818""","=""0.00000006""","=""""","=""1.1011e+08""",AA,"=""(163.28461592)""","=""(209.010256916)""","=""2p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""27.11483640""","=""0.00000006""","=""""","=""1.2678e+09""",AA,"=""(163.28535939)""","=""(209.0109527844)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""27.11527757""","=""0.00000006""","=""""","=""1.2683e+09""",AA,"=""(163.28535939)""","=""(209.010208832)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""27.12114401""","=""0.00000006""","=""""","=""2.4150e+09""",AA,"=""(163.296240501)""","=""(209.011199430)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""27.12129108""","=""0.00000006""","=""""","=""4.0240e+08""",AA,"=""(163.296240501)""","=""(209.010951524)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""27.12170318""","=""0.00000006""","=""""","=""2.2058e+08""",AA,"=""(163.296240501)""","=""(209.010256916)""","=""2p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""30.36729650""","=""0.00000008""","=""""","=""4.4063e+09""",AA,"=""(163.28461592)""","=""(204.112813592)""","=""2p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""30.36784768""","=""0.00000007""","=""""","=""2.4770e+09""",AA,"=""(163.28535939)""","=""(204.112816024)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""30.36830573""","=""0.00000008""","=""""","=""2.2030e+08""",AA,"=""(163.28461592)""","=""(204.111456746)""","=""2p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""30.36892852""","=""0.00000007""","=""""","=""2.4782e+09""",AA,"=""(163.28535939)""","=""(204.111362964)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""30.37558480""","=""0.00000008""","=""""","=""5.2845e+09""",AA,"=""(163.296240501)""","=""(204.113297775)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""30.37594512""","=""0.00000008""","=""""","=""8.8061e+08""",AA,"=""(163.296240501)""","=""(204.112813592)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""30.37695493""","=""0.00000008""","=""""","=""4.4134e+08""",AA,"=""(163.296240501)""","=""(204.111456746)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""40.99217145""","=""0.00000014""","=""""","=""1.3809e+10""",AA,"=""(163.28461592)""","=""(193.5304394628)""","=""2p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""40.99317138""","=""0.00000013""","=""""","=""5.7500e+09""",AA,"=""(163.28535939)""","=""(193.530445162)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""40.99653184""","=""0.00000015""","=""""","=""5.3952e+08""",AA,"=""(163.28461592)""","=""(193.52722252)""","=""2p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""40.99784027""","=""0.00000014""","=""""","=""5.7545e+09""",AA,"=""(163.28535939)""","=""(193.527000810)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""41.00637572""","=""0.00000014""","=""""","=""1.6564e+10""",AA,"=""(163.296240501)""","=""(193.5315871398)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""41.00793231""","=""0.00000014""","=""""","=""2.7606e+09""",AA,"=""(163.296240501)""","=""(193.5304394628)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""41.01229605""","=""0.00000015""","=""""","=""1.0809e+09""",AA,"=""(163.296240501)""","=""(193.52722252)""","=""2p""","=""2P*""","=""3/2""","=""3s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""68.33097570""","=""0.00000005""","=""""","=""4.0108e+08""",AA,"=""(193.527000810)""","=""(211.671655876)""","=""3p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""68.33180788""","=""0.00000014""","=""""","=""2.4466e+08""",AA,"=""(193.52722252)""","=""(211.671656610)""","=""3s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""68.33248940""","=""0.00000005""","=""""","=""4.3332e+07""",AA,"=""(193.527000810)""","=""(211.671253934)""","=""3p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""68.33342926""","=""0.00000014""","=""""","=""2.4480e+08""",AA,"=""(193.52722252)""","=""(211.671226089)""","=""3s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""68.343388298""","=""0.000000023""","=""""","=""5.1330e+08""",AA,"=""(193.5304394628)""","=""(211.671799077)""","=""3d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""68.34340878""","=""0.00000004""","=""""","=""4.8116e+08""",AA,"=""(193.530445162)""","=""(211.671799338)""","=""3p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""68.343925012""","=""0.000000014""","=""""","=""2.0050e+06""",AA,"=""(193.5304394628)""","=""(211.671656610)""","=""3d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""68.34394925""","=""0.00000004""","=""""","=""8.0189e+07""",AA,"=""(193.530445162)""","=""(211.671655876)""","=""3p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""68.34546353""","=""0.00000003""","=""""","=""8.6790e+07""",AA,"=""(193.530445162)""","=""(211.671253934)""","=""3p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""68.345546966""","=""0.000000014""","=""""","=""2.0098e+07""",AA,"=""(193.5304394628)""","=""(211.671226089)""","=""3d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""68.347441940""","=""0.000000023""","=""""","=""5.4985e+08""",AA,"=""(193.5315871398)""","=""(211.671870801)""","=""3d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""68.347712180""","=""0.000000023""","=""""","=""3.6650e+07""",AA,"=""(193.5315871398)""","=""(211.671799077)""","=""3d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""68.348248961""","=""0.000000014""","=""""","=""1.8059e+07""",AA,"=""(193.5315871398)""","=""(211.671656610)""","=""3d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""80.07271576""","=""0.00000009""","=""""","=""7.2431e+08""",AA,"=""(193.527000810)""","=""(209.010951524)""","=""3p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""80.07385579""","=""0.00000019""","=""""","=""4.1951e+08""",AA,"=""(193.52722252)""","=""(209.0109527844)""","=""3s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""80.07630797""","=""0.00000008""","=""""","=""7.7298e+07""",AA,"=""(193.527000810)""","=""(209.010256916)""","=""3p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""80.07770331""","=""0.00000019""","=""""","=""4.1978e+08""",AA,"=""(193.52722252)""","=""(209.010208832)""","=""3s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""80.08922190""","=""0.00000004""","=""""","=""1.0864e+09""",AA,"=""(193.5304394628)""","=""(209.011198982)""","=""3d""","=""2D""","=""3/2""","=""5f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""80.08924907""","=""0.00000007""","=""""","=""8.6900e+08""",AA,"=""(193.530445162)""","=""(209.011199430)""","=""3p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""80.090495617""","=""0.000000007""","=""""","=""3.8321e+06""",AA,"=""(193.5304394628)""","=""(209.0109527844)""","=""3d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""80.09053163""","=""0.00000007""","=""""","=""1.4483e+08""",AA,"=""(193.530445162)""","=""(209.010951524)""","=""3p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""80.09412544""","=""0.00000006""","=""""","=""1.5483e+08""",AA,"=""(193.530445162)""","=""(209.010256916)""","=""3p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""80.094344738""","=""0.000000019""","=""""","=""3.8412e+07""",AA,"=""(193.5304394628)""","=""(209.010208832)""","=""3d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""80.09451852""","=""0.00000004""","=""""","=""1.1638e+09""",AA,"=""(193.5315871398)""","=""(209.011322923)""","=""3d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""80.09515981""","=""0.00000004""","=""""","=""7.7575e+07""",AA,"=""(193.5315871398)""","=""(209.011198982)""","=""3d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""80.096433717""","=""0.000000007""","=""""","=""3.4514e+07""",AA,"=""(193.5315871398)""","=""(209.0109527844)""","=""3d""","=""2D""","=""5/2""","=""5p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""117.12298431""","=""0.00000019""","=""""","=""1.5026e+09""",AA,"=""(193.527000810)""","=""(204.112813592)""","=""3p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""117.1254105""","=""0.0000004""","=""""","=""7.8495e+08""",AA,"=""(193.52722252)""","=""(204.112816024)""","=""3s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""117.13799858""","=""0.00000019""","=""""","=""1.5683e+08""",AA,"=""(193.527000810)""","=""(204.111456746)""","=""3p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""117.1414902""","=""0.0000004""","=""""","=""7.8568e+08""",AA,"=""(193.52722252)""","=""(204.111362964)""","=""3s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""117.15569178""","=""0.00000008""","=""""","=""3.2975e+09""",AA,"=""(193.5304394628)""","=""(204.113296902)""","=""3d""","=""2D""","=""3/2""","=""4f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""117.15574521""","=""0.00000016""","=""""","=""1.8032e+09""",AA,"=""(193.530445162)""","=""(204.113297775)""","=""3p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""117.16101550""","=""0.00000004""","=""""","=""8.9061e+06""",AA,"=""(193.5304394628)""","=""(204.112816024)""","=""3d""","=""2D""","=""3/2""","=""4p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""117.16110553""","=""0.00000016""","=""""","=""3.0056e+08""",AA,"=""(193.530445162)""","=""(204.112813592)""","=""3p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""117.16571802""","=""0.00000008""","=""""","=""3.5327e+09""",AA,"=""(193.5315871398)""","=""(204.113538971)""","=""3d""","=""2D""","=""5/2""","=""4f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""117.16839832""","=""0.00000008""","=""""","=""2.3551e+08""",AA,"=""(193.5315871398)""","=""(204.113296902)""","=""3d""","=""2D""","=""5/2""","=""4f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""117.17372319""","=""0.00000004""","=""""","=""8.0212e+07""",AA,"=""(193.5315871398)""","=""(204.112816024)""","=""3d""","=""2D""","=""5/2""","=""4p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""117.17612957""","=""0.00000016""","=""""","=""3.1416e+08""",AA,"=""(193.530445162)""","=""(204.111456746)""","=""3p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""117.17710502""","=""0.00000007""","=""""","=""8.9277e+07""",AA,"=""(193.5304394628)""","=""(204.111362964)""","=""3d""","=""2D""","=""3/2""","=""4p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""163.99390854""","=""0.00000021""","=""""","=""1.8410e+08""",AA,"=""(204.111362964)""","=""(211.671655876)""","=""4p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""163.9959269""","=""0.0000003""","=""""","=""1.1413e+08""",AA,"=""(204.111456746)""","=""(211.671656610)""","=""4s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""164.00262772""","=""0.00000017""","=""""","=""3.0607e+07""",AA,"=""(204.111362964)""","=""(211.671253934)""","=""4p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""164.0052663""","=""0.0000003""","=""""","=""1.1422e+08""",AA,"=""(204.111456746)""","=""(211.671226089)""","=""4s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""164.0222735""","=""0.0000003""","=""""","=""3.0780e+08""",AA,"=""(204.112813592)""","=""(211.671799077)""","=""4d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""164.02232057""","=""0.00000018""","=""""","=""2.2091e+08""",AA,"=""(204.112816024)""","=""(211.671799338)""","=""4p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""164.0253649""","=""0.0000003""","=""""","=""2.4131e+06""",AA,"=""(204.112813592)""","=""(211.671656610)""","=""4d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""164.02543362""","=""0.00000018""","=""""","=""3.6822e+07""",AA,"=""(204.112816024)""","=""(211.671655876)""","=""4p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""164.03120790""","=""0.00000016""","=""""","=""3.3919e+08""",AA,"=""(204.113296902)""","=""(211.6718706651)""","=""4f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""164.0312239""","=""0.0000003""","=""""","=""3.2976e+08""",AA,"=""(204.113297775)""","=""(211.671870801)""","=""4d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""164.03275580""","=""0.00000023""","=""""","=""2.6174e+05""",AA,"=""(204.113296902)""","=""(211.671799338)""","=""4f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""164.0327804""","=""0.0000003""","=""""","=""2.1983e+07""",AA,"=""(204.113297775)""","=""(211.671799077)""","=""4d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""164.03415615""","=""0.00000013""","=""""","=""6.1298e+07""",AA,"=""(204.112816024)""","=""(211.671253934)""","=""4p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""164.0347077""","=""0.0000003""","=""""","=""2.4181e+07""",AA,"=""(204.112813592)""","=""(211.671226089)""","=""4d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""164.03552735""","=""0.00000016""","=""""","=""3.5173e+08""",AA,"=""(204.113538971)""","=""(211.6719136987)""","=""4f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",8,10,,"=""T7771""","=""""",
"=""""","=""164.03586924""","=""0.00000023""","=""""","=""5.5011e+06""",AA,"=""(204.113296902)""","=""(211.671655876)""","=""4f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""164.0358723""","=""0.0000003""","=""""","=""2.1732e+07""",AA,"=""(204.113297775)""","=""(211.671656610)""","=""4d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""164.03646129""","=""0.00000016""","=""""","=""1.2561e+07""",AA,"=""(204.113538971)""","=""(211.6718706651)""","=""4f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""7/2""",8,8,,"=""T7771""","=""""",
"=""""","=""164.03800929""","=""0.00000023""","=""""","=""5.2367e+06""",AA,"=""(204.113538971)""","=""(211.671799338)""","=""4f""","=""2F*""","=""7/2""","=""6d""","=""2D""","=""5/2""",8,6,,"=""T7771""","=""""",
"=""""","=""253.0502244""","=""0.0000007""","=""""","=""3.1717e+08""",AA,"=""(204.111362964)""","=""(209.010951524)""","=""4p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""253.0550029""","=""0.0000006""","=""""","=""1.8876e+08""",AA,"=""(204.111456746)""","=""(209.0109527844)""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""253.0861041""","=""0.0000006""","=""""","=""5.5115e+07""",AA,"=""(204.111362964)""","=""(209.010256916)""","=""4p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""253.0934333""","=""0.0000007""","=""""","=""1.8895e+08""",AA,"=""(204.111456746)""","=""(209.010208832)""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""253.1123800""","=""0.0000007""","=""""","=""6.1806e+08""",AA,"=""(204.112813592)""","=""(209.011198982)""","=""4d""","=""2D""","=""3/2""","=""5f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""253.1124826""","=""0.0000007""","=""""","=""3.8066e+08""",AA,"=""(204.112816024)""","=""(209.011199430)""","=""4p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""253.1251023""","=""0.0000006""","=""""","=""4.8294e+06""",AA,"=""(204.112813592)""","=""(209.0109527844)""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""253.1252932""","=""0.0000007""","=""""","=""6.3456e+07""",AA,"=""(204.112816024)""","=""(209.010951524)""","=""4p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""253.1309631""","=""0.0000004""","=""""","=""1.0511e+09""",AA,"=""(204.113296902)""","=""(209.0113226876)""","=""4f""","=""2F*""","=""5/2""","=""5g""","=""2G""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""253.1309960""","=""0.0000007""","=""""","=""6.6217e+08""",AA,"=""(204.113297775)""","=""(209.011322923)""","=""4d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""253.1373332""","=""0.0000007""","=""""","=""6.1592e+05""",AA,"=""(204.113296902)""","=""(209.011199430)""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""253.1374015""","=""0.0000007""","=""""","=""4.4146e+07""",AA,"=""(204.113297775)""","=""(209.011198982)""","=""4d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""253.1396305""","=""0.0000004""","=""""","=""1.0900e+09""",AA,"=""(204.113538971)""","=""(209.0113970496)""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""9/2""",8,10,,"=""T7771""","=""""",
"=""""","=""253.1434739""","=""0.0000004""","=""""","=""3.8927e+07""",AA,"=""(204.113538971)""","=""(209.0113226876)""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""7/2""",8,8,,"=""T7771""","=""""",
"=""""","=""253.1498447""","=""0.0000007""","=""""","=""1.2324e+07""",AA,"=""(204.113538971)""","=""(209.011199430)""","=""4f""","=""2F*""","=""7/2""","=""5d""","=""2D""","=""5/2""",8,6,,"=""T7771""","=""""",
