obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""5.124""","=""0.004""","=""5.124""","=""0.004""","=""""","=""""",,"=""202.04522""","=""444.01""","=""1s.2p2""","=""4P""","=""1/2,3/2,5/2""","=""2p3""","=""4S*""","=""3/2""",12,4,,"=""""","=""L11484""",
"=""5.166""","=""0.002""","=""5.1660""","=""0.0020""","=""3*""","=""""",,"=""23.924145""","=""263.93""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s.3p.(3P*).4p""","=""2D""","=""3/2,5/2""",4,10,,"=""""","=""L4250""",
"=""5.166""","=""0.002""","=""5.1660""","=""0.0020""","=""3*""","=""""",,"=""23.922904""","=""263.93""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s.3p.(3P*).4p""","=""2D""","=""3/2,5/2""",2,10,,"=""""","=""L4250""",
"=""5.392""","=""0.002""","=""5.3920""","=""0.0020""","=""1*""","=""""",,"=""5.9998973""","=""235.94""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).5p""","=""2D""","=""3/2,5/2""",4,10,,"=""""","=""L4250""",
"=""5.392""","=""0.002""","=""5.3919""","=""0.0020""","=""1*""","=""""",,"=""5.9956694""","=""235.94""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).5p""","=""2D""","=""3/2,5/2""",2,10,,"=""""","=""L4250""",
"=""5.392""","=""0.002""","=""5.3920""","=""0.0020""","=""1*""","=""""",,"=""5.9998973""","=""235.94""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).5p""","=""2P""","=""1/2,3/2""",4,6,,"=""""","=""L4250""",
"=""5.392""","=""0.002""","=""5.3919""","=""0.0020""","=""1*""","=""""",,"=""5.9956694""","=""235.94""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).5p""","=""2P""","=""1/2,3/2""",2,6,,"=""""","=""L4250""",
"=""5.469""","=""0.002""","=""5.4689""","=""0.0020""","=""3*""","=""""",,"=""5.9998973""","=""232.71""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).4p""","=""2D""","=""3/2,5/2""",4,10,,"=""""","=""L4250""",
"=""5.469""","=""0.002""","=""5.4688""","=""0.0020""","=""3*""","=""""",,"=""5.9956694""","=""232.71""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).4p""","=""2D""","=""3/2,5/2""",2,10,,"=""""","=""L4250""",
"=""5.469""","=""0.002""","=""5.4689""","=""0.0020""","=""3*""","=""""",,"=""5.9998973""","=""232.71""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).4p""","=""2P""","=""1/2,3/2""",4,6,,"=""""","=""L4250""",
