obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""28.2301""","=""""","=""90""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4144""",
"=""30.4996""","=""""","=""90""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4144""",
"=""35.9293""","=""""","=""120""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4144""",
"=""35.9899""","=""""","=""150""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4144""",
"=""36.1514""","=""""","=""120""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4144""",
"=""36.1629""","=""""","=""150""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4144""",
"=""37.1299""","=""37.129502""","=""120""","=""1.1e+09""",D,"=""8.420763""","=""41.813130""","=""3s.3p""","=""3P*""","=""0""","=""3s.5d""","=""3D""","=""1""",1,3,,"=""T1261LS""","=""L4144""",
"=""37.1504""","=""37.150079""","=""150""","=""1.5e+09""",D,"=""8.449087""","=""41.822959""","=""3s.3p""","=""3P*""","=""1""","=""3s.5d""","=""3D""","=""2""",3,5,,"=""T1261LS""","=""L4144""",
"=""""","=""37.161023""","=""""","=""8.5e+08""",D,"=""8.449087""","=""41.813130""","=""3s.3p""","=""3P*""","=""1""","=""3s.5d""","=""3D""","=""1""",3,3,,"=""T1261LS""","=""""",
"=""37.2001""","=""37.200016""","=""200""","=""2.0e+09""",D,"=""8.507197""","=""41.836268""","=""3s.3p""","=""3P*""","=""2""","=""3s.5d""","=""3D""","=""3""",5,7,,"=""T1261LS""","=""L4144""",
"=""""","=""37.214877""","=""""","=""5.1e+08""",D,"=""8.507197""","=""41.822959""","=""3s.3p""","=""3P*""","=""2""","=""3s.5d""","=""3D""","=""2""",5,5,,"=""T1261LS""","=""""",
"=""""","=""37.225859""","=""""","=""5.6e+07""",E,"=""8.507197""","=""41.813130""","=""3s.3p""","=""3P*""","=""2""","=""3s.5d""","=""3D""","=""1""",5,3,,"=""T1261LS""","=""""",
"=""38.8318""","=""38.831534""","=""500""","=""1.5e+09""",D,"=""0.000000""","=""31.928741""","=""2p6.3s2""","=""1S""","=""0""","=""3s.4p""","=""1P*""","=""1""",1,3,,"=""T1261""","=""L4144""",
"=""41.4604""","=""""","=""120""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4144""",
"=""41.4999""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4144""",
"=""41.5805""","=""""","=""250""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4144""",
"=""""","=""42.94709""","=""""","=""1.1e+07""",E,"=""13.041950""","=""41.911010""","=""3s.3p""","=""1P*""","=""1""","=""3s.5d""","=""1D""","=""2""",3,5,,"=""T1261""","=""""",
"=""""","=""44.38036""","=""""","=""4.2e+07""",E,"=""8.420763""","=""36.357491""","=""3s.3p""","=""3P*""","=""0""","=""3s.4d""","=""3D""","=""1""",1,3,,"=""T1261LS""","=""""",
"=""44.4245""","=""44.42446""","=""250""","=""5.5e+07""",E,"=""8.449087""","=""36.358080""","=""3s.3p""","=""3P*""","=""1""","=""3s.4d""","=""3D""","=""2""",3,5,,"=""T1261LS""","=""L4144""",
"=""""","=""44.42540""","=""""","=""3.2e+07""",E,"=""8.449087""","=""36.357491""","=""3s.3p""","=""3P*""","=""1""","=""3s.4d""","=""3D""","=""1""",3,3,,"=""T1261LS""","=""""",
"=""44.5158""","=""44.51565""","=""300""","=""7.5e+07""",E,"=""8.507197""","=""36.359020""","=""3s.3p""","=""3P*""","=""2""","=""3s.4d""","=""3D""","=""3""",5,7,,"=""T1261LS""","=""L4144""",
"=""""","=""44.51715""","=""""","=""1.9e+07""",E,"=""8.507197""","=""36.358080""","=""3s.3p""","=""3P*""","=""2""","=""3s.4d""","=""3D""","=""2""",5,5,,"=""T1261LS""","=""""",
