obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""14.0127""","=""0.0020""","=""14.0122""","=""0.0020""","=""260bl,i*""","=""""",,"=""5.11242""","=""93.596+z""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).6s""","=""2D""","=""""",6,10,,"=""""","=""L3347""",
"=""14.0127""","=""0.0020""","=""14.0130""","=""0.0020""","=""260bl,i*""","=""""",,"=""5.11793""","=""93.596+z""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).6s""","=""2D""","=""""",4,10,,"=""""","=""L3347""",
"=""14.0329""","=""0.0003""","=""14.0329""","=""0.0003""","=""2600i""","=""""",,"=""0.000000""","=""88.353+z""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""3/2""",4,4,,"=""""","=""L17865""",
"=""14.0369""","=""0.0003""","=""14.0369""","=""0.0003""","=""3700i""","=""""",,"=""0.000000""","=""88.327+z""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""5/2""",4,6,,"=""""","=""L17865""",
"=""14.2923""","=""0.0004""","=""14.2919""","=""0.0005""","=""1400*""","=""""",,"=""5.11242""","=""91.864+z""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).5d""","=""2F""","=""""",6,14,,"=""""","=""L17865""",
"=""14.2923""","=""0.0004""","=""14.2928""","=""0.0006""","=""1400*""","=""""",,"=""5.11793""","=""91.864+z""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).5d""","=""2F""","=""""",4,14,,"=""""","=""L17865""",
"=""14.4019""","=""0.0010""","=""14.4024""","=""0.0003""","=""230bl""","=""""",,"=""0.000000""","=""86.0857+z""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",4,6,,"=""""","=""L3347""",
"=""14.4151""","=""0.0010""","=""14.4151""","=""0.0004""","=""230""","=""""",,"=""0.000000""","=""86.0097+z""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",4,4,,"=""""","=""L3347""",
"=""14.4278""","=""0.0010""","=""14.4278""","=""0.0010""","=""110""","=""""",,"=""0.000000""","=""85.934+z""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",4,2,,"=""""","=""L3347""",
"=""14.4336""","=""0.0004""","=""14.4336""","=""0.0004""","=""2400i""","=""""",,"=""5.11242""","=""91.0121+z""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).6d""","=""2F""","=""7/2""",6,8,,"=""""","=""L17865""",
