obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""7.6913""","=""0.0005""","=""7.6913""","=""0.0005""","=""0""","=""""",,"=""0.00000""","=""161.201""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.9p""","=""2P*""","=""1/2,3/2""",2,6,,"=""""","=""L3851""",
"=""7.8902""","=""0.0005""","=""7.8902""","=""0.0005""","=""0""","=""""",,"=""0.00000""","=""157.136""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.8p""","=""2P*""","=""1/2,3/2""",2,6,,"=""""","=""L3851""",
"=""8.2036""","=""0.0005""","=""8.2036""","=""0.0005""","=""1""","=""""",,"=""0.00000""","=""151.134""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.7p""","=""2P*""","=""1/2,3/2""",2,6,,"=""""","=""L3851""",
"=""8.5732""","=""0.0010""","=""8.5732""","=""0.0005""","=""0""","=""""",,"=""19.95073""","=""164.569""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.10d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3896""",
"=""8.7064""","=""0.0010""","=""8.7064""","=""0.0005""","=""1""","=""""",,"=""19.48441""","=""161.890""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.9d""","=""2D""","=""3/2""",2,4,,"=""""","=""L3896""",
"=""8.7345""","=""0.0010""","=""8.7345""","=""0.0005""","=""1""","=""""",,"=""19.95073""","=""161.899""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.9d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3896""",
"=""8.7508""","=""0.0005""","=""8.7508""","=""0.0005""","=""2""","=""""",,"=""0.00000""","=""141.683""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.6p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3851""",
"=""8.7534""","=""0.0005""","=""8.7534""","=""0.0005""","=""1""","=""""",,"=""0.00000""","=""141.641""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.6p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3851""",
"=""8.9396""","=""0.0005""","=""8.9396""","=""0.0005""","=""0""","=""""",,"=""19.48441""","=""158.175""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.8d""","=""2D""","=""3/2""",2,4,,"=""""","=""L3851""",
"=""8.9697""","=""0.0005""","=""8.9697""","=""0.0005""","=""1""","=""""",,"=""19.95073""","=""158.177""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.8d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3851""",
"=""9.3069""","=""0.0005""","=""9.3069""","=""0.0005""","=""1""","=""""",,"=""19.48441""","=""152.701""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.7d""","=""2D""","=""3/2""",2,4,,"=""""","=""L3851""",
"=""9.3395""","=""0.0005""","=""9.3395""","=""0.0005""","=""2""","=""""",,"=""19.95073""","=""152.704""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3851""",
"=""9.5069""","=""0.0010""","=""9.5058""","=""0.0005""","=""1""","=""""",,"=""19.48441""","=""149.914""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.7s""","=""2S""","=""1/2""",2,2,,"=""""","=""L3896""",
"=""9.5399""","=""0.0005""","=""9.5399""","=""0.0005""","=""0""","=""""",,"=""19.95073""","=""149.914""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.7s""","=""2S""","=""1/2""",4,2,,"=""""","=""L3851""",
"=""9.8796""","=""0.0005""","=""9.8794""","=""0.0005""","=""5""","=""""",,"=""0.00000""","=""125.498""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.5p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3851""",
"=""9.8866""","=""0.0005""","=""9.8861""","=""0.0005""","=""4""","=""""",,"=""0.00000""","=""125.412""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.5p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3851""",
"=""9.9394""","=""0.0005""","=""9.9394""","=""0.0005""","=""3""","=""""",,"=""19.48441""","=""144.225""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.6d""","=""2D""","=""3/2""",2,4,,"=""""","=""L3851""",
