Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2p6.3s""","=""2S""","=""1/2""",2,"=""""","=""0.00000""","=""""","=""0.00015""","=""L7185"""
"=""2p6.3p""","=""2P*""","=""1/2""",2,"=""""","=""19.48441""","=""""","=""0.00015""","=""L3851"""
"=""2p6.3p""","=""2P*""","=""3/2""",4,"=""""","=""19.95073""","=""""","=""0.00016""","=""L3851"""
"=""2p6.3d""","=""2D""","=""3/2""",4,"=""""","=""46.47758""","=""""","=""0.00025""","=""L3851"""
"=""2p6.3d""","=""2D""","=""5/2""",6,"=""""","=""46.50920""","=""""","=""0.00025""","=""L3851"""
"=""2p6.4s""","=""2S""","=""1/2""",2,"=""""","=""86.6517""","=""""","=""0.0017""","=""L3851"""
"=""2p6.4p""","=""2P*""","=""1/2""",2,"=""""","=""94.013""","=""""","=""0.004""","=""L3851"""
"=""2p6.4p""","=""2P*""","=""3/2""",4,"=""""","=""94.189""","=""""","=""0.004""","=""L3851"""
"=""2p6.4d""","=""2D""","=""3/2""",4,"=""""","=""103.759""","=""""","=""0.004""","=""L3851"""
"=""2p6.4d""","=""2D""","=""5/2""",6,"=""""","=""103.775""","=""""","=""0.004""","=""L3851"""
"=""2p6.4f""","=""2F*""","=""5/2""",6,"=""""","=""106.7317""","=""""","=""0.0025""","=""L3851"""
"=""2p6.4f""","=""2F*""","=""7/2""",8,"=""""","=""106.7366""","=""""","=""0.0025""","=""L3851"""
"=""2p6.5s""","=""2S""","=""1/2""",2,"=""""","=""121.874""","=""""","=""0.004""","=""L3851"""
"=""2p6.5p""","=""2P*""","=""1/2""",2,"=""""","=""125.412""","=""""","=""0.006""","=""L3851"""
"=""2p6.5p""","=""2P*""","=""3/2""",4,"=""""","=""125.498""","=""""","=""0.006""","=""L3851"""
"=""2p6.5d""","=""2D""","=""3/2""",4,"=""""","=""130.066""","=""""","=""0.005""","=""L3851"""
"=""2p6.5d""","=""2D""","=""5/2""",6,"=""""","=""130.076""","=""""","=""0.005""","=""L3851"""
"=""2p6.5f""","=""2F*""","=""5/2""",6,"=""""","=""131.597""","=""""","=""0.004""","=""L3851"""
"=""2p6.5f""","=""2F*""","=""7/2""",8,"=""""","=""131.598""","=""""","=""0.004""","=""L3851"""
"=""2p6.6s""","=""2S""","=""1/2""",2,"=""""","=""139.669""","=""""","=""0.006""","=""L3851"""
"=""2p6.6p""","=""2P*""","=""1/2""",2,"=""""","=""141.641""","=""""","=""0.009""","=""L3851"""
"=""2p6.6p""","=""2P*""","=""3/2""",4,"=""""","=""141.683""","=""""","=""0.009""","=""L3851"""
"=""2p6.6d""","=""2D""","=""3/2""",4,"=""""","=""144.225""","=""""","=""0.006""","=""L3851"""
"=""2p6.6d""","=""2D""","=""5/2""",6,"=""""","=""144.232""","=""""","=""0.006""","=""L3851"""
"=""2p6.6f""","=""2F*""","=""5/2""",6,"=""""","=""145.115""","=""""","=""0.004""","=""L3851"""
"=""2p6.6f""","=""2F*""","=""7/2""",8,"=""""","=""145.116""","=""""","=""0.004""","=""L3851"""
"=""2p6.7s""","=""2S""","=""1/2""",2,"=""""","=""149.914""","=""""","=""0.006""","=""L3851"""
"=""2p6.7p""","=""2P*""","=""1/2,3/2""",6,"=""""","=""151.134""","=""""","=""0.009""","=""L3851"""
"=""2p6.7d""","=""2D""","=""3/2""",4,"=""""","=""152.701""","=""""","=""0.007""","=""L3851"""
"=""2p6.7d""","=""2D""","=""5/2""",6,"=""""","=""152.704""","=""""","=""0.007""","=""L3851"""
"=""2p6.7f""","=""2F*""","=""5/2""",6,"=""""","=""153.261""","=""""","=""0.005""","=""L3851"""
"=""2p6.7f""","=""2F*""","=""7/2""",8,"=""""","=""153.264""","=""""","=""0.005""","=""L3851"""
"=""2p6.8p""","=""2P*""","=""1/2,3/2""",6,"=""""","=""157.136""","=""""","=""0.010""","=""L3851"""
"=""2p6.8d""","=""2D""","=""3/2""",4,"=""""","=""158.175""","=""""","=""0.007""","=""L3851"""
"=""2p6.8d""","=""2D""","=""5/2""",6,"=""""","=""158.177""","=""""","=""0.007""","=""L3851"""
"=""2p6.8f""","=""2F*""","=""5/2,7/2""",14,"=""""","=""158.558""","=""""","=""0.005""","=""L3896"""
"=""2p6.9p""","=""2P*""","=""1/2,3/2""",6,"=""""","=""161.201""","=""""","=""0.010""","=""L3851"""
"=""2p6.9d""","=""2D""","=""3/2""",4,"=""""","=""161.890""","=""""","=""0.009""","=""L3896"""
"=""2p6.9d""","=""2D""","=""5/2""",6,"=""""","=""161.899""","=""""","=""0.009""","=""L3896"""
"=""2p6.9f""","=""2F*""","=""5/2,7/2""",14,"=""""","=""162.171""","=""""","=""0.005""","=""L3851"""
"=""2p6.10d""","=""2D""","=""5/2""",6,"=""""","=""164.569""","=""""","=""0.009""","=""L3896"""
"=""K X (2p6 1S<0>)""","=""Limit""","=""---""",,"=""[""","=""175.8174""","=""]""","=""0.0025""","=""L4344"""
