obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""5.8750""","=""5.8751""","=""1g""","=""1.12e+10""",C,"=""0.0000""","=""211.034?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",4,6,,"=""u22,LS""","=""L2587""",
"=""5.9827""","=""5.9824""","=""10""","=""8.22e+10""",C+,"=""7.7328""","=""214.981?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""7/2""",6,8,,"=""u22,LS""","=""L2587""",
"=""5.9911""","=""5.9911""","=""10""","=""7.64e+10""",C+,"=""7.7258""","=""214.672?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""5/2""",4,6,,"=""u22,LS""","=""L2587""",
"=""""","=""5.9913""","=""""","=""5.46e+09""",C,"=""7.7328""","=""214.672?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""5/2""",6,6,,"=""u22,LS""","=""""",
"=""6.2292""","=""6.2299""","=""12g""","=""""",,"=""0.0000""","=""199.013?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""",4,6,,"=""""","=""L2587""",
"=""6.2474""","=""6.2484""","=""8g""","=""""",,"=""0.0000""","=""198.424?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",4,4,,"=""""","=""L3463""",
"=""6.3005""","=""6.3008""","=""65""","=""""",,"=""7.7328""","=""204.508""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d?""","=""2D?""","=""5/2?""",6,6,,"=""""","=""L2587""",
"=""6.3056""","=""6.3051""","=""65""","=""""",,"=""7.7258""","=""204.367""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d?""","=""2D?""","=""3/2?""",4,4,,"=""""","=""L2587""",
"=""6.4325""","=""6.4325""","=""8""","=""""",,"=""11.7623""","=""204.508""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).4d?""","=""2D?""","=""5/2?""",4,6,,"=""""","=""L3463""",
"=""6.4358""","=""6.4361""","=""25""","=""""",,"=""11.7293""","=""204.367""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).4d?""","=""2D?""","=""3/2?""",2,4,,"=""""","=""L3463""",
"=""""","=""6.4480""","=""""","=""2.90e+09""",D,"=""7.7258""","=""200.009""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d?""","=""2D?""","=""5/2?""",4,6,,"=""u22,LS""","=""""",
"=""6.4481""","=""6.4482""","=""1""","=""4.06e+10""",C+,"=""7.7328""","=""200.009""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d?""","=""2D?""","=""5/2?""",6,6,,"=""u22,LS""","=""L2587""",
"=""""","=""6.4513""","=""""","=""4.33e+09""",D,"=""7.7328""","=""199.918""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d?""","=""2D?""","=""3/2?""",6,4,,"=""u22,LS""","=""""",
"=""6.4516""","=""6.4510""","=""1""","=""3.89e+10""",C+,"=""7.7258""","=""199.918""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d?""","=""2D?""","=""3/2?""",4,4,,"=""u22,LS""","=""L2587""",
"=""6.4698""","=""6.4701""","=""12""","=""1.25e+11""",C+,"=""7.7328""","=""199.360?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""7/2""",6,8,,"=""u22,LS""","=""L2587""",
"=""6.4815""","=""6.4809""","=""8g""","=""1.74e+10""",C+,"=""0.0000""","=""191.308?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4s""","=""4P""","=""5/2""",4,6,,"=""u22,LS""","=""L3463""",
"=""6.4816""","=""6.4816""","=""9""","=""1.16e+11""",C+,"=""7.7258""","=""199.013?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""",4,6,,"=""u22,LS""","=""L2587""",
"=""""","=""6.4818""","=""""","=""8.29e+09""",C,"=""7.7328""","=""199.013?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""",6,6,,"=""u22,LS""","=""""",
"=""6.5020""","=""6.5016""","=""12*""","=""1.11e+09""",D,"=""7.7258""","=""198.424?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",4,4,,"=""u22,LS""","=""L2587""",
"=""6.5020""","=""6.5018""","=""12*""","=""9.96e+09""",C,"=""7.7328""","=""198.424?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",6,4,,"=""u22,LS""","=""L2587""",
"=""6.5862""","=""6.5863""","=""18""","=""1.01e+11""",C+,"=""11.7623""","=""200.009""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).4d?""","=""2D?""","=""5/2?""",4,6,,"=""u22,LS""","=""L2587""",
"=""6.5883""","=""6.5883""","=""50""","=""8.45e+10""",C+,"=""11.7293""","=""199.918""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).4d?""","=""2D?""","=""3/2?""",2,4,,"=""u22,LS""","=""L2587""",
"=""""","=""6.5894""","=""""","=""1.69e+10""",C,"=""11.7623""","=""199.918""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).4d?""","=""2D?""","=""3/2?""",4,4,,"=""u22,LS""","=""""",
"=""6.6409""","=""6.6410""","=""27""","=""1.09e+10""",C,"=""11.7293""","=""198.424?""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",2,4,,"=""u22,LS""","=""L2587""",
"=""""","=""6.6422""","=""""","=""5.43e+10""",C+,"=""11.7623""","=""198.424?""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",4,4,,"=""u22,LS""","=""""",
"=""""","=""6.8501""","=""""","=""5.76e+09""",C,"=""34.740""","=""215.737?""","=""2s.2p4""","=""4P""","=""5/2""","=""2s.2p3.(5S*).4d""","=""4D*""","=""3/2""",6,4,,"=""u22,LS""","=""""",
