obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""439.2888""","=""0.0005""","=""439.2890""","=""15""","=""""",,"=""12.4377579""","=""15.260141""","=""4s2.4f""","=""2F*""","=""7/2""","=""4s2.9g""","=""2G""","=""9/2""",8,10,,"=""""","=""L3335""",
"=""439.3024""","=""0.0005""","=""439.3024""","=""10""","=""""",,"=""12.4378438""","=""15.260141""","=""4s2.4f""","=""2F*""","=""5/2""","=""4s2.9g""","=""2G""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""466.3615""","=""0.0005""","=""466.3616""","=""10""","=""""",,"=""12.4095747""","=""15.068117""","=""4s2.5d""","=""2D""","=""3/2""","=""4s2.8f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""467.2581""","=""0.0005""","=""467.2581""","=""30h""","=""""",,"=""12.4146385""","=""15.068080""","=""4s2.5d""","=""2D""","=""5/2""","=""4s2.8f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""469.1184""","=""0.0005""","=""469.1183""","=""75h""","=""""",,"=""12.4377579""","=""15.080678""","=""4s2.4f""","=""2F*""","=""7/2""","=""4s2.8g""","=""2G""","=""9/2""",8,10,,"=""""","=""L3335""",
"=""469.1336""","=""0.0005""","=""469.1335""","=""50h""","=""""",,"=""12.4378438""","=""15.080678""","=""4s2.4f""","=""2F*""","=""5/2""","=""4s2.8g""","=""2G""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""474.31319""","=""0.00010""","=""474.31317""","=""1000""","=""4.6e+07""",D,"=""9.7956013""","=""12.4095747""","=""4s2.5p""","=""2P*""","=""1/2""","=""4s2.5d""","=""2D""","=""3/2""",2,4,,"=""T4515""","=""L3335""",
"=""481.59540""","=""0.00010""","=""481.59540""","=""1000""","=""5.1e+07""",D,"=""9.8401911""","=""12.4146385""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.5d""","=""2D""","=""5/2""",4,6,,"=""T4515""","=""L3335""",
"=""482.54454""","=""0.00010""","=""482.54453""","=""50""","=""8.6e+06""",D,"=""9.8401911""","=""12.4095747""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.5d""","=""2D""","=""3/2""",4,4,,"=""T4515""","=""L3335""",
"=""490.0105""","=""0.0005""","=""490.00980""","=""3""","=""""",,"=""10.0224958""","=""12.5527349""","=""4s2.4d""","=""2D""","=""3/2""","=""4s2.6p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""493.54530""","=""0.00010""","=""493.54527""","=""10""","=""""",,"=""10.0224958""","=""12.5346098""","=""4s2.4d""","=""2D""","=""3/2""","=""4s2.6p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""494.26560""","=""0.00010""","=""494.26560""","=""20""","=""""",,"=""10.0442820""","=""12.5527349""","=""4s2.4d""","=""2D""","=""5/2""","=""4s2.6p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L3335""",
"=""513.31815""","=""0.00010""","=""513.31814""","=""100""","=""1.9e+08""",D,"=""10.0224958""","=""12.4378438""","=""4s2.4d""","=""2D""","=""3/2""","=""4s2.4f""","=""2F*""","=""5/2""",4,6,,"=""T4515""","=""L3335""",
"=""517.9902""","=""0.0005""","=""517.99038""","=""10""","=""1.3e+07""",D,"=""10.0442820""","=""12.4378438""","=""4s2.4d""","=""2D""","=""5/2""","=""4s2.4f""","=""2F*""","=""5/2""",6,6,,"=""T4515""","=""L3335""",
"=""518.00898""","=""0.00010""","=""518.00897""","=""200""","=""2.0e+08""",D,"=""10.0442820""","=""12.4377579""","=""4s2.4d""","=""2D""","=""5/2""","=""4s2.4f""","=""2F*""","=""7/2""",6,8,,"=""T4515""","=""L3335""",
"=""518.5547""","=""0.0005""","=""518.5547""","=""5""","=""""",,"=""12.4095747""","=""14.800532""","=""4s2.5d""","=""2D""","=""3/2""","=""4s2.7f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""519.6666""","=""0.0005""","=""519.6666""","=""10h""","=""""",,"=""12.4146385""","=""14.800480""","=""4s2.5d""","=""2D""","=""5/2""","=""4s2.7f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""520.70983""","=""0.00010""","=""520.70983""","=""20""","=""""",,"=""12.4377579""","=""14.8188192""","=""4s2.4f""","=""2F*""","=""7/2""","=""4s2.7g""","=""2G""","=""9/2""",8,10,,"=""""","=""L3335""",
"=""520.72866""","=""0.00010""","=""520.72867""","=""15""","=""""",,"=""12.4378438""","=""14.8188189""","=""4s2.4f""","=""2F*""","=""5/2""","=""4s2.7g""","=""2G""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""552.4523""","=""0.0005""","=""552.4522""","=""15""","=""""",,"=""12.5527349""","=""14.796987""","=""4s2.6p""","=""2P*""","=""3/2""","=""4s2.8d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""589.50218""","=""0.00010""","=""589.50217""","=""1000""","=""9.2e+07""",D,"=""7.7369894""","=""9.8401911""","=""4s2.5s""","=""2S""","=""1/2""","=""4s2.5p""","=""2P*""","=""3/2""",2,4,,"=""T4515""","=""L3335""",
"=""602.27088""","=""0.00010""","=""602.27086""","=""500""","=""8.4e+07""",D,"=""7.7369894""","=""9.7956013""","=""4s2.5s""","=""2S""","=""1/2""","=""4s2.5p""","=""2P*""","=""1/2""",2,2,,"=""T4515""","=""L3335""",
"=""608.0077""","=""0.0005""","=""608.003""","=""150""","=""""",,"=""15.46485""","=""17.504052""","=""4s.4p.(3P*).5s""","=""4P*""","=""5/2""","=""4s.4p.(3P*).5p""","=""4D""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""626.8874""","=""0.0005""","=""626.8869""","=""50""","=""""",,"=""12.4095747""","=""14.387351""","=""4s2.5d""","=""2D""","=""3/2""","=""4s2.6f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""626.9800""","=""0.0005""","=""626.9802""","=""150""","=""""",,"=""12.4377579""","=""14.415240""","=""4s2.4f""","=""2F*""","=""7/2""","=""4s2.6g""","=""2G""","=""9/2""",8,10,,"=""""","=""L3335""",
"=""627.0078""","=""0.0005""","=""627.0074""","=""100""","=""""",,"=""12.4378438""","=""14.415240""","=""4s2.4f""","=""2F*""","=""5/2""","=""4s2.6g""","=""2G""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""628.51897""","=""0.00010""","=""628.51896""","=""75""","=""""",,"=""12.4146385""","=""14.3872790""","=""4s2.5d""","=""2D""","=""5/2""","=""4s2.6f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L3335""",
"=""633.81286""","=""0.00010""","=""633.81285""","=""100""","=""4.4e+07""",D,"=""9.7956013""","=""11.7517655""","=""4s2.5p""","=""2P*""","=""1/2""","=""4s2.6s""","=""2S""","=""1/2""",2,2,,"=""T4515""","=""L3335""",
"=""648.59729""","=""0.00010""","=""648.59731""","=""100""","=""8.5e+07""",D,"=""9.8401911""","=""11.7517655""","=""4s2.5p""","=""2P*""","=""3/2""","=""4s2.6s""","=""2S""","=""1/2""",4,2,,"=""T4515""","=""L3335""",
"=""678.238""","=""0.005""","=""678.2358""","=""50""","=""""",,"=""12.5527349""","=""14.380775""","=""4s2.6p""","=""2P*""","=""3/2""","=""4s2.7d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3335""",
"=""696.82423""","=""0.00010""","=""696.82420""","=""20""","=""""",,"=""8.0609160""","=""9.8401911""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.5p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L3335""",
"=""705.13132""","=""0.00010""","=""705.13130""","=""50""","=""""",,"=""8.0818775""","=""9.8401911""","=""4s.4p2""","=""2D""","=""5/2""","=""4s2.5p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L3335""",
"=""714.73596""","=""0.00010""","=""714.73595""","=""30""","=""""",,"=""8.0609160""","=""9.7956013""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.5p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L3335""",
"=""947.75919""","=""0.00020""","=""947.75923""","=""20""","=""""",,"=""12.4377579""","=""13.7459404""","=""4s2.4f""","=""2F*""","=""7/2""","=""4s2.5g""","=""2G""","=""9/2""",8,10,,"=""""","=""L3335""",
"=""947.82448""","=""0.00020""","=""947.82444""","=""20""","=""""",,"=""12.4378438""","=""13.7459363""","=""4s2.4f""","=""2F*""","=""5/2""","=""4s2.5g""","=""2G""","=""7/2""",6,8,,"=""""","=""L3335""",
