obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""10.8955""","=""""","=""2.46e+10""",B,"=""11.976""","=""125.7701""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.4d""","=""3D""","=""1""",1,3,,"=""T5633c91,LS""","=""""",
"=""""","=""10.8984""","=""""","=""3.3e+10""",B,"=""12.008""","=""125.7712""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.4d""","=""3D""","=""2""",3,5,,"=""T5633c91,LS""","=""""",
"=""""","=""10.8985""","=""""","=""1.84e+10""",B,"=""12.008""","=""125.7701""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.4d""","=""3D""","=""1""",3,3,,"=""T5633c91,LS""","=""""",
"=""""","=""10.90511""","=""""","=""4.4e+10""",B,"=""12.0794""","=""125.7730""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""3""",5,7,,"=""T5633c91,LS""","=""""",
"=""""","=""10.90529""","=""""","=""1.10e+10""",B,"=""12.0794""","=""125.7712""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""2""",5,5,,"=""T5633c91,LS""","=""""",
"=""""","=""10.90540""","=""""","=""1.2e+09""",C,"=""12.0794""","=""125.7701""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""1""",5,3,,"=""T5633c91,LS""","=""""",
"=""""","=""11.28301""","=""""","=""1.6e+09""",D,"=""0.0000""","=""109.8857""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.3s""","=""1P*""","=""1""",1,3,,"=""u32""","=""""",
"=""""","=""11.47530""","=""""","=""1.4e+06""",C,"=""0.0000""","=""108.0444""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.3s""","=""3P*""","=""1""",1,3,,"=""u32""","=""""",
"=""""","=""12.65323""","=""""","=""1.45e+08""",A,"=""0.0000""","=""97.9862""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.3p""","=""3P*""","=""1""",1,3,,"=""u32""","=""""",
"=""""","=""12.69287""","=""""","=""6.19e+10""",A,"=""0.0000""","=""97.6802""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.3p""","=""1P*""","=""1""",1,3,,"=""u32""","=""""",
"=""""","=""13.6988""","=""""","=""4.6e+05""",C,"=""12.008""","=""102.5155""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.3d""","=""1D""","=""2""",3,5,,"=""u32""","=""""",
"=""""","=""13.7096""","=""""","=""8.e+04""",D,"=""12.0794""","=""102.5155""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.3d""","=""1D""","=""2""",5,5,,"=""u32""","=""""",
"=""""","=""13.9752""","=""""","=""7.66e+10""",A,"=""11.976""","=""100.6928""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.3d""","=""3D""","=""1""",1,3,,"=""u32""","=""""",
"=""""","=""13.9798""","=""""","=""1.03e+11""",A,"=""12.008""","=""100.6958""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.3d""","=""3D""","=""2""",3,5,,"=""u32""","=""""",
"=""""","=""13.9803""","=""""","=""5.74e+10""",A,"=""12.008""","=""100.6928""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.3d""","=""3D""","=""1""",3,3,,"=""u32""","=""""",
"=""""","=""13.9904""","=""""","=""1.38e+11""",A,"=""12.0794""","=""100.7002""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.3d""","=""3D""","=""3""",5,7,,"=""u32""","=""""",
"=""""","=""13.9911""","=""""","=""3.44e+10""",A,"=""12.0794""","=""100.6958""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.3d""","=""3D""","=""2""",5,5,,"=""u32""","=""""",
"=""""","=""13.9916""","=""""","=""3.83e+09""",A,"=""12.0794""","=""100.6928""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.3d""","=""3D""","=""1""",5,3,,"=""u32""","=""""",
"=""""","=""14.5463""","=""""","=""2.8e+10""",B,"=""31.1617""","=""116.3961""","=""1s2.2p2""","=""3P""","=""0""","=""1s2.2p.3d""","=""3P*""","=""1""",1,3,,"=""T5633c91,LS""","=""""",
"=""""","=""14.5495""","=""""","=""8.5e+10""",B,"=""31.1980""","=""116.4136""","=""1s2.2p2""","=""3P""","=""1""","=""1s2.2p.3d""","=""3P*""","=""0""",3,1,,"=""T5633c91,LS""","=""""",
"=""""","=""14.5525""","=""""","=""2.13e+10""",B,"=""31.1980""","=""116.3961""","=""1s2.2p2""","=""3P""","=""1""","=""1s2.2p.3d""","=""3P*""","=""1""",3,3,,"=""T5633c91,LS""","=""""",
"=""""","=""14.5581""","=""""","=""2.12e+10""",B,"=""31.1980""","=""116.363""","=""1s2.2p2""","=""3P""","=""1""","=""1s2.2p.3d""","=""3P*""","=""2""",3,5,,"=""T5633c91,LS""","=""""",
"=""""","=""14.5633""","=""""","=""3.5e+10""",B,"=""31.2613""","=""116.3961""","=""1s2.2p2""","=""3P""","=""2""","=""1s2.2p.3d""","=""3P*""","=""1""",5,3,,"=""T5633c91,LS""","=""""",
"=""""","=""14.5690""","=""""","=""6.4e+10""",B,"=""31.2613""","=""116.363""","=""1s2.2p2""","=""3P""","=""2""","=""1s2.2p.3d""","=""3P*""","=""2""",5,5,,"=""T5633c91,LS""","=""""",
"=""""","=""14.6574""","=""""","=""9.0e+10""",B,"=""31.1617""","=""115.7498""","=""1s2.2p2""","=""3P""","=""0""","=""1s2.2p.3d""","=""3D*""","=""1""",1,3,,"=""T5633c91,LS""","=""""",
"=""""","=""14.6609""","=""""","=""1.22e+11""",B,"=""31.1980""","=""115.7660""","=""1s2.2p2""","=""3P""","=""1""","=""1s2.2p.3d""","=""3D*""","=""2""",3,5,,"=""T5633c91,LS""","=""""",
