Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""1s2.2s2""","=""1S""","=""0""",1,"=""""","=""0.0000""","=""""","=""0""","=""L6491"""
"=""1s2.2s.2p""","=""3P*""","=""0""",1,"=""""","=""11.976""","=""""","=""""","="""""
"=""1s2.2s.2p""","=""3P*""","=""1""",3,"=""""","=""12.008""","=""""","=""""","="""""
"=""1s2.2s.2p""","=""3P*""","=""2""",5,"=""""","=""12.0794""","=""""","=""""","="""""
"=""1s2.2s.2p""","=""1P*""","=""1""",3,"=""""","=""23.1657""","=""""","=""""","="""""
"=""1s2.2p2""","=""3P""","=""0""",1,"=""""","=""31.1617""","=""""","=""""","="""""
"=""1s2.2p2""","=""3P""","=""1""",3,"=""""","=""31.1980""","=""""","=""""","="""""
"=""1s2.2p2""","=""3P""","=""2""",5,"=""""","=""31.2613""","=""""","=""""","="""""
"=""1s2.2p2""","=""1D""","=""2""",5,"=""""","=""34.0463""","=""""","=""""","="""""
"=""1s2.2p2""","=""1S""","=""0""",1,"=""""","=""42.2084""","=""""","=""""","="""""
"=""1s2.2s.3s""","=""3S""","=""1""",3,"=""""","=""92.6514""","=""""","=""""","="""""
"=""1s2.2s.3s""","=""1S""","=""0""",1,"=""""","=""94.7725""","=""""","=""""","="""""
"=""1s2.2s.3p""","=""1P*""","=""1""",3,"=""""","=""97.6802""","=""""","=""""","="""""
"=""1s2.2s.3p""","=""3P*""","=""0""",1,"=""""","=""97.977""","=""""","=""""","="""""
"=""1s2.2s.3p""","=""3P*""","=""1""",3,"=""""","=""97.9862""","=""""","=""""","="""""
"=""1s2.2s.3p""","=""3P*""","=""2""",5,"=""""","=""98.005""","=""""","=""""","="""""
"=""1s2.2s.3d""","=""3D""","=""1""",3,"=""""","=""100.6928""","=""""","=""""","="""""
"=""1s2.2s.3d""","=""3D""","=""2""",5,"=""""","=""100.6958""","=""""","=""""","="""""
