obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""20.3835""","=""""","=""5.0e+09""",E,"=""0.0000""","=""60.8257""","=""2s2.2p2""","=""3P""","=""0""","=""2s.2p3""","=""3S*""","=""1""",1,3,,"=""T833LS""","=""""",
"=""""","=""20.5381""","=""""","=""1.50e+10""",D+,"=""0.4577""","=""60.8257""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p3""","=""3S*""","=""1""",3,3,,"=""T833LS""","=""""",
"=""""","=""20.734""","=""""","=""2.80e+10""",D,"=""7.401""","=""67.198""","=""2s2.2p2""","=""1D""","=""2""","=""2s.2p3""","=""1P*""","=""1""",5,3,,"=""T833""","=""""",
"=""""","=""20.7664""","=""""","=""2.40e+10""",D+,"=""1.1214""","=""60.8257""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p3""","=""3S*""","=""1""",5,3,,"=""T833LS""","=""""",
"=""""","=""23.526""","=""""","=""2.20e+10""",D,"=""7.401""","=""60.101""","=""2s2.2p2""","=""1D""","=""2""","=""2s.2p3""","=""1D*""","=""2""",5,5,,"=""T833""","=""""",
"=""""","=""23.695""","=""""","=""7.6e+09""",D,"=""14.873""","=""67.198""","=""2s2.2p2""","=""1S""","=""0""","=""2s.2p3""","=""1P*""","=""1""",1,3,,"=""T833""","=""""",
"=""""","=""26.5635""","=""""","=""2.0e+09""",D,"=""0.4577""","=""47.1325""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p3""","=""3P*""","=""2""",3,5,,"=""T833LS""","=""""",
"=""""","=""26.9466""","=""""","=""5.8e+09""",D,"=""1.1214""","=""47.1325""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p3""","=""3P*""","=""2""",5,5,,"=""T833LS""","=""""",
"=""""","=""30.9199""","=""""","=""1.8e+09""",D,"=""0.0000""","=""40.0985""","=""2s2.2p2""","=""3P""","=""0""","=""2s.2p3""","=""3D*""","=""1""",1,3,,"=""T833LS""","=""""",
"=""""","=""31.2770""","=""""","=""1.3e+09""",D,"=""0.4577""","=""40.0985""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p3""","=""3D*""","=""1""",3,3,,"=""T833LS""","=""""",
"=""""","=""31.2980""","=""""","=""2.4e+09""",D+,"=""0.4577""","=""40.0718""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p3""","=""3D*""","=""2""",3,5,,"=""T833LS""","=""""",
"=""""","=""31.8095""","=""""","=""8.4e+07""",E,"=""1.1214""","=""40.0985""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p3""","=""3D*""","=""1""",5,3,,"=""T833LS""","=""""",
"=""""","=""31.8280""","=""""","=""3.1e+09""",D+,"=""1.1214""","=""40.0759""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p3""","=""3D*""","=""3""",5,7,,"=""T833LS""","=""""",
"=""""","=""31.8313""","=""""","=""7.6e+08""",D,"=""1.1214""","=""40.0718""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p3""","=""3D*""","=""2""",5,5,,"=""T833LS""","=""""",
"=""""","=""86.008""","=""""","=""4.05e+02""",C,"=""0.4577""","=""14.873""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p2""","=""1S""","=""0""",3,1,M1,"=""T969,T1052""","=""""",
"=""""","=""90.159""","=""""","=""3.1e-01""",D,"=""1.1214""","=""14.873""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p2""","=""1S""","=""0""",5,1,E2,"=""T1052""","=""""",
"=""""","=""165.92""","=""""","=""5.8e+00""",C,"=""7.401""","=""14.873""","=""2s2.2p2""","=""1D""","=""2""","=""2s2.2p2""","=""1S""","=""0""",5,1,E2,"=""T1052""","=""""",
"=""""","=""167.53""","=""""","=""9.2e-04""",D,"=""0.0000""","=""7.401""","=""2s2.2p2""","=""3P""","=""0""","=""2s2.2p2""","=""1D""","=""2""",1,5,E2,"=""T1052""","=""""",
