Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""3p6""","=""1S""","=""0""",1,"=""""","=""0.00000""","=""""","=""0.00004""","="" 100                                    ""","=""L12392"""
"=""3p5.4s""","=""3P*""","=""2""",5,"=""""","=""20.147767""","=""""","=""0.000012""","=""  95                                    ""","=""L12188"""
"=""3p5.4s""","=""3P*""","=""1""",3,"=""""","=""20.238213""","=""""","=""0.000012""","=""  68         :    21  3p5.3d 3P*        ""","=""L12188"""
"=""3p5.4s""","=""3P*""","=""0""",1,"=""""","=""20.475420""","=""""","=""0.000025""","=""  78         :    22  3p5.3d 3P*        ""","=""L12188"""
"=""3p5.3d""","=""3P*""","=""0""",1,"=""""","=""20.262998""","=""""","=""0.000012""","=""  77         :    22  3p5.4s 3P*        ""","=""L12188"""
"=""3p5.3d""","=""3P*""","=""1""",3,"=""""","=""20.394409""","=""""","=""0.000012""","=""  76         :    14  3p5.4s 3P*        ""","=""L12188"""
"=""3p5.3d""","=""3P*""","=""2""",5,"=""""","=""20.448453""","=""""","=""0.000012""","=""  94                                    ""","=""L12188"""
"=""3p5.4s""","=""1P*""","=""1""",3,"=""""","=""20.638075""","=""""","=""0.000012""","=""  81         :    18  3p5.4s 3P*        ""","=""L12188"""
"=""3p5.3d""","=""3F*""","=""4""",9,"=""""","=""21.083414""","=""""","=""0.000012""","="" 100                                    ""","=""L12188"""
"=""3p5.3d""","=""3F*""","=""3""",7,"=""""","=""21.180357""","=""""","=""0.000012""","=""  98                                    ""","=""L12188"""
"=""3p5.3d""","=""3F*""","=""2""",5,"=""""","=""21.266092""","=""""","=""0.000012""","=""  98                                    ""","=""L12188"""
"=""3p5.3d""","=""1D*""","=""2""",5,"=""""","=""22.236467""","=""""","=""0.000012""","=""  56         :    42  3p5.3d 3D*        ""","=""L12188"""
"=""3p5.3d""","=""3D*""","=""3""",7,"=""""","=""22.242244""","=""""","=""0.000012""","=""  60         :    40  3p5.3d 1F*        ""","=""L12188"""
"=""3p5.3d""","=""3D*""","=""2""",5,"=""""","=""22.365844""","=""""","=""0.000012""","=""  57         :    43  3p5.3d 1D*        ""","=""L12188"""
"=""3p5.3d""","=""3D*""","=""1""",3,"=""""","=""22.372812""","=""""","=""0.000012""","="" 100                                    ""","=""L12188"""
"=""3p5.3d""","=""1F*""","=""3""",7,"=""""","=""22.393865""","=""""","=""0.000012""","=""  59         :    39  3p5.3d 3D*        ""","=""L12188"""
"=""3p5.4p""","=""3S""","=""1""",3,"=""""","=""22.714413""","=""""","=""0.000012""","=""  97                                    ""","=""L12188"""
"=""3p5.4p""","=""3D""","=""3""",7,"=""""","=""23.108646""","=""""","=""0.000012""","="" 100                                    ""","=""L12188"""
"=""3p5.4p""","=""3D""","=""2""",5,"=""""","=""23.145544""","=""""","=""0.000012""","=""  75         :    23  3p5.4p 1D         ""","=""L12188"""
"=""3p5.4p""","=""3D""","=""1""",3,"=""""","=""23.250385""","=""""","=""0.000012""","=""  77         :    14  3p5.4p 1P         ""","=""L12188"""
"=""3p5.4p""","=""1D""","=""2""",5,"=""""","=""23.327664""","=""""","=""0.000012""","=""  52         :    40  3p5.4p 3P         ""","=""L12188"""
"=""3p5.4p""","=""1P""","=""1""",3,"=""""","=""23.462708""","=""""","=""0.000012""","=""  53         :    24  3p5.4p 3P         ""","=""L12188"""
"=""3p5.4p""","=""3P""","=""2""",5,"=""""","=""23.514521""","=""""","=""0.000012""","=""  57         :    26  3p5.4p 1D         ""","=""L12188"""
"=""3p5.4p""","=""3P""","=""0""",1,"=""""","=""23.528233""","=""""","=""0.000012""","=""  97                                    ""","=""L12188"""
"=""3p5.4p""","=""3P""","=""1""",3,"=""""","=""23.573202""","=""""","=""0.000012""","=""  66         :    32  3p5.4p 1P         ""","=""L12188"""
"=""3p5.4p""","=""1S""","=""0""",1,"=""""","=""24.148675""","=""""","=""0.000012""","=""  93         :     3  3p5.4p 3P         ""","=""L12188"""
