obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""26.103""","=""0.002""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3496""",
"=""26.120""","=""0.002""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3496""",
"=""39.863""","=""0.002""","=""39.8630""","=""0.0021""","=""15""","=""""",,"=""0.00000""","=""31.1026""","=""3p6""","=""1S""","=""0""","=""3p5.8d""","=""(1/2,3/2)*""","=""1""",1,3,,"=""""","=""L3496""",
"=""40.09""","=""0.07""","=""40.08""","=""0.06""","=""""","=""""",,"=""0.00000""","=""30.93""","=""3p6""","=""1S""","=""0""","=""3p5.8d""","=""(3/2,3/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""40.39""","=""0.07""","=""40.39""","=""0.07""","=""""","=""""",,"=""0.00000""","=""30.70""","=""3p6""","=""1S""","=""0""","=""3p5.8d""","=""(3/2,5/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""40.56""","=""0.07""","=""40.55""","=""0.07""","=""""","=""1.3e+09""",,"=""0.00000""","=""30.57""","=""3p6""","=""1S""","=""0""","=""3p5.7d""","=""(1/2,3/2)*""","=""1""",1,3,,"=""T6166""","=""L11572""",
"=""40.68""","=""0.07""","=""40.68""","=""0.07""","=""""","=""""",,"=""0.00000""","=""30.48""","=""3p6""","=""1S""","=""0""","=""3p5.8s""","=""(1/2,1/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""40.81""","=""0.07""","=""40.82""","=""0.07""","=""""","=""""",,"=""0.00000""","=""30.38""","=""3p6""","=""1S""","=""0""","=""3p5.7d""","=""(3/2,5/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""40.96""","=""0.07""","=""40.97""","=""0.07""","=""""","=""""",,"=""0.00000""","=""30.26""","=""3p6""","=""1S""","=""0""","=""3p5.7d""","=""(3/2,3/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""41.03""","=""0.07""","=""41.03""","=""0.07""","=""""","=""""",,"=""0.00000""","=""30.21""","=""3p6""","=""1S""","=""0""","=""3p5.8s""","=""(3/2,1/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""41.18""","=""0.07""","=""41.17""","=""0.07""","=""""","=""2.6e+09""",,"=""0.00000""","=""30.12""","=""3p6""","=""1S""","=""0""","=""3p5.6d""","=""(1/2,3/2)*""","=""1""",1,3,,"=""T6166""","=""L11572""",
"=""41.49""","=""0.07""","=""41.49""","=""0.07""","=""bl*""","=""""",,"=""0.00000""","=""29.88""","=""3p6""","=""1S""","=""0""","=""3p5.6d""","=""(3/2,5/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""41.49""","=""0.07""","=""41.49""","=""0.07""","=""bl*""","=""2.2e+08""",,"=""0.00000""","=""29.88""","=""3p6""","=""1S""","=""0""","=""3p5.7s""","=""(1/2,1/2)*""","=""1""",1,3,,"=""T6166""","=""L11572""",
"=""41.73""","=""0.07""","=""41.74""","=""0.07""","=""""","=""""",,"=""0.00000""","=""29.71""","=""3p6""","=""1S""","=""0""","=""3p5.6d""","=""(3/2,3/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""41.84""","=""0.07""","=""41.84""","=""0.07""","=""""","=""""",,"=""0.00000""","=""29.63""","=""3p6""","=""1S""","=""0""","=""3p5.7s""","=""(3/2,1/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""42.20""","=""0.07""","=""42.19""","=""0.07""","=""""","=""4.0e+09""",,"=""0.00000""","=""29.38""","=""3p6""","=""1S""","=""0""","=""3p5.5d""","=""(1/2,3/2)*""","=""1""",1,3,,"=""T6166""","=""L11572""",
"=""42.80""","=""0.07""","=""42.79""","=""0.07""","=""""","=""""",,"=""0.00000""","=""28.98""","=""3p6""","=""1S""","=""0""","=""3p5.5d""","=""(3/2,5/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""42.99""","=""0.07""","=""42.99""","=""0.07""","=""""","=""""",,"=""0.00000""","=""28.84""","=""3p6""","=""1S""","=""0""","=""3p5.6s""","=""(1/2,1/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""43.15""","=""0.08""","=""43.16""","=""0.07""","=""""","=""""",,"=""0.00000""","=""28.73""","=""3p6""","=""1S""","=""0""","=""3p5.5d""","=""(3/2,3/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""43.38""","=""0.08""","=""43.38""","=""0.08""","=""""","=""""",,"=""0.00000""","=""28.58""","=""3p6""","=""1S""","=""0""","=""3p5.6s""","=""(3/2,1/2)*""","=""1""",1,3,,"=""""","=""L11572""",
"=""44.181""","=""0.002""","=""""","=""""","=""25""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3496""",
"=""44.30""","=""0.08""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L11572""",
"=""44.76""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L11572""",
"=""45.70""","=""0.08""","=""45.66""","=""0.05""","=""""","=""""",,"=""0.00000""","=""(27.15)""","=""3p6""","=""1S""","=""0""","=""3p5.4d""","=""3D*""","=""1""",1,3,,"=""""","=""L11572""",
"=""46.42""","=""0.09""","=""46.42506""","=""0.00007""","=""""","=""""",,"=""0.00000""","=""26.706308""","=""3p6""","=""1S""","=""0""","=""3p5.4d""","=""3P*""","=""1""",1,3,,"=""""","=""L11572""",
"=""46.508""","=""0.002""","=""46.50847""","=""0.00007""","=""5""","=""1.0e+09""",,"=""0.00000""","=""26.658413""","=""3p6""","=""1S""","=""0""","=""3p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",1,3,,"=""T6166""","=""L3496""",
"=""46.95""","=""0.09""","=""46.95087""","=""0.00007""","=""""","=""""",,"=""0.00000""","=""26.407221""","=""3p6""","=""1S""","=""0""","=""3p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L11572""",
"=""47.603""","=""0.002""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3496""",
"=""48.211""","=""0.002""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3496""",
"=""48.241""","=""0.002""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3496""",
"=""49.5153""","=""0.0002""","=""49.51534""","=""0.00009""","=""15""","=""6.7e+10""",,"=""0.00000""","=""25.039551""","=""3p6""","=""1S""","=""0""","=""3p5.3d""","=""1P*""","=""1""",1,3,,"=""T6798""","=""L12188""",
"=""52.379""","=""0.002""","=""""","=""""","=""25""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3496""",
"=""52.706""","=""0.002""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3496""",
"=""54.612""","=""0.002""","=""""","=""""","=""15""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3496""",
"=""55.032""","=""0.002""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3496""",
"=""55.4175""","=""0.0002""","=""55.41735""","=""0.00010""","=""30""","=""1.06e+07""",,"=""0.00000""","=""22.372812""","=""3p6""","=""1S""","=""0""","=""3p5.3d""","=""3D*""","=""1""",1,3,,"=""T6798""","=""L12188""",
