Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""2s2.2p4""","=""3P""","=""2""",5,"=""""","=""0.00000""","=""""","=""0""","=""                                            ""","=""L4995"""
"=""2s2.2p4""","=""3P""","=""1""",3,"=""""","=""0.22108""","=""""","=""""","=""                                            ""","="""""
"=""2s2.2p4""","=""3P""","=""0""",1,"=""""","=""0.31266""","=""""","=""""","=""                                            ""","="""""
"=""2s2.2p4""","=""1D""","=""2""",5,"=""""","=""4.4543""","=""""","=""""","=""                                            ""","="""""
"=""2s2.2p4""","=""1S""","=""0""",1,"=""""","=""9.5814""","=""""","=""""","=""                                            ""","="""""
"=""2s.2p5""","=""3P*""","=""2""",5,"=""""","=""35.11385""","=""""","=""""","="" 100                                        ""","="""""
"=""2s.2p5""","=""3P*""","=""1""",3,"=""""","=""35.31421""","=""""","=""""","="" 100                                        ""","="""""
"=""2s.2p5""","=""3P*""","=""0""",1,"=""""","=""35.42377""","=""""","=""""","="" 100                                        ""","="""""
"=""2s.2p5""","=""1P*""","=""1""",3,"=""""","=""49.2815""","=""""","=""""","="" 100                                        ""","="""""
"=""2p6""","=""1S""","=""0""",1,"=""""","=""82.198""","=""""","=""""","=""                                            ""","="""""
"=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""",3,"=""""","=""84.8723""","=""""","=""""","="" 100                                        ""","="""""
"=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""",7,"=""""","=""90.2285""","=""""","=""""","="" 100                                        ""","="""""
"=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""",5,"=""""","=""90.2311""","=""""","=""""","=""  99                                        ""","="""""
"=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""",3,"=""""","=""90.2335""","=""""","=""""","=""  99                                        ""","="""""
"=""2s2.2p3.(2D*).3s""","=""1D*""","=""2""",5,"=""""","=""91.1961""","=""""","=""""","=""  99                                        ""","="""""
"=""2s2.2p3.(2P*).3s""","=""3P*""","=""0""",1,"=""""","=""93.7996""","=""""","=""""","=""  99         :     1  2s2.2p3.(2D*).3d 3P*  ""","="""""
"=""2s2.2p3.(2P*).3s""","=""3P*""","=""1""",3,"=""""","=""93.8022""","=""""","=""""","=""  99         :     1  2s2.2p3.(2D*).3d 3P*  ""","="""""
"=""2s2.2p3.(2P*).3s""","=""3P*""","=""2""",5,"=""""","=""93.8115""","=""""","=""""","=""  98         :     1  2s2.2p3.(2D*).3d 3P*  ""","="""""
"=""2s2.2p3.(2P*).3s""","=""1P*""","=""1""",3,"=""""","=""94.8018""","=""""","=""""","=""  98         :     1  2s2.2p3.(2D*).3d 1P*  ""","="""""
"=""2s2.2p3.(4S*).3d""","=""3D*""","=""1""",3,"=""""","=""101.9118""","=""""","=""""","=""  98         :     2  2s2.2p3.(2D*).3d 3D*  ""","="""""
"=""2s2.2p3.(4S*).3d""","=""3D*""","=""2""",5,"=""""","=""101.9136""","=""""","=""""","=""  98         :     2  2s2.2p3.(2D*).3d 3D*  ""","="""""
"=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""",7,"=""""","=""101.9232""","=""""","=""""","=""  98         :     2  2s2.2p3.(2D*).3d 3D*  ""","="""""
"=""2s2.2p3.(2D*).3d""","=""3D*""","=""3""",7,"=""""","=""108.0170""","=""""","=""""","=""  98         :     2  2s2.2p3.(4S*).3d 3D*  ""","="""""
"=""2s2.2p3.(2D*).3d""","=""3D*""","=""2""",5,"=""""","=""108.0345""","=""""","=""""","=""  98         :     2  2s2.2p3.(4S*).3d 3D*  ""","="""""
"=""2s2.2p3.(2D*).3d""","=""3D*""","=""1""",3,"=""""","=""108.039""","=""""","=""""","=""  97         :     2  2s2.2p3.(4S*).3d 3D*  ""","="""""
"=""2s2.2p3.(2D*).3d""","=""1P*""","=""1""",3,"=""""","=""108.2947""","=""""","=""""","=""  94         :     3  2s2.2p3.(2P*).3d 1P*  ""","="""""
"=""2s2.2p3.(2D*).3d""","=""3P*""","=""2""",5,"=""""","=""108.7087""","=""""","=""""","=""  96         :     2  2s2.2p3.(2P*).3d 3P*  ""","="""""
"=""2s2.2p3.(2D*).3d""","=""3P*""","=""1""",3,"=""""","=""108.7692""","=""""","=""""","=""  94         :     4  2s2.2p3.(2D*).3d 3S*  ""","="""""
