Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""3p6.3d8""","=""3F""","=""4""",9,"=""""","=""0.00000""","=""""","=""0""","="" 100                                                ""","=""L7185"""
"=""3p6.3d8""","=""3F""","=""3""",7,"=""""","=""0.16871""","=""""","=""""","="" 100                                                ""","="""""
"=""3p6.3d8""","=""3F""","=""2""",5,"=""""","=""0.28139""","=""""","=""""","=""  99                                                ""","="""""
"=""3p6.3d8""","=""1D""","=""2""",5,"=""""","=""1.73970""","=""""","=""""","=""  83             :    16  3d8              3P       ""","="""""
"=""3p6.3d8""","=""3P""","=""2""",5,"=""""","=""2.06578""","=""""","=""""","=""  84             :    16  3d8              1D       ""","="""""
"=""3p6.3d8""","=""3P""","=""1""",3,"=""""","=""2.10498""","=""""","=""""","="" 100                                                ""","="""""
"=""3p6.3d8""","=""3P""","=""0""",1,"=""""","=""2.13633""","=""""","=""""","="" 100                                                ""","="""""
"=""3p6.3d8""","=""1G""","=""4""",9,"=""""","=""2.86511""","=""""","=""""","="" 100                                                ""","="""""
"=""3p6.3d8""","=""1S""","=""0""",1,"=""""","=""6.51314""","=""""","=""""","="" 100                                                ""","="""""
"=""3p6.3d7.(4F).4s""","=""5F""","=""5""",11,"=""""","=""6.658439""","=""""","=""""","=""                                                    ""","="""""
"=""3p6.3d7.(4F).4s""","=""5F""","=""4""",9,"=""""","=""6.776707""","=""""","=""""","=""                                                    ""","="""""
"=""3p6.3d7.(4F).4s""","=""5F""","=""3""",7,"=""""","=""6.869504""","=""""","=""""","=""                                                    ""","="""""
"=""3p6.3d7.(4F).4s""","=""5F""","=""2""",5,"=""""","=""6.937190""","=""""","=""""","=""                                                    ""","="""""
"=""3p6.3d7.(4F).4s""","=""5F""","=""1""",3,"=""""","=""6.981332""","=""""","=""""","=""                                                    ""","="""""
"=""3p6.3d7.(4F).4s""","=""3F""","=""4""",9,"=""""","=""7.605015""","=""""","=""""","=""                                                    ""","="""""
"=""3p6.3d7.(4F).4s""","=""3F""","=""3""",7,"=""""","=""7.762103""","=""""","=""""","=""                                                    ""","="""""
"=""3p6.3d7.(4F).4s""","=""3F""","=""2""",5,"=""""","=""7.869516""","=""""","=""""","=""                                                    ""","="""""
