obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""4.5292""","=""50g""","=""3.51e+11""",D,"=""0.0000""","=""273.74?""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2D""","=""5/2""",4,6,,"=""u20,LS""","=""L3463,Lu25""",
"=""4.7519""","=""4.75190""","=""70g""","=""3.03e+10""",D+,"=""0.0000""","=""260.915?""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4s""","=""2P""","=""3/2""",4,4,,"=""T5249""","=""u25""",
"=""4.7746""","=""4.77479""","=""50g""","=""1.90e+10""",D+,"=""1.2504""","=""260.915?""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4s""","=""2P""","=""3/2""",2,4,,"=""T5249""","=""u25""",
"=""""","=""5.1204""","=""""","=""2.10e+10""",B,"=""0.0000""","=""242.136""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1S).3d""","=""2D""","=""3/2""",4,4,,"=""u29""","=""""",
"=""5.1227""","=""5.1227""","=""100g""","=""1.50e+11""",B+,"=""0.0000""","=""242.030""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1S).3d""","=""2D""","=""5/2""",4,6,,"=""u29""","=""L3463""",
"=""5.1470""","=""5.1470""","=""70g""","=""2.07e+11""",B+,"=""1.2504""","=""242.136""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1S).3d""","=""2D""","=""3/2""",2,4,,"=""u29""","=""L3463""",
"=""5.2681""","=""5.2681""","=""20g""","=""9.44e+10""",C,"=""0.0000""","=""235.349""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""3/2""",4,4,,"=""u29""","=""L3463""",
"=""5.2702""","=""5.2703""","=""20g""","=""2.44e+11""",C+,"=""0.0000""","=""235.253""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""1/2""",4,2,,"=""u29""","=""L3463""",
"=""5.2756""","=""5.2756""","=""300g""","=""6.84e+11""",C+,"=""0.0000""","=""235.015""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""5/2""",4,6,,"=""u29""","=""L3463""",
"=""5.2789""","=""5.2790""","=""300g""","=""9.25e+11""",B,"=""0.0000""","=""234.865""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""3/2""",4,4,,"=""u29""","=""L3463""",
"=""5.2854""","=""5.2854""","=""100g""","=""""",,"=""0.0000""","=""234.577""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2F""","=""5/2""",4,6,,"=""""","=""L3463""",
"=""5.2958""","=""5.2955""","=""350g*""","=""7.89e+11""",B,"=""0.0000""","=""234.133""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2S""","=""1/2""",4,2,,"=""u29""","=""L3463""",
"=""5.2958""","=""5.2962""","=""350g*""","=""7.24e+11""",C+,"=""1.2504""","=""235.349""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""3/2""",2,4,,"=""u29""","=""L3463""",
"=""5.2985""","=""5.2984""","=""70g""","=""8.77e+11""",B,"=""1.2504""","=""235.253""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""1/2""",2,2,,"=""u29""","=""L3463""",
"=""5.3073""","=""5.3072""","=""50g""","=""1.48e+11""",B,"=""1.2504""","=""234.865""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""3/2""",2,4,,"=""u29""","=""L3463""",
"=""5.3239""","=""5.3239""","=""30g""","=""2.26e+11""",C+,"=""1.2504""","=""234.133""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2S""","=""1/2""",2,2,,"=""u29""","=""L3463""",
"=""""","=""5.4088""","=""""","=""1.60e+10""",C,"=""0.0000""","=""229.226?""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""",4,4,,"=""u29""","=""""",
"=""5.4118""","=""5.4118""","=""500g""","=""5.66e+11""",B+,"=""0.0000""","=""229.099""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""5/2""",4,6,,"=""u29""","=""L3463""",
"=""5.4266""","=""5.4267""","=""100g""","=""2.30e+11""",B+,"=""0.0000""","=""228.472""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",4,4,,"=""u29""","=""L3463""",
"=""5.4370""","=""5.43680""","=""20g""","=""2.73e+10""",D,"=""0.0000""","=""228.0461""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2F""","=""5/2""",4,6,,"=""c53,T6437""","=""L3463""",
"=""5.4385""","=""5.4385""","=""100g""","=""2.32e+11""",B,"=""1.2504""","=""229.226?""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""",2,4,,"=""u29""","=""L3463""",
"=""5.4424""","=""5.4424""","=""150g""","=""5.03e+10""",D+,"=""0.0000""","=""227.811?""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""5/2""",4,6,,"=""u29""","=""L3463""",
"=""5.4501""","=""5.4501""","=""20g""","=""9.12e+09""",D,"=""0.0000""","=""227.490""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""",4,4,,"=""u29""","=""L3463""",
"=""5.4566""","=""5.4565""","=""50g""","=""1.73e+11""",C+,"=""1.2504""","=""228.472""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",2,4,,"=""u29""","=""L3463""",
"=""5.4604""","=""5.4604""","=""50g""","=""1.48e+10""",D+,"=""0.0000""","=""227.061""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4F""","=""5/2""",4,6,,"=""u29""","=""L3463""",
"=""""","=""5.4802""","=""""","=""8.12e+08""",D,"=""1.2504""","=""227.490""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""",2,4,,"=""u29""","=""""",
"=""""","=""5.88804+""","=""""","=""4.03e+02""",D+,"=""0.0000""","=""210.5694""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3p""","=""4S*""","=""3/2""",4,4,M1,"=""u29""","=""""",
"=""""","=""5.92155+""","=""""","=""2.26e+01""",D,"=""0.0000""","=""209.3781""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3p""","=""2D*""","=""5/2""",4,6,M1,"=""u29""","=""""",
"=""""","=""5.92322+""","=""""","=""7.06e+01""",D,"=""1.2504""","=""210.5694""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3p""","=""4S*""","=""3/2""",2,4,M1,"=""u29""","=""""",
"=""5.9236""","=""5.9236""","=""70g""","=""4.32e+10""",B,"=""0.0000""","=""209.304""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1S).3s""","=""2S""","=""1/2""",4,2,,"=""u29""","=""L3463""",
"=""""","=""5.93579+""","=""""","=""9.71e+01""",D,"=""0.0000""","=""208.8757""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3p""","=""4D*""","=""1/2""",4,2,M1,"=""u29""","=""""",
