obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""44.0776""","=""5""","=""""",,"=""1.40384""","=""29.53245""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.5d""","=""1P*""","=""1""",5,3,,"=""""","=""L11011""",
"=""47.5286""","=""47.52839""","=""7g,w""","=""""",,"=""0.037033""","=""26.123376""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.5s""","=""3P*""","=""2""",3,5,,"=""""","=""L11011""",
"=""47.6351""","=""47.635509""","=""4g""","=""""",,"=""0.000000""","=""26.027684""","=""3s2.3p2""","=""3P""","=""0""","=""3s2.3p.5s""","=""3P*""","=""1""",1,3,,"=""""","=""L11011""",
"=""47.6495""","=""47.64942""","=""7g,w""","=""""",,"=""0.103289""","=""26.123376""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.5s""","=""3P*""","=""2""",5,5,,"=""""","=""L11011""",
"=""47.7035""","=""47.70338""","=""4g""","=""""",,"=""0.037033""","=""26.027684""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.5s""","=""3P*""","=""1""",3,3,,"=""""","=""L11011""",
"=""47.7386""","=""47.73812""","=""5g""","=""""",,"=""0.037033""","=""26.008774""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.5s""","=""3P*""","=""0""",3,1,,"=""""","=""L11011""",
"=""47.8257""","=""47.82530""","=""5g""","=""""",,"=""0.103289""","=""26.027684""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.5s""","=""3P*""","=""1""",5,3,,"=""""","=""L11011""",
"=""48.0533""","=""48.052691""","=""5g,w""","=""""",,"=""0.000000""","=""25.801718""","=""3s2.3p2""","=""3P""","=""0""","=""3s2.3p.4d""","=""3P*""","=""1""",1,3,,"=""""","=""L11011""",
"=""48.0968""","=""48.09698""","=""6g""","=""""",,"=""0.037033""","=""25.814993""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.4d""","=""3P*""","=""0""",3,1,,"=""""","=""L11011""",
"=""48.1234""","=""48.12176""","=""4g""","=""""",,"=""0.037033""","=""25.801718""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.4d""","=""3P*""","=""1""",3,3,,"=""""","=""L11011""",
"=""48.1712""","=""48.17088""","=""1g""","=""""",,"=""0.037033""","=""25.775444""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p.4d""","=""3P*""","=""2""",3,5,,"=""""","=""L11011""",
"=""48.2463""","=""48.24583""","=""6g,w""","=""""",,"=""0.103289""","=""25.801718""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p.4d""","=""3P*""","=""1""",5,3,,"=""""","=""L11011""",
