obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""38.83""","=""38.779914+""","=""""","=""""",,"=""0.00000""","=""31.971241""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).6d""","=""3S*""","=""1""",5,3,,"=""""","=""L9526""",
"=""39.82""","=""39.854755+""","=""*""","=""""",,"=""0.00000""","=""31.109010""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2P*).5d""","=""1D*""","=""2""",5,5,,"=""""","=""L9526""",
"=""39.82""","=""39.681533+""","=""*""","=""""",,"=""0.00000""","=""31.244810""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2P*).5d""","=""1F*""","=""3""",5,7,,"=""""","=""L9526""",
"=""40.47""","=""40.454155+""","=""""","=""""",,"=""0.00000""","=""30.648076""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2P*).5d""","=""3F*""","=""3""",5,7,,"=""""","=""L9526""",
"=""40.79""","=""40.92036+""","=""*""","=""""",,"=""0.56393""","=""30.862835""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(2P*).6d""","=""3P*""","=""0""",3,1,,"=""""","=""L9526""",
"=""40.79""","=""40.84743+""","=""*""","=""""",,"=""0.56393""","=""30.916930""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(2P*).6s""","=""3P*""","=""2""",3,5,,"=""""","=""L9526""",
"=""40.79""","=""40.83478+""","=""*""","=""""",,"=""0.56393""","=""30.926328""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(2P*).5d""","=""3P*""","=""1""",3,3,,"=""""","=""L9526""",
"=""40.79""","=""40.76985+""","=""*""","=""""",,"=""0.56393""","=""30.974683""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(2P*).6s""","=""1P*""","=""1""",3,3,,"=""""","=""L9526""",
"=""40.79""","=""40.64013+""","=""*""","=""""",,"=""0.56393""","=""31.071757""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(2P*).5d""","=""3P*""","=""0""",3,1,,"=""""","=""L9526""",
"=""41.28""","=""41.21527+""","=""""","=""""",,"=""0.56393""","=""30.646034""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(2P*).5d""","=""3F*""","=""2""",3,5,,"=""""","=""L9526""",
"=""41.58""","=""41.662292+""","=""""","=""""",,"=""0.00000""","=""29.759332""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(4S*).6d""","=""3D*""","=""3""",5,7,,"=""""","=""L9526""",
"=""41.81""","=""41.909754+""","=""""","=""""",,"=""0.00000""","=""29.583614""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).5d""","=""1D*""","=""2""",5,5,,"=""""","=""L9526""",
"=""42.17""","=""42.166290+""","=""*""","=""""",,"=""0.00000""","=""29.403630""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).5d""","=""3P*""","=""2""",5,5,,"=""""","=""L9526""",
"=""42.17""","=""42.155186+""","=""*""","=""""",,"=""0.00000""","=""29.411375""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).5d""","=""1P*""","=""1""",5,3,,"=""""","=""L9526""",
"=""42.52""","=""42.52001+""","=""""","=""""",,"=""1.81566""","=""30.974683""","=""4s2.4p4""","=""1D""","=""2""","=""4s2.4p3.(2P*).6s""","=""1P*""","=""1""",5,3,,"=""""","=""L9526""",
"=""42.78""","=""42.898028+""","=""*""","=""""",,"=""0.00000""","=""28.902074""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).5d""","=""3D*""","=""2""",5,5,,"=""""","=""L9526""",
"=""42.78""","=""42.854765+""","=""*""","=""""",,"=""0.00000""","=""28.931251""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).6s""","=""3D*""","=""2""",5,5,,"=""""","=""L9526""",
"=""42.78""","=""42.731257+""","=""*""","=""""",,"=""0.00000""","=""29.014873""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).5d""","=""3D*""","=""1""",5,3,,"=""""","=""L9526""",
"=""42.78""","=""42.72417+""","=""*""","=""""",,"=""0.56393""","=""29.583614""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(2D*).5d""","=""1D*""","=""2""",3,5,,"=""""","=""L9526""",
"=""42.78""","=""42.665731+""","=""*""","=""""",,"=""0.00000""","=""29.059434""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).5d""","=""3D*""","=""3""",5,7,,"=""""","=""L9526""",
"=""42.78""","=""42.63975+""","=""*""","=""""",,"=""1.81566""","=""30.892804""","=""4s2.4p4""","=""1D""","=""2""","=""4s2.4p3.(2P*).6s""","=""3P*""","=""1""",5,3,,"=""""","=""L9526""",
"=""42.78""","=""42.631763+""","=""*""","=""""",,"=""0.00000""","=""29.082588""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).6s""","=""3D*""","=""3""",5,7,,"=""""","=""L9526""",
"=""43.02""","=""43.00472+""","=""*""","=""""",,"=""1.81566""","=""30.646034""","=""4s2.4p4""","=""1D""","=""2""","=""4s2.4p3.(2P*).5d""","=""3F*""","=""2""",5,5,,"=""""","=""L9526""",
"=""43.02""","=""43.00167+""","=""*""","=""""",,"=""1.81566""","=""30.648076""","=""4s2.4p4""","=""1D""","=""2""","=""4s2.4p3.(2P*).5d""","=""3F*""","=""3""",5,7,,"=""""","=""L9526""",
"=""43.25""","=""43.31604+""","=""*""","=""""",,"=""0.56393""","=""29.187090""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(4S*).6d""","=""5D*""","=""1""",3,3,,"=""""","=""L9526""",
"=""43.25""","=""43.12095+""","=""*""","=""""",,"=""0.65872""","=""29.411375""","=""4s2.4p4""","=""3P""","=""0""","=""4s2.4p3.(2D*).5d""","=""1P*""","=""1""",1,3,,"=""""","=""L9526""",
"=""43.66""","=""43.75170+""","=""*""","=""""",,"=""0.56393""","=""28.902074""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(2D*).5d""","=""3D*""","=""2""",3,5,,"=""""","=""L9526""",
"=""43.66""","=""43.72391+""","=""*""","=""""",,"=""0.65872""","=""29.014873""","=""4s2.4p4""","=""3P""","=""0""","=""4s2.4p3.(2D*).5d""","=""3D*""","=""1""",1,3,,"=""""","=""L9526""",
"=""43.66""","=""43.70670+""","=""*""","=""""",,"=""0.56393""","=""28.931251""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(2D*).6s""","=""3D*""","=""2""",3,5,,"=""""","=""L9526""",
"=""44.24""","=""44.36933+""","=""""","=""""",,"=""1.81566""","=""29.759332""","=""4s2.4p4""","=""1D""","=""2""","=""4s2.4p3.(4S*).6d""","=""3D*""","=""3""",5,7,,"=""""","=""L9526""",
"=""44.61""","=""44.65010+""","=""""","=""""",,"=""1.81566""","=""29.583614""","=""4s2.4p4""","=""1D""","=""2""","=""4s2.4p3.(2D*).5d""","=""1D*""","=""2""",5,5,,"=""""","=""L9526""",
"=""44.74""","=""44.77755+""","=""""","=""""",,"=""1.81566""","=""29.504579""","=""4s2.4p4""","=""1D""","=""2""","=""4s2.4p3.(2D*).5d""","=""3S*""","=""1""",5,3,,"=""""","=""L9526""",
"=""45.07""","=""45.088852+""","=""""","=""""",,"=""0.00000""","=""27.497750""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(4S*).5d""","=""3D*""","=""1""",5,3,,"=""""","=""L9526""",
"=""45.31""","=""45.29694+""","=""""","=""""",,"=""1.81566""","=""29.187090""","=""4s2.4p4""","=""1D""","=""2""","=""4s2.4p3.(4S*).6d""","=""5D*""","=""1""",5,3,,"=""""","=""L9526""",
"=""46.09""","=""46.19548+""","=""*""","=""""",,"=""0.65872""","=""27.497750""","=""4s2.4p4""","=""3P""","=""0""","=""4s2.4p3.(4S*).5d""","=""3D*""","=""1""",1,3,,"=""""","=""L9526""",
"=""46.09""","=""46.13651+""","=""*""","=""""",,"=""4.10135""","=""30.974683""","=""4s2.4p4""","=""1S""","=""0""","=""4s2.4p3.(2P*).6s""","=""1P*""","=""1""",1,3,,"=""""","=""L9526""",
"=""46.09""","=""46.11691+""","=""*""","=""""",,"=""0.56393""","=""27.448687""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(4S*).5d""","=""3D*""","=""2""",3,5,,"=""""","=""L9526""",
"=""46.09""","=""46.03290+""","=""*""","=""""",,"=""0.56393""","=""27.497750""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(4S*).5d""","=""3D*""","=""1""",3,3,,"=""""","=""L9526""",
"=""46.09""","=""46.003262+""","=""*""","=""""",,"=""0.00000""","=""26.951175""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(4S*).6s""","=""3S*""","=""1""",5,3,,"=""""","=""L9526""",
"=""47.00""","=""46.98641+""","=""""","=""""",,"=""0.56393""","=""26.951175""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(4S*).6s""","=""3S*""","=""1""",3,3,,"=""""","=""L9526""",
"=""51.6384""","=""51.63910+""","=""4""","=""""",,"=""0.00000""","=""24.009753""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).4d""","=""1D*""","=""2""",5,5,,"=""""","=""L3262""",
"=""52.5687""","=""52.56899+""","=""4""","=""""",,"=""0.00000""","=""23.585044""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).4d""","=""3P*""","=""1""",5,3,,"=""""","=""L3262""",
"=""52.8809""","=""52.8811+""","=""2""","=""""",,"=""0.56393""","=""24.009753""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(2D*).4d""","=""1D*""","=""2""",3,5,,"=""""","=""L353""",
"=""53.0308""","=""53.03095+""","=""4""","=""""",,"=""0.00000""","=""23.379594""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).4d""","=""3P*""","=""2""",5,5,,"=""""","=""L353""",
"=""53.1255""","=""53.12558+""","=""1""","=""""",,"=""0.00000""","=""23.337946""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2P*).4d""","=""3D*""","=""1""",5,3,,"=""""","=""L353""",
"=""53.8544""","=""53.85359+""","=""8""","=""""",,"=""0.00000""","=""23.022456""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2P*).4d""","=""3D*""","=""2""",5,5,,"=""""","=""L3262""",
"=""54.0788""","=""54.0794+""","=""5""","=""""",,"=""0.65872""","=""23.585044""","=""4s2.4p4""","=""3P""","=""0""","=""4s2.4p3.(2D*).4d""","=""3P*""","=""1""",1,3,,"=""""","=""L3262""",
"=""54.0860""","=""54.08568+""","=""6""","=""""",,"=""0.00000""","=""22.923664""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2P*).4d""","=""3D*""","=""3""",5,7,,"=""""","=""L353""",
"=""54.3417""","=""54.3417+""","=""5""","=""""",,"=""0.56393""","=""23.379594""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(2D*).4d""","=""3P*""","=""2""",3,5,,"=""""","=""L353""",
"=""54.4410""","=""54.4411+""","=""4""","=""""",,"=""0.56393""","=""23.337946""","=""4s2.4p4""","=""3P""","=""1""","=""4s2.4p3.(2P*).4d""","=""3D*""","=""1""",3,3,,"=""""","=""L353""",
"=""54.6549""","=""54.65472+""","=""5""","=""""",,"=""0.00000""","=""22.684996""","=""4s2.4p4""","=""3P""","=""2""","=""4s2.4p3.(2D*).4d""","=""1F*""","=""3""",5,7,,"=""""","=""L353""",
"=""54.6687""","=""54.6686+""","=""3""","=""""",,"=""0.65872""","=""23.337946""","=""4s2.4p4""","=""3P""","=""0""","=""4s2.4p3.(2P*).4d""","=""3D*""","=""1""",1,3,,"=""""","=""L353""",
