obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""227.8900""","=""227.8877""","=""0.0010""","=""5""","=""1.81e+06""",C+,"=""0.0000000""","=""5.440583""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s2.10s""","=""2S""","=""1/2""",2,2,,"=""T7227""","=""L3547""",
"=""228.445""","=""228.46633""","=""0.00007""","=""2""","=""""",,"=""0.2743273""","=""5.7011313""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.15d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3547""",
"=""229.904""","=""229.9040""","=""0.0012""","=""2""","=""""",,"=""0.2743273""","=""5.66720""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.13d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3547""",
"=""229.941""","=""229.9407""","=""0.0012""","=""2""","=""""",,"=""0.2743273""","=""5.66634""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.13d""","=""2D""","=""3/2""",4,4,,"=""""","=""L3547""",
"=""230.320""","=""230.3201""","=""0.0012""","=""2""","=""""",,"=""0.2743273""","=""5.65745""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.14s""","=""2S""","=""1/2""",4,2,,"=""""","=""L3547""",
"=""230.757""","=""230.75540""","=""0.00021""","=""25""","=""1.41e+05""",C+,"=""0.0000000""","=""5.372971""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s2.8d""","=""2D""","=""3/2""",2,4,,"=""T7227""","=""L3547""",
"=""231.003""","=""231.0032""","=""0.0012""","=""3""","=""""",,"=""0.2743273""","=""5.64153""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.12d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3547""",
"=""231.046""","=""231.0462""","=""0.0012""","=""2""","=""""",,"=""0.2743273""","=""5.64053""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.12d""","=""2D""","=""3/2""",4,4,,"=""""","=""L3547""",
"=""231.580""","=""231.5805""","=""0.0012""","=""2""","=""""",,"=""0.2743273""","=""5.62815""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.13s""","=""2S""","=""1/2""",4,2,,"=""""","=""L3547""",
"=""232.5121""","=""232.5123""","=""0.0012""","=""5""","=""""",,"=""0.2743273""","=""5.60670""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.11d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3547""",
"=""232.5638""","=""232.5640""","=""0.0012""","=""3""","=""""",,"=""0.2743273""","=""5.60551""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.11d""","=""2D""","=""3/2""",4,4,,"=""""","=""L3547""",
"=""233.3471""","=""233.3472""","=""0.0012""","=""3""","=""""",,"=""0.2743273""","=""5.58762""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.12s""","=""2S""","=""1/2""",4,2,,"=""""","=""L3547""",
"=""234.0903""","=""234.0878""","=""0.0005""","=""10""","=""3.04e+06""",C+,"=""0.0000000""","=""5.296483""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s2.9s""","=""2S""","=""1/2""",2,2,,"=""T7227""","=""L3547""",
"=""234.6621""","=""234.6623""","=""0.0012""","=""8""","=""""",,"=""0.2743273""","=""5.55784""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.10d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3547""",
"=""234.7280""","=""234.7282""","=""0.0012""","=""5""","=""""",,"=""0.2743273""","=""5.55636""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.10d""","=""2D""","=""3/2""",4,4,,"=""""","=""L3547""",
"=""235.9419""","=""235.9422""","=""0.0012""","=""5""","=""2.01e+06""",C+,"=""0.2743273""","=""5.52918""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.11s""","=""2S""","=""1/2""",4,2,,"=""T7227""","=""L3547""",
"=""237.8867""","=""237.8847""","=""0.0003""","=""15""","=""""",,"=""0.2743273""","=""5.486272""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.9d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3547""",
"=""237.9722""","=""237.9700""","=""0.0006""","=""10""","=""""",,"=""0.2743273""","=""5.484404""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.9d""","=""2D""","=""3/2""",4,4,,"=""""","=""L3547""",
"=""239.0271""","=""239.0262""","=""0.0005""","=""40""","=""2.99e+06""",C+,"=""0.0000000""","=""5.187054""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s2.7d""","=""2D""","=""3/2""",2,4,,"=""T7227""","=""L3547""",
"=""239.9907""","=""239.9885""","=""0.0012""","=""10""","=""3.22e+06""",C+,"=""0.2743273""","=""5.440583""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.10s""","=""2S""","=""1/2""",4,2,,"=""T7227""","=""L3547""",
"=""243.0601""","=""243.05778""","=""0.00024""","=""20""","=""7.83e+05""",C+,"=""0.2743273""","=""5.375345""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.8d""","=""2D""","=""5/2""",4,6,,"=""T7227""","=""L3547""",
"=""243.1724""","=""243.17096""","=""0.00024""","=""10""","=""""",,"=""0.2743273""","=""5.372971""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.8d""","=""2D""","=""3/2""",4,4,,"=""""","=""L3547""",
"=""246.0823""","=""246.08128""","=""0.00018""","=""60""","=""5.51e+06""",C+,"=""0.0000000""","=""5.038343""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s2.8s""","=""2S""","=""1/2""",2,2,,"=""T7227""","=""L3547""",
"=""246.8769""","=""246.8744""","=""0.0006""","=""30w""","=""5.21e+06""",C+,"=""0.2743273""","=""5.296483""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.9s""","=""2S""","=""1/2""",4,2,,"=""T7227""","=""L3547""",
"=""252.2130""","=""252.2109""","=""0.0005""","=""100""","=""5.33e+06""",C+,"=""0.2743273""","=""5.190222""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.7d""","=""2D""","=""5/2""",4,6,,"=""T7227""","=""L3547""",
"=""252.3744""","=""252.3735""","=""0.0005""","=""10""","=""1.27e+06""",C+,"=""0.2743273""","=""5.187054""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.7d""","=""2D""","=""3/2""",4,4,,"=""T7227""","=""L3547""",
"=""256.0918""","=""256.09159""","=""0.00020""","=""1100""","=""1.97e+07""",B,"=""0.0000000""","=""4.841401""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s2.6d""","=""2D""","=""3/2""",2,4,,"=""T7227""","=""L3547""",
"=""260.2534""","=""260.25143""","=""0.00021""","=""200""","=""9.85e+06""",C+,"=""0.2743273""","=""5.038343""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.8s""","=""2S""","=""1/2""",4,2,,"=""T7227""","=""L3547""",
"=""271.1068""","=""271.10718""","=""0.00023""","=""1600""","=""2.72e+07""",B,"=""0.2743273""","=""4.847581""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.6d""","=""2D""","=""5/2""",4,6,,"=""T7227""","=""L3547""",
"=""271.4740""","=""271.47407""","=""0.00023""","=""300""","=""4.63e+06""",C+,"=""0.2743273""","=""4.841401""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.6d""","=""2D""","=""3/2""",4,4,,"=""T7227""","=""L3547""",
"=""275.4692""","=""275.46795""","=""0.00004""","=""700""","=""1.30e+07""",B,"=""0.0000000""","=""4.5008575""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s2.7s""","=""2S""","=""1/2""",2,2,,"=""T7227""","=""L3547""",
"=""277.6175""","=""277.617531""","=""0.000015""","=""40""","=""2.60e+05""",C+,"=""0.0000000""","=""4.46600754""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s.5p2""","=""4P""","=""3/2""",2,4,,"=""T7227""","=""L3547""",
"=""283.7737""","=""283.77357""","=""0.00007""","=""180c""","=""1.45e+05""",C+,"=""0.2743273""","=""4.64345149""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s.5p2""","=""4P""","=""5/2""",4,6,,"=""T7227""","=""L3547""",
"=""285.8970""","=""285.896622""","=""0.000016""","=""30c""","=""6.53e+05""",C+,"=""0.0000000""","=""4.33667937""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s.5p2""","=""4P""","=""1/2""",2,2,,"=""T7227""","=""L3547""",
"=""293.3488""","=""293.34748""","=""0.00008""","=""1100""","=""2.29e+07""",B,"=""0.2743273""","=""4.5008575""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.7s""","=""2S""","=""1/2""",4,2,,"=""T7227""","=""L3547""",
"=""295.7859""","=""295.78640""","=""0.00007""","=""20c""","=""3.43e+05""",C+,"=""0.2743273""","=""4.46600754""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s.5p2""","=""4P""","=""3/2""",4,4,,"=""T7227""","=""L3547""",
"=""304.0230""","=""304.02317""","=""0.00005""","=""8000""","=""1.11e+08""",B+,"=""0.0000000""","=""4.0781168""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s2.5d""","=""2D""","=""3/2""",2,4,,"=""T7227""","=""L4218""",
"=""305.2026""","=""305.20299""","=""0.00008""","=""8c""","=""""",,"=""0.2743273""","=""4.33667937""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s.5p2""","=""4P""","=""1/2""",4,2,,"=""""","=""L3547""",
"=""325.7018""","=""325.70171""","=""0.00010""","=""13000""","=""1.30e+08""",B+,"=""0.2743273""","=""4.0810067""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.5d""","=""2D""","=""5/2""",4,6,,"=""T7227""","=""L4218""",
"=""325.9491""","=""325.94916""","=""0.00010""","=""3000""","=""3.00e+07""",B,"=""0.2743273""","=""4.0781168""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.5d""","=""2D""","=""3/2""",4,4,,"=""T7227""","=""L4218""",
"=""410.2903""","=""410.29080""","=""0.00010""","=""17000""","=""4.96e+07""",B+,"=""0.0000000""","=""3.0218615""","=""5s2.5p""","=""2P*""","=""1/2""","=""5s2.6s""","=""2S""","=""1/2""",2,2,,"=""T7227""","=""L4218""",
"=""451.2564""","=""451.25625""","=""0.00020""","=""18000""","=""8.93e+07""",B+,"=""0.2743273""","=""3.0218615""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.6s""","=""2S""","=""1/2""",4,2,,"=""T7227""","=""L4218""",
"=""487.973""","=""487.975""","=""0.005""","=""3""","=""""",,"=""3.0218615""","=""5.56265""","=""5s2.6s""","=""2S""","=""1/2""","=""5s2.11p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3547""",
"=""525.578""","=""525.581""","=""0.006""","=""30""","=""""",,"=""3.0218615""","=""5.38086""","=""5s2.6s""","=""2S""","=""1/2""","=""5s2.9p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3547""",
"=""526.420""","=""526.423""","=""0.006""","=""12""","=""""",,"=""3.0218615""","=""5.37708""","=""5s2.6s""","=""2S""","=""1/2""","=""5s2.9p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3547""",
"=""571.149""","=""571.152""","=""0.007""","=""50""","=""""",,"=""3.0218615""","=""5.19264""","=""5s2.6s""","=""2S""","=""1/2""","=""5s2.8p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L3547""",
"=""572.927""","=""572.930""","=""0.007""","=""50""","=""""",,"=""3.0218615""","=""5.18590""","=""5s2.6s""","=""2S""","=""1/2""","=""5s2.8p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3547""",
"=""684.9342""","=""684.9342""","=""0.0014""","=""8w""","=""""",,"=""3.0218615""","=""4.832024""","=""5s2.6s""","=""2S""","=""1/2""","=""5s2.7p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L4218""",
"=""690.2040""","=""690.2039""","=""0.0015""","=""4w""","=""""",,"=""3.0218615""","=""4.818203""","=""5s2.6s""","=""2S""","=""1/2""","=""5s2.7p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L4218""",
"=""805.299""","=""805.301""","=""0.006""","=""20w""","=""""",,"=""3.9448030""","=""5.484404""","=""5s2.6p""","=""2P*""","=""1/2""","=""5s2.9d""","=""2D""","=""3/2""",2,4,,"=""""","=""L4218""",
"=""824.092""","=""824.095""","=""0.003""","=""30w""","=""""",,"=""3.9817837""","=""5.486272""","=""5s2.6p""","=""2P*""","=""3/2""","=""5s2.9d""","=""2D""","=""5/2""",4,6,,"=""""","=""L4218""",
"=""831.721""","=""831.720""","=""0.004""","=""15w""","=""""",,"=""4.0810067""","=""5.571702""","=""5s2.5d""","=""2D""","=""5/2""","=""5s2.8f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L4218""",
"=""868.133""","=""868.135""","=""0.003""","=""30""","=""""",,"=""3.9448030""","=""5.372971""","=""5s2.6p""","=""2P*""","=""1/2""","=""5s2.8d""","=""2D""","=""3/2""",2,4,,"=""""","=""L4218""",
"=""868.501""","=""868.5019""","=""0.0023""","=""20""","=""""",,"=""4.0781168""","=""5.505681""","=""5s2.5d""","=""2D""","=""3/2""","=""5s2.7f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L4218""",
"=""870.264""","=""870.2636""","=""0.0023""","=""50""","=""""",,"=""4.0810067""","=""5.505681""","=""5s2.5d""","=""2D""","=""5/2""","=""5s2.7f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L4218""",
"=""889.691""","=""889.693""","=""0.003""","=""40""","=""""",,"=""3.9817837""","=""5.375345""","=""5s2.6p""","=""2P*""","=""3/2""","=""5s2.8d""","=""2D""","=""5/2""",4,6,,"=""""","=""L4218""",
"=""917.260""","=""917.260""","=""0.008""","=""10""","=""""",,"=""3.9448030""","=""5.296483""","=""5s2.6p""","=""2P*""","=""1/2""","=""5s2.9s""","=""2S""","=""1/2""",2,2,,"=""""","=""L4218""",
"=""935.240""","=""935.241""","=""0.003""","=""40w""","=""""",,"=""4.0781168""","=""5.403809""","=""5s2.5d""","=""2D""","=""3/2""","=""5s2.6f""","=""2F*""","=""5/2,7/2""",4,14,,"=""""","=""L4218""",
"=""937.284""","=""937.284""","=""0.003""","=""60w""","=""""",,"=""4.0810067""","=""5.403809""","=""5s2.5d""","=""2D""","=""5/2""","=""5s2.6f""","=""2F*""","=""5/2,7/2""",6,14,,"=""""","=""L4218""",
"=""943.058""","=""943.061""","=""0.009""","=""20""","=""""",,"=""3.9817837""","=""5.296483""","=""5s2.6p""","=""2P*""","=""3/2""","=""5s2.9s""","=""2S""","=""1/2""",4,2,,"=""""","=""L4218""",
"=""998.060""","=""998.061""","=""0.008""","=""100""","=""""",,"=""3.9448030""","=""5.187054""","=""5s2.6p""","=""2P*""","=""1/2""","=""5s2.7d""","=""2D""","=""3/2""",2,4,,"=""""","=""L4218""",
"=""1025.984""","=""1025.987""","=""0.008""","=""200""","=""""",,"=""3.9817837""","=""5.190222""","=""5s2.6p""","=""2P*""","=""3/2""","=""5s2.7d""","=""2D""","=""5/2""",4,6,,"=""""","=""L4218""",
"=""1072.036""","=""1072.039""","=""0.005""","=""60w""","=""""",,"=""4.0781168""","=""5.234644""","=""5s2.5d""","=""2D""","=""3/2""","=""5s2.5f""","=""2F*""","=""5/2,7/2""",4,14,,"=""""","=""L4218""",
"=""1074.725""","=""1074.724""","=""0.005""","=""100w""","=""""",,"=""4.0810067""","=""5.234644""","=""5s2.5d""","=""2D""","=""5/2""","=""5s2.5f""","=""2F*""","=""5/2,7/2""",6,14,,"=""""","=""L4218""",
"=""1133.782""","=""1133.787""","=""0.004""","=""20""","=""""",,"=""3.9448030""","=""5.038343""","=""5s2.6p""","=""2P*""","=""1/2""","=""5s2.8s""","=""2S""","=""1/2""",2,2,,"=""""","=""L4218""",
"=""1173.469""","=""1173.471""","=""0.004""","=""20""","=""""",,"=""3.9817837""","=""5.038343""","=""5s2.6p""","=""2P*""","=""3/2""","=""5s2.8s""","=""2S""","=""1/2""",4,2,,"=""""","=""L4218""",
"=""1291.612""","=""1291.6069""","=""0.0013""","=""10""","=""""",,"=""3.0218615""","=""3.9817837""","=""5s2.6s""","=""2S""","=""1/2""","=""5s2.6p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L4218""",
"=""1343.363""","=""1343.3593""","=""0.0014""","=""9""","=""""",,"=""3.0218615""","=""3.9448030""","=""5s2.6s""","=""2S""","=""1/2""","=""5s2.6p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L4218""",
"=""1382.826""","=""1382.830""","=""0.006""","=""5""","=""""",,"=""3.9448030""","=""4.841401""","=""5s2.6p""","=""2P*""","=""1/2""","=""5s2.6d""","=""2D""","=""3/2""",2,4,,"=""""","=""L4218""",
"=""1432.016""","=""1432.023""","=""0.006""","=""6""","=""""",,"=""3.9817837""","=""4.847581""","=""5s2.6p""","=""2P*""","=""3/2""","=""5s2.6d""","=""2D""","=""5/2""",4,6,,"=""""","=""L4218""",
"=""1442.314""","=""1442.319""","=""0.006""","=""3""","=""""",,"=""3.9817837""","=""4.841401""","=""5s2.6p""","=""2P*""","=""3/2""","=""5s2.6d""","=""2D""","=""3/2""",4,4,,"=""""","=""L4218""",
"=""1467.267""","=""1467.274""","=""0.007""","=""6""","=""""",,"=""4.0781168""","=""4.923114""","=""5s2.5d""","=""2D""","=""3/2""","=""5s2.4f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L4218""",
"=""1472.310""","=""1472.309""","=""0.007""","=""7*""","=""""",,"=""4.0810067""","=""4.923114""","=""5s2.5d""","=""2D""","=""5/2""","=""5s2.4f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L4218""",
"=""1472.310""","=""1472.309""","=""0.007""","=""7*""","=""""",,"=""4.0810067""","=""4.923114""","=""5s2.5d""","=""2D""","=""5/2""","=""5s2.4f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L4218""",
"=""1650.882""","=""1650.884""","=""0.008""","=""2""","=""""",,"=""4.0810067""","=""4.832024""","=""5s2.5d""","=""2D""","=""5/2""","=""5s2.7p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L4218""",
"=""2229.714""","=""2229.713""","=""0.004""","=""6""","=""""",,"=""3.9448030""","=""4.5008575""","=""5s2.6p""","=""2P*""","=""1/2""","=""5s2.7s""","=""2S""","=""1/2""",2,2,,"=""""","=""L4218""",
"=""2388.565""","=""2388.566""","=""0.004""","=""7""","=""""",,"=""3.9817837""","=""4.5008575""","=""5s2.6p""","=""2P*""","=""3/2""","=""5s2.7s""","=""2S""","=""1/2""",4,2,,"=""""","=""L4218""",
