obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""75.0680""","=""0.0010""","=""75.0680""","=""0.0010""","=""1""","=""""",,"=""0.0053825826""","=""16.52164""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).14p""","=""3D*""","=""3""",5,7,,"=""""","=""L5263""",
"=""75.1240""","=""0.0010""","=""75.1240""","=""0.0010""","=""1""","=""""",,"=""0.0053825826""","=""16.50933""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).13p""","=""3D*""","=""3""",5,7,,"=""""","=""L5263""",
"=""75.1420""","=""0.0010""","=""75.1420""","=""0.0010""","=""1""","=""""",,"=""0.0020354130""","=""16.50202""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).13p""","=""3D*""","=""1""",3,3,,"=""""","=""L5263""",
"=""75.1990""","=""0.0010""","=""75.1990""","=""0.0010""","=""1""","=""""",,"=""0.0053825826""","=""16.49286""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).12p""","=""3D*""","=""3""",5,7,,"=""""","=""L5263""",
"=""75.2130""","=""0.0010""","=""75.2130""","=""0.0010""","=""1""","=""""",,"=""0.0020354130""","=""16.48645""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).12p""","=""3D*""","=""1""",3,3,,"=""""","=""L5263""",
"=""75.2930""","=""0.0010""","=""75.2930""","=""0.0010""","=""1""","=""""",,"=""0.0053825826""","=""16.47228""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).11p""","=""3D*""","=""3""",5,7,,"=""""","=""L5263""",
"=""75.3080""","=""0.0010""","=""75.3080""","=""0.0010""","=""1""","=""""",,"=""0.0020354130""","=""16.46565""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).11p""","=""3D*""","=""1""",3,3,,"=""""","=""L5263""",
"=""75.4210""","=""0.0010""","=""75.4210""","=""0.0010""","=""2""","=""""",,"=""0.0053825826""","=""16.44433""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).10p""","=""3D*""","=""3""",5,7,,"=""""","=""L5263""",
"=""75.4390""","=""0.0010""","=""75.4390""","=""0.0010""","=""1""","=""""",,"=""0.0020354130""","=""16.43706""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).10p""","=""3D*""","=""1""",3,3,,"=""""","=""L5263""",
"=""75.5960""","=""0.0010""","=""75.5960""","=""0.0010""","=""3""","=""""",,"=""0.0053825826""","=""16.40627""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).9p""","=""3D*""","=""3""",5,7,,"=""""","=""L5263""",
"=""75.6170""","=""0.0010""","=""75.6163""","=""0.0007""","=""2""","=""""",,"=""0.0020354130""","=""16.39853""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).9p""","=""3D*""","=""1""",3,3,,"=""""","=""L5263""",
"=""75.6310""","=""0.0010""","=""75.6317""","=""0.0007""","=""1""","=""""",,"=""0.0053825826""","=""16.39853""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).9p""","=""3D*""","=""1""",5,3,,"=""""","=""L5263""",
"=""75.8510""","=""0.0010""","=""75.8510""","=""0.0010""","=""4""","=""""",,"=""0.0053825826""","=""16.35114""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).8p""","=""3D*""","=""3""",5,7,,"=""""","=""L5263""",
"=""75.8640""","=""0.0010""","=""75.8622""","=""0.0007""","=""3""","=""""",,"=""0.0020354130""","=""16.3454""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).8p""","=""3D*""","=""1""",3,3,,"=""""","=""L5263""",
"=""75.8760""","=""0.0010""","=""75.8778""","=""0.0007""","=""2""","=""""",,"=""0.0053825826""","=""16.3454""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).8p""","=""3D*""","=""1""",5,3,,"=""""","=""L5263""",
"=""76.2350""","=""0.0010""","=""76.2350""","=""0.0010""","=""4""","=""""",,"=""0.0053825826""","=""16.26881""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).7p""","=""3D*""","=""3""",5,7,,"=""""","=""L5263""",
"=""76.2520""","=""0.0010""","=""76.2526""","=""0.0007""","=""3""","=""""",,"=""0.0020354130""","=""16.26169""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).7p""","=""3D*""","=""1""",3,3,,"=""""","=""L5263""",
"=""76.2690""","=""0.0010""","=""76.2684""","=""0.0007""","=""3""","=""""",,"=""0.0053825826""","=""16.26169""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).7p""","=""3D*""","=""1""",5,3,,"=""""","=""L5263""",
"=""76.8570""","=""0.0010""","=""76.8570""","=""0.0010""","=""4""","=""""",,"=""0.0053825826""","=""16.13719""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).6p""","=""3D*""","=""3""",5,7,,"=""""","=""L5263""",
"=""76.8930""","=""0.0010""","=""76.8925""","=""0.0007""","=""4""","=""""",,"=""0.0020354130""","=""16.12639""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).6p""","=""3D*""","=""1""",3,3,,"=""""","=""L5263""",
