State,Lifetime /s,Energy /eV
S+ 4So;v=3s2.3p3,,0.0
S+ 2Do;v=3s2.3p3,1461.99,1.84148242006613
S+ 2Po;v=3s2.3p3,3.47583,3.04061752624995
S+ 4P;v=3s.3p4,1.94932e-08,9.91387016426288
S+ 2D;v=3s.3p4,1.51439e-08,12.1366199959582
S+ 2P;v=3s2.3p2(3P)3d,1.90078e-08,13.1474770417557
S+ 4P;v=3s2.3p2(3P)4s,9.52381e-10,13.5835194086586
S+ 4F;v=3s2.3p2(3P)3d,2.50627,13.6598919130692
S+ 2P;v=3s2.3p2(3P)4s,4.69704e-10,14.0022043881955
S+ 4D;v=3s2.3p2(3P)3d,0.227946,14.1539575463101
S+ 2F;v=3s2.3p2(3P)3d,2.52972e-08,14.2335535655173
S+ 2S;v=3s.3p4,5.70776e-09,14.8509806303955
S+ 2D;v=3s2.3p2(1D)4s,6.97788e-10,15.0673280657795
S+ 2So;v=3s2.3p2(3P)4p,1.47582e-08,15.5577982402089
S+ 2G;v=3s2.3p2(1D)3d,0.585394,15.761375597745
S+ 4Do;v=3s2.3p2(3P)4p,8.46151e-09,15.8479145718986
S+ 4Po;v=3s2.3p2(3P)4p,7.1147e-09,16.0912899390384
S+ 2Do;v=3s2.3p2(3P)4p,1.12039e-08,16.197046020633
S+ 4P;v=3s2.3p2(3P)3d,1.04167e-10,16.2352322728383
S+ 4So;v=3s2.3p2(3P)4p,5.13822e-09,16.2451507799046
S+ 2Po;v=3s2.3p2(3P)4p,7.98309e-09,16.5228689777615
S+ 2D;v=3s2.3p2(3P)3d,4.05344e-10,16.5342752608877
S+ 2S;v=3s2.3p2(1S)4s,3.35569e-10,16.9022518730481
S+ 2F;v=3s2.3p2(1D)3d,1.17903e-10,17.1725311906052
S+ 2P;v=3s2.3p2(1D)3d,2.10641e-10,17.3381702586127
S+ 2Fo;v=3s2.3p2(1D)4p,8.84182e-09,17.3859030738693
S+ 2Do;v=3s2.3p2(1D)4p,6.70252e-09,17.4503733698004
S+ 2Po;v=3s2.3p2(1D)4p,5.8225e-09,17.7899582554834
S+ 2D;v=3s2.3p2(1D)3d,1.74116e-10,17.8709180694122
S+ 2P;v=3s.3p4,1.65371e-10,18.0861496727513
S+ 2D;v=3s2.3p2(1S)3d,1.35975e-10,18.4609452585197
S+ 4P;v=3s2.3p2(3P)5s,5.40249e-09,18.6293119159704
S+ 2P;v=3s2.3p2(3P)5s,6.66667e-09,18.7687909215905
S+ 4F;v=3s2.3p2(3P)4d,4.15455e-09,18.840204172468
S+ 4D;v=3s2.3p2(3P)4d,4.34783e-09,18.9882378904327
S+ 4P;v=3s2.3p2(3P)4d,4.6729e-09,19.3562145025931
S+ 2F;v=3s2.3p2(3P)4d,4.78469e-09,19.3594380173896
S+ 2Po;v=3s2.3p2(1S)4p,1.23274e-08,19.3617936628179
S+ 4Do;v=3s2.3p2(3P)5p,4.83536e-08,19.44399329013
S+ 4Po;v=3s2.3p2(3P)5p,4.6032e-08,19.5490054836946
S+ 4So;v=3s2.3p2(3P)5p,4.13625e-08,19.603805235236
S+ 2Do;v=3s2.3p2(3P)5p,6.25821e-08,19.6158314250539
S+ 2P;v=3s2.3p2(3P)4d,2.5974e-08,19.6917080041112
S+ 2D;v=3s2.3p2(3P)4d,2.88575e-05,19.774527538115
S+ 2D;v=3s2.3p2(1D)5s,5.52425e-09,20.0524936986485
S+ 2G;v=3s2.3p2(1D)4d,2.66809e-09,20.3553801081861
S+ 2F;v=3s2.3p2(1D)4d,4.80169e-09,20.3617031564409
S+ 2P;v=3s2.3p2(1D)4d,9.42507e-09,20.5997473260325
S+ 4F;v=3s2.3p2(3P)5d,2.04553e-08,20.6541751335589
S+ 4D;v=3s2.3p2(3P)5d,2.03542e-08,20.7364987422093
S+ 2D;v=3s2.3p2(1D)4d,7.44214e-09,20.7634026926267
S+ 4P;v=3s2.3p2(3P)5d,5.14867e-08,20.8837885721441
S+ 2Fo;v=3s2.3p2(1D)5p,2.20702e-08,20.8896156950456
S+ 2F;v=3s2.3p2(3P)5d,3.25799e-08,20.9880568776788
S+ 2G;v=3s2.3p2(1D)5d,2.23964e-08,22.0901269940849
