Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
S+ 2Do;v=3s2.3p3,S+ 4So;v=3s2.3p3,1462.0,-1.84148242006613
S+ 2Po;v=3s2.3p3,S+ 2Do;v=3s2.3p3,4.7506,-1.19913510618382
S+ 2Po;v=3s2.3p3,S+ 4So;v=3s2.3p3,12.953,-3.04061752624995
S+ 4P;v=3s.3p4,S+ 4So;v=3s2.3p3,1.9493e-08,-9.91387016426288
S+ 2D;v=3s.3p4,S+ 2Do;v=3s2.3p3,1.5652e-08,-10.29513757589207
S+ 2D;v=3s.3p4,S+ 2Po;v=3s2.3p3,4.6661e-07,-9.096002469708251
S+ 2P;v=3s2.3p2(3P)3d,S+ 2Do;v=3s2.3p3,2.381e-08,-11.30599462168957
S+ 2P;v=3s2.3p2(3P)3d,S+ 2Po;v=3s2.3p3,9.4251e-08,-10.10685951550575
S+ 4P;v=3s2.3p2(3P)4s,S+ 4So;v=3s2.3p3,9.5238e-10,-13.5835194086586
S+ 4F;v=3s2.3p2(3P)3d,S+ 4P;v=3s.3p4,2.5063,-3.7460217488063208
S+ 2P;v=3s2.3p2(3P)4s,S+ 2Do;v=3s2.3p3,6.0241e-10,-12.16072196812937
S+ 2P;v=3s2.3p2(3P)4s,S+ 2Po;v=3s2.3p3,2.1322e-09,-10.96158686194555
S+ 4D;v=3s2.3p2(3P)3d,S+ 4P;v=3s.3p4,0.22795,-4.24008738204722
S+ 2F;v=3s2.3p2(3P)3d,S+ 2Do;v=3s2.3p3,2.5297e-08,-12.392071145451169
S+ 2S;v=3s.3p4,S+ 2Po;v=3s2.3p3,5.7078e-09,-11.81036310414555
S+ 2D;v=3s2.3p2(1D)4s,S+ 2Do;v=3s2.3p3,8.1208e-10,-13.22584564571337
S+ 2D;v=3s2.3p2(1D)4s,S+ 2Po;v=3s2.3p3,4.9579e-09,-12.026710539529551
S+ 2So;v=3s2.3p2(3P)4p,S+ 2P;v=3s2.3p2(3P)3d,2.4331e-08,-2.4103211984532003
S+ 2So;v=3s2.3p2(3P)4p,S+ 2P;v=3s2.3p2(3P)4s,3.8168e-08,-1.5555938520134003
S+ 2So;v=3s2.3p2(3P)4p,S+ 4P;v=3s2.3p2(3P)4s,2.2472e-06,-1.9742788315503006
S+ 2So;v=3s2.3p2(3P)4p,S+ 2Do;v=3s2.3p3,7.2727e-05,-13.71631582014277
S+ 2G;v=3s2.3p2(1D)3d,S+ 2D;v=3s.3p4,0.62014,-3.6247556017867986
S+ 2G;v=3s2.3p2(1D)3d,S+ 2F;v=3s2.3p2(3P)3d,23.459,-1.5278220322277
S+ 2G;v=3s2.3p2(1D)3d,S+ 2D;v=3s2.3p2(1D)4s,44.178,-0.6940475319654986
S+ 2G;v=3s2.3p2(1D)3d,S+ 4F;v=3s2.3p2(3P)3d,45.59,-2.1014836846757987
S+ 2G;v=3s2.3p2(1D)3d,S+ 4P;v=3s.3p4,117.6,-5.8475054334821195
S+ 4Do;v=3s2.3p2(3P)4p,S+ 4P;v=3s2.3p2(3P)4s,1.3089e-08,-2.2643951632400015
S+ 4Do;v=3s2.3p2(3P)4p,S+ 4F;v=3s2.3p2(3P)3d,2.5707e-08,-2.1880226588294
S+ 4Do;v=3s2.3p2(3P)4p,S+ 4D;v=3s2.3p2(3P)3d,3.5088e-07,-1.6939570255885013
S+ 4Do;v=3s2.3p2(3P)4p,S+ 2F;v=3s2.3p2(3P)3d,4.2919e-05,-1.6143610063813014
S+ 4Do;v=3s2.3p2(3P)4p,S+ 4So;v=3s2.3p3,0.00011198,-15.8479145718986
S+ 4Po;v=3s2.3p2(3P)4p,S+ 4P;v=3s2.3p2(3P)4s,1.1123e-08,-2.5077705303798012
S+ 4Po;v=3s2.3p2(3P)4p,S+ 4D;v=3s2.3p2(3P)3d,3.891e-08,-1.937332392728301
S+ 4Po;v=3s2.3p2(3P)4p,S+ 4P;v=3s.3p4,4.0833e-08,-6.177419774775521
S+ 4Po;v=3s2.3p2(3P)4p,S+ 2P;v=3s2.3p2(3P)4s,2.71e-06,-2.089085550842901
S+ 4Po;v=3s2.3p2(3P)4p,S+ 2F;v=3s2.3p2(3P)3d,1.056e-05,-1.8577363735211012
S+ 2Do;v=3s2.3p2(3P)4p,S+ 2P;v=3s2.3p2(3P)4s,1.5323e-08,-2.1948416324375
S+ 2Do;v=3s2.3p2(3P)4p,S+ 2F;v=3s2.3p2(3P)3d,4.8364e-08,-1.9634924551157003
S+ 2Do;v=3s2.3p2(3P)4p,S+ 4P;v=3s2.3p2(3P)4s,8.8758e-07,-2.6135266119744003
S+ 2Do;v=3s2.3p2(3P)4p,S+ 2D;v=3s2.3p2(1D)4s,9.0683e-07,-1.1297179548534988
S+ 2Do;v=3s2.3p2(3P)4p,S+ 2P;v=3s2.3p2(3P)3d,9.2037e-07,-3.0495689788773
S+ 4P;v=3s2.3p2(3P)3d,S+ 4So;v=3s2.3p3,1.0417e-10,-16.2352322728383
S+ 4P;v=3s2.3p2(3P)3d,S+ 4Po;v=3s2.3p2(3P)4p,0.00020367,-0.14394233379989885
S+ 4P;v=3s2.3p2(3P)3d,S+ 2So;v=3s2.3p2(3P)4p,0.0018484,-0.6774340326293995
S+ 4P;v=3s2.3p2(3P)3d,S+ 4Do;v=3s2.3p2(3P)4p,0.0024239,-0.38731770093969864
S+ 4So;v=3s2.3p2(3P)4p,S+ 4P;v=3s2.3p2(3P)4s,7.8309e-09,-2.661631371245999
S+ 4So;v=3s2.3p2(3P)4p,S+ 4P;v=3s.3p4,1.4993e-08,-6.3312806156417185
S+ 4So;v=3s2.3p2(3P)4p,S+ 2F;v=3s2.3p2(3P)3d,8.6207e-06,-2.011597214387299
S+ 4So;v=3s2.3p2(3P)4p,S+ 2P;v=3s2.3p2(3P)4s,9.6618e-06,-2.242946391709099
S+ 4So;v=3s2.3p2(3P)4p,S+ 4P;v=3s2.3p2(3P)3d,0.0024201,-0.009918507066299043
S+ 2Po;v=3s2.3p2(3P)4p,S+ 2P;v=3s2.3p2(3P)4s,1.121e-08,-2.5206645895660014
S+ 2Po;v=3s2.3p2(3P)4p,S+ 2P;v=3s2.3p2(3P)3d,3.8697e-08,-3.3753919360058013
S+ 2Po;v=3s2.3p2(3P)4p,S+ 2D;v=3s.3p4,1.2483e-07,-4.3862489818033
S+ 2Po;v=3s2.3p2(3P)4p,S+ 2D;v=3s2.3p2(1D)4s,4.7615e-07,-1.4555409119820002
S+ 2Po;v=3s2.3p2(3P)4p,S+ 2S;v=3s.3p4,9.523e-06,-1.6718883473660018
S+ 2D;v=3s2.3p2(3P)3d,S+ 2Po;v=3s2.3p3,7.9051e-10,-13.49365773463775
S+ 2D;v=3s2.3p2(3P)3d,S+ 2Do;v=3s2.3p3,8.3195e-10,-14.69279284082157
S+ 2D;v=3s2.3p2(3P)3d,S+ 2Do;v=3s2.3p2(3P)4p,2.6281e-05,-0.33722924025470036
S+ 2D;v=3s2.3p2(3P)3d,S+ 4Do;v=3s2.3p2(3P)4p,0.00060761,-0.6863606889890992
S+ 2D;v=3s2.3p2(3P)3d,S+ 4Po;v=3s2.3p2(3P)4p,0.001222,-0.4429853218492994
S+ 2S;v=3s2.3p2(1S)4s,S+ 2Po;v=3s2.3p3,3.3557e-10,-13.861634346798152
S+ 2S;v=3s2.3p2(1S)4s,S+ 2Po;v=3s2.3p2(3P)4p,6.5574e-05,-0.3793828952866001
S+ 2F;v=3s2.3p2(1D)3d,S+ 2Do;v=3s2.3p3,1.1794e-10,-15.331048770539068
S+ 2F;v=3s2.3p2(1D)3d,S+ 2Do;v=3s2.3p2(3P)4p,3.9589e-07,-0.9754851699721989
S+ 2F;v=3s2.3p2(1D)3d,S+ 4Po;v=3s2.3p2(3P)4p,2.6918e-05,-1.081241251566798
S+ 2F;v=3s2.3p2(1D)3d,S+ 4Do;v=3s2.3p2(3P)4p,0.00012862,-1.3246166187065977
S+ 2F;v=3s2.3p2(1D)3d,S+ 4So;v=3s2.3p2(3P)4p,0.00031949,-0.9273804107006001
S+ 2P;v=3s2.3p2(1D)3d,S+ 2Do;v=3s2.3p3,3.8168e-10,-15.496687838546569
S+ 2P;v=3s2.3p2(1D)3d,S+ 2Po;v=3s2.3p3,4.7059e-10,-14.29755273236275
S+ 2P;v=3s2.3p2(1D)3d,S+ 2So;v=3s2.3p2(3P)4p,4.5872e-07,-1.7803720184037992
S+ 2P;v=3s2.3p2(1D)3d,S+ 2Do;v=3s2.3p2(3P)4p,4.8077e-06,-1.1411242379796995
S+ 2P;v=3s2.3p2(1D)3d,S+ 2Po;v=3s2.3p2(3P)4p,5.5036e-05,-0.8153012808511981
S+ 2Fo;v=3s2.3p2(1D)4p,S+ 2D;v=3s2.3p2(1D)4s,1.2768e-08,-2.3185750080898
S+ 2Fo;v=3s2.3p2(1D)4p,S+ 2G;v=3s2.3p2(1D)3d,5.7122e-08,-1.6245274761243014
S+ 2Fo;v=3s2.3p2(1D)4p,S+ 2F;v=3s2.3p2(3P)3d,8.2888e-08,-3.1523495083520015
S+ 2Fo;v=3s2.3p2(1D)4p,S+ 2D;v=3s.3p4,2.1595e-07,-5.2492830779111
S+ 2Fo;v=3s2.3p2(1D)4p,S+ 4D;v=3s2.3p2(3P)3d,1.7291e-06,-3.2319455275592013
S+ 2Do;v=3s2.3p2(1D)4p,S+ 2D;v=3s2.3p2(1D)4s,1.1381e-08,-2.3830453040208983
S+ 2Do;v=3s2.3p2(1D)4p,S+ 2D;v=3s.3p4,3.8992e-08,-5.313753373842198
S+ 2Do;v=3s2.3p2(1D)4p,S+ 2P;v=3s2.3p2(3P)4s,4.389e-08,-3.4481689816048995
S+ 2Do;v=3s2.3p2(1D)4p,S+ 2F;v=3s2.3p2(3P)3d,1.0277e-07,-3.2168198042830998
S+ 2Do;v=3s2.3p2(1D)4p,S+ 2P;v=3s2.3p2(3P)3d,3.1505e-07,-4.3028963280446995
S+ 2Po;v=3s2.3p2(1D)4p,S+ 2D;v=3s2.3p2(1D)4s,9.8948e-09,-2.7226301897038976
S+ 2Po;v=3s2.3p2(1D)4p,S+ 2D;v=3s.3p4,2.5371e-08,-5.6533382595251975
S+ 2Po;v=3s2.3p2(1D)4p,S+ 2P;v=3s2.3p2(3P)4s,4.336e-08,-3.7877538672878988
