State,Lifetime /s,Energy /eV
B+ 1S;v=1s2.2s2,,0.0
B+ 3Po;v=1s2.2s.2p,0.0961538,4.62967394147833
B+ 1Po;v=1s2.2s.2p,8.33333e-10,9.09979629866113
B+ 3P;v=1s2.2p2,1.15607e-09,12.2631677479906
B+ 1D;v=1s2.2p2,1.84457e-08,12.6911017353668
B+ 1S;v=1s2.2p2,7.5188e-10,15.8275816324127
B+ 3S;v=1s2.2s.3s,9.13242e-10,16.0895542003018
B+ 1S;v=1s2.2s.3s,6.32878e-07,17.0625597435074
B+ 3Po;v=1s2.2s.3p,2.49827e-08,17.8520729059862
B+ 1Po;v=1s2.2s.3p,1.69059e-09,17.8660827972174
B+ 3D;v=1s2.2s.3d,4.0772e-10,18.677788619257
B+ 1D;v=1s2.2s.3d,7.24213e-10,19.1781773007527
B+ 3S;v=1s2.2s.4s,1.82949e-09,20.62367572433
B+ 1S;v=1s2.2s.4s,5.05306e-09,20.820806052273
B+ 1Po;v=1s2.2s.4p,1.75531e-09,21.1501004868747
B+ 3Po;v=1s2.2s.4p,2.35239e-08,21.2685026649789
B+ 3D;v=1s2.2s.4d,9.42281e-10,21.5818035069361
B+ 3Fo;v=1s2.2s.4f,4.23622e-09,21.6847080177492
B+ 1Fo;v=1s2.2s.4f,3.38983e-09,21.6870636631774
B+ 1D;v=1s2.2s.4d,1.40138e-09,21.764551999633
B+ 3Po;v=1s2.2p.3s,1.04536e-09,22.5207141821013
B+ 1Po;v=1s2.2p.3s,1.94265e-09,23.1386371723328
B+ 1P;v=1s2.2p.3p,1.33091e-09,23.4483425554786
B+ 3D;v=1s2.2p.3p,4.45126e-09,23.6847749676719
B+ 3S;v=1s2.2p.3p,3.15566e-09,23.9564180799506
B+ 3P;v=1s2.2p.3p,2.36172e-09,24.2509977398202
B+ 1D;v=1s2.2p.3p,3.63614e-09,24.4218440240375
B+ 1Do;v=1s2.2p.3d,6.67059e-10,24.5135902144009
B+ 3Do;v=1s2.2p.3d,3.47536e-10,24.8555307455122
B+ 1D;v=1s2.2s.5d,,22.9766158798
B+ 1Po;v=1s2.2s.5p,,22.5355547483
B+ 3Po;v=1s2.2s.5p,,22.7653058062
B+ 3Fo;v=1s2.2s.5f,,22.9252380132
