obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""5.738""","=""0.003""","=""5.738""","=""0.003""","=""3a""","=""""",,"=""0.000000""","=""216.09""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.6p""","=""1P*""","=""1""",1,3,,"=""""","=""L12120""",
"=""5.759""","=""0.003""","=""5.759""","=""0.003""","=""7a""","=""""",,"=""0.000000""","=""215.29""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.5p""","=""1P*""","=""1""",1,3,,"=""""","=""L12120""",
"=""5.801""","=""0.003""","=""5.801""","=""0.003""","=""10a""","=""""",,"=""0.000000""","=""213.73""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.4p""","=""1P*""","=""1""",1,3,,"=""""","=""L12120""",
"=""5.901""","=""0.003""","=""5.901""","=""0.003""","=""30a""","=""""",,"=""0.000000""","=""210.11""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.3p""","=""1P*""","=""1""",1,3,,"=""""","=""L12120""",
"=""6.379""","=""0.003""","=""6.379""","=""0.003""","=""80a""","=""""",,"=""0.000000""","=""194.36""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.2p""","=""1P*""","=""1""",1,3,,"=""""","=""L12120""",
"=""40.5091""","=""0.0010""","=""40.5091""","=""0.0010""","=""10a*""","=""""",,"=""0.000000""","=""30.6065""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.10d""","=""1P*""","=""1""",1,3,,"=""""","=""L12120""",
"=""40.573""","=""0.010""","=""40.573""","=""0.010""","=""1a*""","=""""",,"=""0.000000""","=""30.558""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.10s""","=""1P*""","=""1""",1,3,,"=""""","=""L12120""",
"=""40.67""","=""0.09""","=""40.67""","=""0.08""","=""30a*""","=""""",,"=""0.000000""","=""30.49""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.9d""","=""1P*""","=""1""",1,3,,"=""""","=""L12120""",
"=""40.778""","=""0.010""","=""40.778""","=""0.010""","=""7a*""","=""""",,"=""0.000000""","=""30.405""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.9s""","=""1P*""","=""1""",1,3,,"=""""","=""L12120""",
"=""40.898""","=""0.002""","=""40.8980""","=""0.0020""","=""22a*""","=""""",,"=""0.000000""","=""30.3155""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.8d""","=""1P*""","=""1""",1,3,,"=""""","=""L12120""",
"=""41.054""","=""0.003""","=""41.054""","=""0.003""","=""6a*""","=""""",,"=""0.000000""","=""30.2003""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.8s""","=""1P*""","=""1""",1,3,,"=""""","=""L12120""",
"=""41.247""","=""0.002""","=""41.2470""","=""0.0020""","=""53a*""","=""""",,"=""0.000000""","=""30.0590""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.7d""","=""1P*""","=""1""",1,3,,"=""""","=""L12120""",
