Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
B+ 3Po;v=1s2.2s.2p,B+ 1S;v=1s2.2s2,0.096154,-4.62967394147833
B+ 1Po;v=1s2.2s.2p,B+ 1S;v=1s2.2s2,8.3333e-10,-9.09979629866113
B+ 1Po;v=1s2.2s.2p,B+ 3Po;v=1s2.2s.2p,3317.7,-4.470122357182799
B+ 3P;v=1s2.2p2,B+ 3Po;v=1s2.2s.2p,1.1561e-09,-7.63349380651227
B+ 3P;v=1s2.2p2,B+ 1Po;v=1s2.2s.2p,0.02457,-3.163371449329471
B+ 3P;v=1s2.2p2,B+ 1S;v=1s2.2s2,11765.0,-12.2631677479906
B+ 1D;v=1s2.2p2,B+ 1Po;v=1s2.2s.2p,1.845e-08,-3.591305436705671
B+ 1D;v=1s2.2p2,B+ 3Po;v=1s2.2s.2p,8.8183e-05,-8.06142779388847
B+ 1D;v=1s2.2p2,B+ 1S;v=1s2.2s2,0.00054645,-12.6911017353668
B+ 1D;v=1s2.2p2,B+ 3P;v=1s2.2p2,51906.0,-0.4279339873761998
B+ 1S;v=1s2.2p2,B+ 1Po;v=1s2.2s.2p,7.5188e-10,-6.727785333751571
B+ 1S;v=1s2.2p2,B+ 3Po;v=1s2.2s.2p,0.0041146,-11.19790769093437
B+ 1S;v=1s2.2p2,B+ 1D;v=1s2.2p2,0.03876,-3.1364798970459002
B+ 1S;v=1s2.2p2,B+ 3P;v=1s2.2p2,1293.7,-3.5644138844221
B+ 3S;v=1s2.2s.3s,B+ 3Po;v=1s2.2s.2p,9.1324e-10,-11.459880258823471
B+ 3S;v=1s2.2s.3s,B+ 1Po;v=1s2.2s.2p,0.028571,-6.989757901640672
B+ 1S;v=1s2.2s.3s,B+ 1Po;v=1s2.2s.2p,6.3291e-07,-7.962763444846271
B+ 1S;v=1s2.2s.3s,B+ 3Po;v=1s2.2s.2p,0.012121,-12.43288580202907
B+ 3Po;v=1s2.2s.3p,B+ 3S;v=1s2.2s.3s,2.5188e-08,-1.7625187056843998
B+ 3Po;v=1s2.2s.3p,B+ 1S;v=1s2.2s2,4.2734e-06,-17.8520729059862
B+ 3Po;v=1s2.2s.3p,B+ 3P;v=1s2.2p2,1.8518e-05,-5.588905157995601
B+ 3Po;v=1s2.2s.3p,B+ 1D;v=1s2.2p2,3.012e-05,-5.160971170619401
B+ 3Po;v=1s2.2s.3p,B+ 1S;v=1s2.2p2,0.00018691,-2.024491273573501
B+ 1Po;v=1s2.2s.3p,B+ 1S;v=1s2.2s2,1.996e-09,-17.8660827972174
B+ 1Po;v=1s2.2s.3p,B+ 1D;v=1s2.2p2,1.3227e-08,-5.174981061850598
B+ 1Po;v=1s2.2s.3p,B+ 1S;v=1s2.2p2,8.2644e-08,-2.038501164804698
B+ 1Po;v=1s2.2s.3p,B+ 1S;v=1s2.2s.3s,3.5842e-07,-0.8035230537099984
B+ 1Po;v=1s2.2s.3p,B+ 3S;v=1s2.2s.3s,5.4945e-05,-1.7765285969155968
B+ 3D;v=1s2.2s.3d,B+ 3Po;v=1s2.2s.2p,4.0851e-10,-14.04811467777867
B+ 3D;v=1s2.2s.3d,B+ 3Po;v=1s2.2s.3p,2.1e-07,-0.8257157132707995
B+ 3D;v=1s2.2s.3d,B+ 1Po;v=1s2.2s.3p,0.0011806,-0.8117058220396025
B+ 3D;v=1s2.2s.3d,B+ 1Po;v=1s2.2s.2p,0.0123,-9.577992320595872
B+ 1D;v=1s2.2s.3d,B+ 1Po;v=1s2.2s.2p,7.3529e-10,-10.078381002091572
B+ 1D;v=1s2.2s.3d,B+ 1Po;v=1s2.2s.3p,4.8077e-08,-1.3120945035353024
B+ 1D;v=1s2.2s.3d,B+ 3Po;v=1s2.2s.3p,0.0001056,-1.3261043947664994
B+ 1D;v=1s2.2s.3d,B+ 3Po;v=1s2.2s.2p,0.023765,-14.54850335927437
B+ 3S;v=1s2.2s.4s,B+ 3Po;v=1s2.2s.2p,2.6069e-09,-15.994001782851669
B+ 3S;v=1s2.2s.4s,B+ 3Po;v=1s2.2s.3p,6.135e-09,-2.7716028183437977
B+ 1S;v=1s2.2s.4s,B+ 1Po;v=1s2.2s.3p,7.4627e-09,-2.954723255055601
B+ 1S;v=1s2.2s.4s,B+ 1Po;v=1s2.2s.2p,1.5649e-08,-11.72100975361187
B+ 1Po;v=1s2.2s.4p,B+ 1S;v=1s2.2s2,3.0068e-09,-21.1501004868747
B+ 1Po;v=1s2.2s.4p,B+ 1D;v=1s2.2p2,9.5071e-09,-8.458998751507899
B+ 1Po;v=1s2.2s.4p,B+ 1S;v=1s2.2p2,1.7637e-08,-5.322518854461999
B+ 1Po;v=1s2.2s.4p,B+ 1S;v=1s2.2s.3s,2.3824e-08,-4.087540743367299
B+ 1Po;v=1s2.2s.4p,B+ 1D;v=1s2.2s.3d,3.0068e-08,-1.9719231861219981
B+ 3Po;v=1s2.2s.4p,B+ 3D;v=1s2.2s.3d,4.329e-08,-2.5907140457218993
B+ 3Po;v=1s2.2s.4p,B+ 3S;v=1s2.2s.3s,9.0909e-08,-5.178948464677099
B+ 3Po;v=1s2.2s.4p,B+ 3S;v=1s2.2s.4s,1.2707e-07,-0.6448269406489011
B+ 3Po;v=1s2.2s.4p,B+ 3P;v=1s2.2p2,1.8519e-06,-9.0053349169883
B+ 3D;v=1s2.2s.4d,B+ 3Po;v=1s2.2s.2p,1.058e-09,-16.95212956545777
B+ 3D;v=1s2.2s.4d,B+ 3Po;v=1s2.2s.3p,8.7108e-09,-3.7297306009498996
B+ 3D;v=1s2.2s.4d,B+ 3Po;v=1s2.2s.4p,7.9681e-07,-0.31330084195720076
B+ 3Fo;v=1s2.2s.4f,B+ 3D;v=1s2.2s.3d,4.2368e-09,-3.006919398492201
B+ 3Fo;v=1s2.2s.4f,B+ 3D;v=1s2.2s.4d,3.3636e-05,-0.10290451081310081
B+ 1Fo;v=1s2.2s.4f,B+ 1D;v=1s2.2s.3d,5.3191e-09,-2.5088863624247004
B+ 1Fo;v=1s2.2s.4f,B+ 1D;v=1s2.2p2,9.3458e-09,-8.995961927810601
B+ 1D;v=1s2.2s.4d,B+ 1Po;v=1s2.2s.2p,1.5337e-09,-12.66475570097187
B+ 1D;v=1s2.2s.4d,B+ 1Po;v=1s2.2s.3p,1.8904e-08,-3.898469202415601
B+ 1D;v=1s2.2s.4d,B+ 1Po;v=1s2.2s.4p,1.1521e-07,-0.6144515127583006
B+ 3Po;v=1s2.2p.3s,B+ 3P;v=1s2.2p2,1.3699e-09,-10.2575464341107
B+ 3Po;v=1s2.2p.3s,B+ 3S;v=1s2.2s.3s,4.4843e-09,-6.4311599817994995
