Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Mn a6D;v=3d6(5D)4s,Mn a6S;v=3d5.4s2,2.8571,-2.18668366037544
Mn z8Po;v=3d5(6S)4s.4p(3Po),Mn a6S;v=3d5.4s2,0.00016556,-2.28156657859859
Mn a4D;v=3d6(5D)4s,Mn a6D;v=3d6(5D)4s,1219.5,-0.7664154391481
Mn a4D;v=3d6(5D)4s,Mn a6S;v=3d5.4s2,43478.0,-2.95309909952354
Mn z6Po;v=3d5(6S)4s.4p(3Po),Mn a6S;v=3d5.4s2,6.3291e-08,-3.07217077685467
Mn z4Po;v=3d5(6S)4s.4p(3Po),Mn a6S;v=3d5.4s2,4.0816e-06,-3.85289366244593
Mn y6Po;v=3d5(6S)4s.4p(1Po),Mn a6S;v=3d5.4s2,2.7027e-09,-4.42489396496039
Mn y6Po;v=3d5(6S)4s.4p(1Po),Mn a6D;v=3d6(5D)4s,1.2837e-06,-2.2382103045849497
Mn e8S;v=3d5.4s(7S)5s,Mn z8Po;v=3d5(6S)4s.4p(3Po),8.3126e-09,-2.60717876745192
Mn e6S;v=3d5.4s(7S)5s,Mn z6Po;v=3d5(6S)4s.4p(3Po),1.9841e-08,-2.06114015718354
Mn z6Do;v=3d6(5D)4p,Mn a6D;v=3d6(5D)4s,1.0471e-08,-3.0451552432327897
Mn z6Fo;v=3d6(5D)4p,Mn a6D;v=3d6(5D)4s,1.7637e-08,-3.2279161340635003
Mn z6Fo;v=3d6(5D)4p,Mn a4D;v=3d6(5D)4s,3.8461e-06,-2.4615006949154004
Mn z6Fo;v=3d6(5D)4p,Mn a4G;v=3d5.4s2,1.4084e-05,-2.2821195353389405
Mn z4Fo;v=3d6(5D)4p,Mn a4D;v=3d6(5D)4s,1.2626e-08,-2.6030873832870696
Mn z4Fo;v=3d6(5D)4p,Mn a4G;v=3d5.4s2,2.1739e-07,-2.4237062237106097
Mn z4Fo;v=3d6(5D)4p,Mn a6D;v=3d6(5D)4s,3.69e-06,-3.3695028224351695
Mn x6Po;v=3d6(5D)4p,Mn a6D;v=3d6(5D)4s,1.6667e-08,-3.42461252732239
Mn z4Do;v=3d6(5D)4p,Mn a4D;v=3d6(5D)4s,1.0215e-08,-2.77110689299047
Mn z4Do;v=3d6(5D)4p,Mn b4D;v=3d5.4s2,4e-07,-1.9608504128140103
Mn z4Do;v=3d6(5D)4p,Mn a6D;v=3d6(5D)4s,2.7778e-06,-3.53752233213857
Mn z4Do;v=3d6(5D)4p,Mn a4P;v=3d5.4s2,6.6667e-06,-2.35172265871401
Mn y4Po;v=3d6(5D)4p,Mn z6Po;v=3d5(6S)4s.4p(3Po),4.2735e-08,-2.78200485262958
Mn y4Po;v=3d6(5D)4p,Mn z8Po;v=3d5(6S)4s.4p(3Po),1.6949e-05,-3.57260905088566
Mn e6D;v=3d5.4s(7S)4d,Mn a4D;v=3d6(5D)4s,1.3158e-08,-2.9111314164991904
Mn y6Do;v=3d5(4P)4s.4p(3Po),Mn a6D;v=3d6(5D)4s,1.2107e-07,-3.69650360227779
Mn y6Do;v=3d5(4P)4s.4p(3Po),Mn a4D;v=3d6(5D)4s,5.8824e-07,-2.9300881631296902
Mn w6Po;v=3d5.4s(7S)5p,Mn a6D;v=3d6(5D)4s,2.0408e-06,-3.73744224019401
Mn y6Fo;v=3d5(4G)4s.4p(3Po),Mn a6D;v=3d6(5D)4s,8.3333e-09,-3.80385904313683
Mn f6S;v=3d5.4s(5S)5s,Mn z6Po;v=3d5(6S)4s.4p(3Po),3.0303e-08,-3.05440425107213
Mn v6Po;v=3d5(4P)4s.4p(3Po),Mn a4G;v=3d5.4s2,1.3021e-07,-3.07666634015388
Mn z4Ho;v=3d5(4G)4s.4p(3Po),Mn a6D;v=3d6(5D)4s,1.5151e-08,-4.02465740856686
Mn f8S;v=3d5.4s(7S)6s,Mn z8Po;v=3d5(6S)4s.4p(3Po),5.7803e-08,-3.93703979676979
Mn y4Fo;v=3d5(4G)4s.4p(3Po),Mn a4G;v=3d5.4s2,4.3478e-08,-3.11410870432923
Mn y4Fo;v=3d5(4G)4s.4p(3Po),Mn a4D;v=3d6(5D)4s,2.5641e-07,-3.2934898639056898
