Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""1s2.2s2""","=""1S""","=""0""",1,"=""""","=""0.00000""","=""""","=""0""","=""L7288"""
"=""1s2.2s.2p""","=""3P*""","=""0""",1,"=""""","=""8.33288""","=""""","=""""","="""""
"=""1s2.2s.2p""","=""3P*""","=""1""",3,"=""""","=""8.34070""","=""""","=""""","="""""
"=""1s2.2s.2p""","=""3P*""","=""2""",5,"=""""","=""8.35856""","=""""","=""""","="""""
"=""1s2.2s.2p""","=""1P*""","=""1""",3,"=""""","=""16.20398""","=""""","=""""","="""""
"=""1s2.2p2""","=""3P""","=""0""",1,"=""""","=""21.76362""","=""""","=""""","="""""
"=""1s2.2p2""","=""3P""","=""1""",3,"=""""","=""21.77263""","=""""","=""""","="""""
"=""1s2.2p2""","=""3P""","=""2""",5,"=""""","=""21.78810""","=""""","=""""","="""""
"=""1s2.2p2""","=""1D""","=""2""",5,"=""""","=""23.41845""","=""""","=""""","="""""
"=""1s2.2p2""","=""1S""","=""0""",1,"=""""","=""29.18207""","=""""","=""""","="""""
"=""1s2.2s.3s""","=""3S""","=""1""",3,"=""""","=""46.77735""","=""""","=""""","="""""
"=""1s2.2s.3s""","=""1S""","=""0""",1,"=""""","=""48.21183""","=""""","=""""","="""""
"=""1s2.2s.3p""","=""1P*""","=""1""",3,"=""""","=""50.15439""","=""""","=""""","="""""
"=""1s2.2s.3p""","=""3P*""","=""0""",1,"=""""","=""50.33406""","=""""","=""""","="""""
"=""1s2.2s.3p""","=""3P*""","=""1""",3,"=""""","=""50.33603""","=""""","=""""","="""""
"=""1s2.2s.3p""","=""3P*""","=""2""",5,"=""""","=""50.34041""","=""""","=""""","="""""
"=""1s2.2s.3d""","=""3D""","=""1""",3,"=""""","=""52.07904""","=""""","=""""","="""""
"=""1s2.2s.3d""","=""3D""","=""2""",5,"=""""","=""52.07951""","=""""","=""""","="""""
"=""1s2.2s.3d""","=""3D""","=""3""",7,"=""""","=""52.08055""","=""""","=""""","="""""
"=""1s2.2s.3d""","=""1D""","=""2""",5,"=""""","=""53.20901""","=""""","=""""","="""""
"=""1s2.2p.(2P*).3s""","=""3P*""","=""0""",1,"=""""","=""57.68883""","=""""","=""""","="""""
"=""1s2.2p.(2P*).3s""","=""3P*""","=""1""",3,"=""""","=""57.69865""","=""""","=""""","="""""
"=""1s2.2p.(2P*).3s""","=""3P*""","=""2""",5,"=""""","=""57.71918""","=""""","=""""","="""""
"=""1s2.2p.(2P*<3/2>).3s""","=""1P*""","=""1""",3,"=""""","=""58.64816""","=""""","=""""","="""""
"=""1s2.2p.(2P*<1/2>).3p""","=""1P""","=""1""",3,"=""""","=""59.62204""","=""""","=""""","="""""
