obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""16.12022""","=""""","=""6.28e+07""",D,"=""8.33288""","=""85.24512""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*).10p""","=""3P""","=""1""",1,3,,"=""T5600c20,LS""","=""""",
"=""""","=""16.12186""","=""""","=""4.71e+07""",D,"=""8.34070""","=""85.24512""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).10p""","=""3P""","=""1""",3,3,,"=""T5600c20,LS""","=""""",
"=""""","=""16.12186""","=""""","=""1.88e+08""",D,"=""8.34070""","=""85.24512""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).10p""","=""3P""","=""0""",3,1,,"=""T5600c20,LS""","=""""",
"=""""","=""16.12186""","=""""","=""4.71e+07""",D,"=""8.34070""","=""85.24512""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).10p""","=""3P""","=""2""",3,5,,"=""T5600c20,LS""","=""""",
"=""""","=""16.12560""","=""""","=""1.42e+08""",C,"=""8.35856""","=""85.24512""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).10p""","=""3P""","=""2""",5,5,,"=""T5600c20""","=""""",
"=""""","=""16.12560""","=""""","=""7.84e+07""",D,"=""8.35856""","=""85.24512""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).10p""","=""3P""","=""1""",5,3,,"=""T5600c20,LS""","=""""",
"=""""","=""16.23194""","=""""","=""8.63e+07""",D,"=""8.33288""","=""84.71572""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*).9p""","=""3P""","=""1""",1,3,,"=""T5600c20,LS""","=""""",
"=""""","=""16.23361""","=""""","=""6.47e+07""",D,"=""8.34070""","=""84.71572""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).9p""","=""3P""","=""1""",3,3,,"=""T5600c20,LS""","=""""",
"=""""","=""16.23361""","=""""","=""2.59e+08""",D,"=""8.34070""","=""84.71572""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).9p""","=""3P""","=""0""",3,1,,"=""T5600c20,LS""","=""""",
"=""""","=""16.23361""","=""""","=""6.47e+07""",D,"=""8.34070""","=""84.71572""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).9p""","=""3P""","=""2""",3,5,,"=""T5600c20,LS""","=""""",
"=""""","=""16.23740""","=""""","=""1.94e+08""",C,"=""8.35856""","=""84.71572""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).9p""","=""3P""","=""2""",5,5,,"=""T5600c20""","=""""",
"=""""","=""16.23740""","=""""","=""1.08e+08""",D,"=""8.35856""","=""84.71572""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).9p""","=""3P""","=""1""",5,3,,"=""T5600c20,LS""","=""""",
"=""""","=""16.39163""","=""""","=""1.23e+08""",D,"=""8.33288""","=""83.97158""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*).8p""","=""3P""","=""1""",1,3,,"=""T5633LS""","=""""",
"=""""","=""16.39333""","=""""","=""9.20e+07""",D,"=""8.34070""","=""83.97158""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).8p""","=""3P""","=""1""",3,3,,"=""T5633LS""","=""""",
"=""""","=""16.39333""","=""""","=""3.68e+08""",D,"=""8.34070""","=""83.97158""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).8p""","=""3P""","=""0""",3,1,,"=""T5633LS""","=""""",
"=""""","=""16.39333""","=""""","=""9.20e+07""",C,"=""8.34070""","=""83.97158""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).8p""","=""3P""","=""2""",3,5,,"=""T5633LS""","=""""",
"=""""","=""16.39720""","=""""","=""2.76e+08""",C+,"=""8.35856""","=""83.97158""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).8p""","=""3P""","=""2""",5,5,,"=""T5633LS""","=""""",
"=""""","=""16.39720""","=""""","=""1.53e+08""",C,"=""8.35856""","=""83.97158""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).8p""","=""3P""","=""1""",5,3,,"=""T5633LS""","=""""",
"=""""","=""16.47940""","=""""","=""3.23e+08""",C,"=""0.00000""","=""75.23587""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.10p""","=""1P*""","=""1""",1,3,,"=""T5600c20""","=""""",
"=""""","=""16.59450""","=""""","=""3.29e+08""",C,"=""0.00000""","=""74.71403""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.9p""","=""1P*""","=""1""",1,3,,"=""T5600c20""","=""""",
"=""""","=""16.63197""","=""""","=""1.81e+08""",C,"=""8.33288""","=""82.87859""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*).7p""","=""3P""","=""1""",1,3,,"=""T5633LS""","=""""",
"=""""","=""16.63372""","=""""","=""1.36e+08""",D,"=""8.34070""","=""82.87859""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).7p""","=""3P""","=""1""",3,3,,"=""T5633LS""","=""""",
"=""""","=""16.63372""","=""""","=""5.43e+08""",C,"=""8.34070""","=""82.87859""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).7p""","=""3P""","=""0""",3,1,,"=""T5633LS""","=""""",
"=""""","=""16.63372""","=""""","=""1.36e+08""",C,"=""8.34070""","=""82.87859""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).7p""","=""3P""","=""2""",3,5,,"=""T5633LS""","=""""",
"=""""","=""16.63770""","=""""","=""4.07e+08""",C+,"=""8.35856""","=""82.87859""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).7p""","=""3P""","=""2""",5,5,,"=""T5633LS""","=""""",
"=""""","=""16.63770""","=""""","=""2.26e+08""",C,"=""8.35856""","=""82.87859""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).7p""","=""3P""","=""1""",5,3,,"=""T5633LS""","=""""",
"=""""","=""16.70737""","=""""","=""4.20e+08""",C,"=""0.00000""","=""74.20928""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.(2P*<3/2>).4d""","=""1P*""","=""1""",1,3,,"=""T5633""","=""""",
"=""""","=""16.77090""","=""""","=""1.02e+09""",C+,"=""0.00000""","=""73.92817""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.8p""","=""1P*""","=""1""",1,3,,"=""T5633""","=""""",
"=""""","=""17.00740""","=""""","=""1.00e+09""",C+,"=""0.00000""","=""72.90015""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.7p""","=""1P*""","=""1""",1,3,,"=""T5633""","=""""",
"=""""","=""17.01890""","=""""","=""2.85e+08""",C,"=""8.33288""","=""81.18377""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*).6p""","=""3P""","=""1""",1,3,,"=""T5633LS""","=""""",
"=""""","=""17.02073""","=""""","=""2.13e+08""",C,"=""8.34070""","=""81.18377""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).6p""","=""3P""","=""1""",3,3,,"=""T5633LS""","=""""",
"=""""","=""17.02073""","=""""","=""8.54e+08""",C,"=""8.34070""","=""81.18377""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).6p""","=""3P""","=""0""",3,1,,"=""T5633LS""","=""""",
"=""""","=""17.02073""","=""""","=""2.13e+08""",C,"=""8.34070""","=""81.18377""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).6p""","=""3P""","=""2""",3,5,,"=""T5633LS""","=""""",
"=""""","=""17.02490""","=""""","=""6.40e+08""",C+,"=""8.35856""","=""81.18377""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).6p""","=""3P""","=""2""",5,5,,"=""T5633LS""","=""""",
"=""""","=""17.02490""","=""""","=""3.55e+08""",C,"=""8.35856""","=""81.18377""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).6p""","=""3P""","=""1""",5,3,,"=""T5633LS""","=""""",
