State,Lifetime /s,Energy /eV
Cl 2Po;v=3s2.3p5,,0.0
Cl 4P;v=3s2.3p4(3P)4s,5.02513e-07,9.02918892648279
Cl 2P;v=3s2.3p4(3P)4s,2.01207e-09,9.28194968093403
Cl 4Po;v=3s2.3p4(3P)4p,4.01606e-08,10.3356918716595
Cl 4Do;v=3s2.3p4(3P)4p,3.75799e-09,10.4295457447745
Cl 2D;v=3s2.3p4(1D)4s,3.44828e-08,10.4998059692055
Cl 2Do;v=3s2.3p4(3P)4p,3.92157e-08,10.5369879725704
Cl 2Po;v=3s2.3p4(3P)4p,2.69542e-08,10.5687023989149
Cl 4So;v=3s2.3p4(3P)4p,2.68817e-08,10.6295524397668
Cl 2So;v=3s2.3p4(3P)4p,5.26316e-07,10.6522162284133
Cl 2Po;v=3s2.3p4(1D)4p,9.70874e-07,11.7123806524642
Cl 4Po;v=3s2.3p4(3P)5p,1.20482e-06,11.7749664320526
Cl 4Do;v=3s2.3p4(3P)5p,5.15464e-07,11.8445447591229
Cl 2Do;v=3s2.3p4(3P)5p,7.5188e-07,11.8523183890361
Cl 2So;v=3s2.3p4(3P)5p,4.16667e-07,11.8541533128434
Cl 4So;v=3s2.3p4(3P)5p,1.02041e-07,11.8651256612855
Cl 2[3];v=3s2.3p4(3P_2)4d,5.58659e-07,11.8658199567801
Cl 2[2];v=3s2.3p4(3P_2)4d,6.9735e-08,11.8895127905348
Cl 2[1];v=3s2.3p4(3P_2)4d,1.17647e-07,11.901662961691
Cl 2Po;v=3s2.3p4(3P)5p,2.31857e-08,11.9624882062752
Cl 2Do;v=3s2.3p4(1D)4p,1.61812e-07,11.9758657926809
Cl 2[4];v=3s2.3p4(3P_2)4d,2.5641e-07,11.9928636341658
