Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""3s2.3p""","=""2P*""","=""1/2""",2,"=""""","=""0.000000""","=""""","=""0.000009""","=""  97                                      ""","=""L15349"""
"=""3s2.3p""","=""2P*""","=""3/2""",4,"=""""","=""0.273742""","=""""","=""0.000012""","=""  97                                      ""","=""L15349"""
"=""3s.3p2""","=""4P""","=""1/2""",2,"=""""","=""12.41795""","=""""","=""0.00012""","=""  99                                      ""","=""L15349"""
"=""3s.3p2""","=""4P""","=""3/2""",4,"=""""","=""12.51715""","=""""","=""0.00011""","=""  99                                      ""","=""L15349"""
"=""3s.3p2""","=""4P""","=""5/2""",6,"=""""","=""12.67014""","=""""","=""0.00012""","=""  99                                      ""","=""L15349"""
"=""3s.3p2""","=""2D""","=""3/2""",4,"=""""","=""16.42328""","=""""","=""0.00014""","=""  87         :    12  3s2.3d         2D   ""","=""L15349"""
"=""3s.3p2""","=""2D""","=""5/2""",6,"=""""","=""16.43717""","=""""","=""0.00017""","=""  87         :    12  3s2.3d         2D   ""","=""L15349"""
"=""3s.3p2""","=""2S""","=""1/2""",2,"=""""","=""21.05300""","=""""","=""0.00020""","=""  99                                      ""","=""L15349"""
"=""3s.3p2""","=""2P""","=""1/2""",2,"=""""","=""22.58770""","=""""","=""0.00017""","=""  99                                      ""","=""L15349"""
"=""3s.3p2""","=""2P""","=""3/2""",4,"=""""","=""22.76068""","=""""","=""0.00012""","=""  99                                      ""","=""L15349"""
"=""3s2.3d""","=""2D""","=""3/2""",4,"=""""","=""27.10244""","=""""","=""0.00024""","=""  87         :    12  3s.3p2         2D   ""","=""L15349"""
"=""3s2.3d""","=""2D""","=""5/2""",6,"=""""","=""27.10986""","=""""","=""0.00017""","=""  87         :    12  3s.3p2         2D   ""","=""L15349"""
"=""3p3""","=""2D*""","=""3/2""",4,"=""""","=""32.24441""","=""""","=""0.00022""","=""  64         :    35  3s.3p.(3P*).3d 2D*  ""","=""L15349"""
"=""3p3""","=""2D*""","=""5/2""",6,"=""""","=""32.26973""","=""""","=""0.00016""","=""  64         :    35  3s.3p.(3P*).3d 2D*  ""","=""L15349"""
"=""3p3""","=""4S*""","=""3/2""",4,"=""""","=""33.53919""","=""""","=""0.00025""","=""  99                                      ""","=""L15349"""
"=""3p3""","=""2P*""","=""3/2""",4,"=""""","=""36.46202""","=""""","=""0.00015""","=""  73         :    19  3s.3p.(3P*).3d 2P*  ""","=""L15349"""
"=""3p3""","=""2P*""","=""1/2""",2,"=""""","=""36.46391""","=""""","=""0.00022""","=""  74         :    19  3s.3p.(3P*).3d 2P*  ""","=""L15349"""
"=""3s.3p.(3P*).3d""","=""4P*""","=""5/2""",6,"=""""","=""39.2225""","=""""","=""0.0004""","=""  98                                      ""","=""L15349"""
"=""3s.3p.(3P*).3d""","=""4P*""","=""3/2""",4,"=""""","=""39.2998""","=""""","=""0.0004""","=""  97                                      ""","=""L15349"""
"=""3s.3p.(3P*).3d""","=""4P*""","=""1/2""",2,"=""""","=""39.3599""","=""""","=""0.0004""","=""  98                                      ""","=""L15349"""
"=""3s.3p.(3P*).3d""","=""4D*""","=""1/2""",2,"=""""","=""39.5848""","=""""","=""0.0005""","=""  98                                      ""","=""L15349"""
"=""3s.3p.(3P*).3d""","=""4D*""","=""3/2""",4,"=""""","=""39.6178""","=""""","=""0.0005""","=""  97                                      ""","=""L15349"""
"=""3s.3p.(3P*).3d""","=""4D*""","=""5/2""",6,"=""""","=""39.6466""","=""""","=""0.0005""","=""  98                                      ""","=""L15349"""
"=""3s.3p.(3P*).3d""","=""4D*""","=""7/2""",8,"=""""","=""39.6632""","=""""","=""0.0012""","=""  99                                      ""","=""L15349"""
"=""3s.3p.(3P*).3d""","=""2D*""","=""5/2""",6,"=""""","=""40.78589""","=""""","=""0.00022""","=""  47         :    32  3s.3p.(1P*).3d 2D*  ""","=""L15349"""
"=""3s.3p.(3P*).3d""","=""2D*""","=""3/2""",4,"=""""","=""40.7898""","=""""","=""0.0005""","=""  47         :    32  3s.3p.(1P*).3d 2D*  ""","=""L15349"""
"=""3s2.4s""","=""2S""","=""1/2""",2,"=""""","=""42.4400""","=""""","=""0.0009""","=""  99                                      ""","=""L15349"""
"=""3s.3p.(3P*).3d""","=""2F*""","=""5/2""",6,"=""""","=""42.68897""","=""""","=""0.00022""","=""  71         :    28  3s.3p.(1P*).3d 2F*  ""","=""L15349"""
"=""3s.3p.(3P*).3d""","=""2F*""","=""7/2""",8,"=""""","=""42.90796""","=""""","=""0.00025""","=""  71         :    28  3s.3p.(1P*).3d 2F*  ""","=""L15349"""
"=""3s.3p.(3P*).3d""","=""2P*""","=""3/2""",4,"=""""","=""46.57563""","=""""","=""0.00024""","=""  78         :    16  3p3            2P*  ""","=""L15349"""
"=""3s.3p.(1P*).3d""","=""2F*""","=""7/2""",8,"=""""","=""46.6703""","=""""","=""0.0006""","=""  71         :    28  3s.3p.(3P*).3d 2F*  ""","=""L15349"""
"=""3s.3p.(1P*).3d""","=""2F*""","=""5/2""",6,"=""""","=""46.73026""","=""""","=""0.00025""","=""  71         :    28  3s.3p.(3P*).3d 2F*  ""","=""L15349"""
"=""3s.3p.(1P*).3d""","=""2D*""","=""3/2""",4,"=""""","=""49.0350""","=""""","=""0.0004""","=""  66         :    17  3s.3p.(3P*).3d 2D*  ""","=""L15349"""
"=""3s.3p.(1P*).3d""","=""2D*""","=""5/2""",6,"=""""","=""49.07381""","=""""","=""0.00025""","=""  67         :    17  3s.3p.(3P*).3d 2D*  ""","=""L15349"""
"=""3s.3p.(3P*).4s""","=""4P*""","=""1/2""",2,"=""""","=""56.3007""","=""""","=""0.0020""","=""  99                                      ""","=""L15349"""
"=""3s.3p.(3P*).4s""","=""4P*""","=""3/2""",4,"=""""","=""56.3972""","=""""","=""0.0010""","=""  99                                      ""","=""L15349"""
"=""3s.3p.(3P*).4s""","=""4P*""","=""5/2""",6,"=""""","=""56.5715""","=""""","=""0.0012""","=""  99                                      ""","=""L15349"""
"=""3s2.4d""","=""2D""","=""3/2""",4,"=""""","=""56.3819""","=""""","=""0.0004""","=""  99                                      ""","=""L15349"""
"=""3s2.4d""","=""2D""","=""5/2""",6,"=""""","=""56.38888""","=""""","=""0.00025""","=""  98                                      ""","=""L15349"""
"=""3s.3p.(1P*).4s""","=""2P*""","=""1/2""",2,"=""""","=""65.0979""","=""""","=""0.0004""","=""  99                                      ""","=""L15349"""
