obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""18.0089""","=""0.0006""","=""18.0091""","=""0.0006""","=""1""","=""""",,"=""0.000000""","=""68.8454""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.5d""","=""2D""","=""3/2""",2,4,,"=""""","=""L4421""",
"=""18.0726""","=""0.0006""","=""18.0729""","=""0.0007""","=""3""","=""""",,"=""0.273742""","=""68.876""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L4421""",
"=""21.991""","=""0.001""","=""21.99006""","=""0.00015""","=""4""","=""""",,"=""0.000000""","=""56.3819""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.4d""","=""2D""","=""3/2""",2,4,,"=""""","=""L11052""",
"=""22.093""","=""0.002""","=""22.09461""","=""0.00010""","=""6bl""","=""""",,"=""0.273742""","=""56.38888""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""5/2""",4,6,,"=""""","=""L11052""",
"=""28.143""","=""0.001""","=""28.1435""","=""0.0008""","=""1""","=""""",,"=""12.51715""","=""56.5715""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""5/2""",4,6,,"=""""","=""L11052""",
"=""28.191""","=""0.001""","=""28.1915""","=""0.0006""","=""1""","=""""",,"=""12.41795""","=""56.3972""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""3/2""",2,4,,"=""""","=""L11052""",
"=""28.242""","=""0.001""","=""28.2415""","=""0.0008""","=""2""","=""""",,"=""12.67014""","=""56.5715""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""5/2""",6,6,,"=""""","=""L11052""",
"=""28.255""","=""0.001""","=""28.2535""","=""0.0013""","=""1*""","=""""",,"=""12.41795""","=""56.3007""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""1/2""",2,2,,"=""""","=""L11052""",
"=""28.255""","=""0.001""","=""28.2553""","=""0.0006""","=""1*""","=""""",,"=""12.51715""","=""56.3972""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""3/2""",4,4,,"=""""","=""L11052""",
"=""28.316""","=""0.001""","=""28.3175""","=""0.0013""","=""1""","=""""",,"=""12.51715""","=""56.3007""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""1/2""",4,2,,"=""""","=""L11052""",
"=""28.355""","=""0.001""","=""28.3541""","=""0.0006""","=""1""","=""""",,"=""12.67014""","=""56.3972""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).4s""","=""4P*""","=""3/2""",6,4,,"=""""","=""L11052""",
"=""29.2134""","=""0.0006""","=""29.2140""","=""0.0006""","=""7""","=""6.9e+09""",C,"=""0.000000""","=""42.4400""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.4s""","=""2S""","=""1/2""",2,2,,"=""T1062LS""","=""L4421""",
"=""29.403""","=""0.001""","=""29.4036""","=""0.0006""","=""2""","=""1.36e+10""",C,"=""0.273742""","=""42.4400""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.4s""","=""2S""","=""1/2""",4,2,,"=""T1062LS""","=""L11052""",
"=""32.615""","=""0.002""","=""32.6153""","=""0.0003""","=""2bl""","=""""",,"=""27.10244""","=""65.11650""","=""3s2.3d""","=""2D""","=""3/2""","=""3s.3p.(1P*).4s""","=""2P*""","=""3/2""",4,4,,"=""""","=""L11052""",
"=""32.622""","=""0.001""","=""32.6217""","=""0.0003""","=""4""","=""""",,"=""27.10986""","=""65.11650""","=""3s2.3d""","=""2D""","=""5/2""","=""3s.3p.(1P*).4s""","=""2P*""","=""3/2""",6,4,,"=""""","=""L11052""",
"=""32.632""","=""0.001""","=""32.6313""","=""0.0004""","=""4""","=""""",,"=""27.10244""","=""65.0979""","=""3s2.3d""","=""2D""","=""3/2""","=""3s.3p.(1P*).4s""","=""2P*""","=""1/2""",4,2,,"=""""","=""L11052""",
"=""40.910""","=""0.001""","=""40.9094""","=""0.0004""","=""6""","=""""",,"=""16.42328""","=""46.73026""","=""3s.3p2""","=""2D""","=""3/2""","=""3s.3p.(1P*).3d""","=""2F*""","=""5/2""",4,6,,"=""""","=""L11052""",
"=""40.928""","=""0.001""","=""40.9282""","=""0.0004""","=""2""","=""""",,"=""16.43717""","=""46.73026""","=""3s.3p2""","=""2D""","=""5/2""","=""3s.3p.(1P*).3d""","=""2F*""","=""5/2""",6,6,,"=""""","=""L11052""",
"=""41.010""","=""0.002""","=""41.0094""","=""0.0009""","=""6bl""","=""""",,"=""16.43717""","=""46.6703""","=""3s.3p2""","=""2D""","=""5/2""","=""3s.3p.(1P*).3d""","=""2F*""","=""7/2""",6,8,,"=""""","=""L11052""",
"=""45.583""","=""0.002""","=""45.5827""","=""0.0009""","=""6q""","=""""",,"=""12.41795""","=""39.6178""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""3/2""",2,4,,"=""""","=""L11052""",
"=""45.638""","=""0.001""","=""45.6380""","=""0.0009""","=""6""","=""""",,"=""12.41795""","=""39.5848""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""1/2""",2,2,,"=""""","=""L11052""",
"=""45.701""","=""0.001""","=""45.7010""","=""0.0009""","=""8""","=""""",,"=""12.51715""","=""39.6466""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""5/2""",4,6,,"=""""","=""L11052""",
"=""45.746""","=""0.002""","=""45.7465""","=""0.0004""","=""8bl""","=""""",,"=""0.000000""","=""27.10244""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.3d""","=""2D""","=""3/2""",2,4,,"=""""","=""L11052""",
"=""45.751""","=""0.002""","=""45.7495""","=""0.0009""","=""4bl""","=""""",,"=""12.51715""","=""39.6178""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""3/2""",4,4,,"=""""","=""L11052""",
"=""45.805""","=""0.002""","=""45.8053""","=""0.0009""","=""8bl""","=""""",,"=""12.51715""","=""39.5848""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""1/2""",4,2,,"=""""","=""L11052""",
"=""45.932""","=""0.002""","=""45.9319""","=""0.0021""","=""8w""","=""""",,"=""12.67014""","=""39.6632""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""7/2""",6,8,,"=""""","=""L11052""",
"=""45.9603""","=""0.0020""","=""45.9602""","=""0.0009""","=""3""","=""""",,"=""12.67014""","=""39.6466""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""5/2""",6,6,,"=""""","=""L3311""",
"=""46.009""","=""0.001""","=""46.0093""","=""0.0009""","=""6""","=""""",,"=""12.67014""","=""39.6178""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).3d""","=""4D*""","=""3/2""",6,4,,"=""""","=""L11052""",
"=""46.019""","=""0.001""","=""46.0190""","=""0.0007""","=""6""","=""""",,"=""12.41795""","=""39.3599""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""1/2""",2,2,,"=""""","=""L11052""",
"=""46.123""","=""0.002""","=""46.1220""","=""0.0007""","=""8w""","=""""",,"=""12.41795""","=""39.2998""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""3/2""",2,4,,"=""""","=""L11052""",
"=""46.189""","=""0.001""","=""46.1891""","=""0.0007""","=""4""","=""""",,"=""12.51715""","=""39.3599""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""1/2""",4,2,,"=""""","=""L11052""",
"=""46.201""","=""0.001""","=""46.2005""","=""0.0003""","=""6""","=""""",,"=""0.273742""","=""27.10986""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.3d""","=""2D""","=""5/2""",4,6,,"=""""","=""L11052""",
"=""46.213""","=""0.001""","=""46.2133""","=""0.0004""","=""6""","=""""",,"=""0.273742""","=""27.10244""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.3d""","=""2D""","=""3/2""",4,4,,"=""""","=""L11052""",
"=""46.293""","=""0.001""","=""46.2928""","=""0.0007""","=""2""","=""""",,"=""12.51715""","=""39.2998""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""3/2""",4,4,,"=""""","=""L11052""",
"=""46.426""","=""0.001""","=""46.4267""","=""0.0007""","=""8""","=""""",,"=""12.51715""","=""39.2225""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""5/2""",4,6,,"=""""","=""L11052""",
"=""46.558""","=""0.001""","=""46.5587""","=""0.0007""","=""6""","=""""",,"=""12.67014""","=""39.2998""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""3/2""",6,4,,"=""""","=""L11052""",
"=""46.694""","=""0.001""","=""46.6942""","=""0.0007""","=""8""","=""""",,"=""12.67014""","=""39.2225""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""5/2""",6,6,,"=""""","=""L11052""",
"=""46.839""","=""0.001""","=""46.8381""","=""0.0005""","=""4""","=""""",,"=""16.43717""","=""42.90796""","=""3s.3p2""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""7/2""",6,8,,"=""""","=""L11052""",
