Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p6""","=""1S""","=""0""",1,"=""""","=""0.0000""","=""""","=""0""","=""L7185"""
"=""2s2.2p5.3s""","=""3P*""","=""1""",3,"=""""","=""348.51""","=""""","=""""","="""""
"=""2s2.2p5.3s""","=""1P*""","=""1""",3,"=""""","=""352.10""","=""""","=""""","="""""
"=""2s2.2p5.3d""","=""3P*""","=""1""",3,"=""""","=""396.66""","=""""","=""""","="""""
"=""2s2.2p5.3d""","=""3D*""","=""1""",3,"=""""","=""401.67""","=""""","=""""","="""""
"=""2s2.2p5.3d""","=""1P*""","=""1""",3,"=""""","=""407.20""","=""""","=""""","="""""
"=""2s.2p6.3p""","=""3P*""","=""1""",3,"=""""","=""457.86""","=""""","=""""","="""""
"=""2s.2p6.3p""","=""1P*""","=""1""",3,"=""""","=""459.84""","=""""","=""""","="""""
"=""2s2.2p5.4s""","=""3P*""","=""1""",3,"=""""","=""465.42""","=""""","=""""","="""""
"=""2s2.2p5.4s""","=""1P*""","=""1""",3,"=""""","=""468.90""","=""""","=""""","="""""
"=""2s2.2p5.4d""","=""3D*""","=""1""",3,"=""""","=""485.89""","=""""","=""""","="""""
"=""2s2.2p5.4d""","=""1P*""","=""1""",3,"=""""","=""489.54""","=""""","=""""","="""""
"=""Ca XII (2p5 2P*<3/2>)""","=""Limit""","=""---""",,"=""[""","=""591.60""","=""]""","=""0.12""","=""L11770"""
