Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""1s2""","=""1S""","=""0""",1,"=""""","=""0.00000""","=""""","=""0.00008""","=""L21139"""
"=""1s.2s""","=""3S""","=""1""",3,"=""(""","=""419.791888""","="")""","=""0.000009""","=""L21139"""
"=""1s.2p""","=""3P*""","=""0""",1,"=""(""","=""426.2912023""","="")""","=""0.0000019""","=""L21139"""
"=""1s.2p""","=""3P*""","=""1""",3,"=""(""","=""426.2922780""","="")""","=""0.0000017""","=""L21139"""
"=""1s.2p""","=""3P*""","=""2""",5,"=""(""","=""426.3283574""","="")""","=""0.0000015""","=""L21139"""
"=""1s.2s""","=""1S""","=""0""",1,"=""(""","=""426.414570""","="")""","=""0.000008""","=""L21139"""
"=""1s.2p""","=""1P*""","=""1""",3,"=""(""","=""430.6956649""","="")""","=""0.0000007""","=""L21139"""
"=""1s.3s""","=""3S""","=""1""",3,"=""(""","=""494.9247""","="")""","=""0.0006""","=""L21139"""
"=""1s.3s""","=""1S""","=""0""",1,"=""(""","=""496.6774""","="")""","=""0.0006""","=""L21139"""
"=""1s.3p""","=""3P*""","=""0""",1,"=""(""","=""496.6860""","="")""","=""0.0003""","=""L21139"""
"=""1s.3p""","=""3P*""","=""1""",3,"=""(""","=""496.6868""","="")""","=""0.0003""","=""L21139"""
"=""1s.3p""","=""3P*""","=""2""",5,"=""(""","=""496.6974""","="")""","=""0.0003""","=""L21139"""
"=""1s.3d""","=""3D""","=""1""",3,"=""(""","=""497.5986""","="")""","=""0.0003""","=""L22382c208,L19700"""
"=""1s.3d""","=""3D""","=""2""",5,"=""(""","=""497.5990""","="")""","=""0.0003""","=""L22382c208,L19700"""
"=""1s.3d""","=""3D""","=""3""",7,"=""(""","=""497.6022""","="")""","=""0.0003""","=""L22382c208,L19700"""
"=""1s.3d""","=""1D""","=""2""",5,"=""(""","=""497.6392""","="")""","=""0.0003""","=""L22382c208,L19700"""
"=""1s.3p""","=""1P*""","=""1""",3,"=""(""","=""497.9194""","="")""","=""0.0003""","=""L21139"""
"=""1s.4s""","=""3S""","=""1""",3,"=""(""","=""520.3346""","="")""","=""0.0006""","=""L21139"""
"=""1s.4s""","=""1S""","=""0""",1,"=""(""","=""521.0439""","="")""","=""0.0006""","=""L21139"""
"=""1s.4p""","=""3P*""","=""0""",1,"=""(""","=""521.0543""","="")""","=""0.0003""","=""L21139"""
"=""1s.4p""","=""3P*""","=""1""",3,"=""(""","=""521.0547""","="")""","=""0.0003""","=""L21139"""
"=""1s.4p""","=""3P*""","=""2""",5,"=""(""","=""521.0592""","="")""","=""0.0003""","=""L21139"""
"=""1s.4d""","=""3D""","=""1""",3,"=""(""","=""521.4303""","="")""","=""0.0012""","=""L11959c209"""
"=""1s.4d""","=""3D""","=""2""",5,"=""(""","=""521.4304""","="")""","=""0.0012""","=""L11959c209"""
"=""1s.4d""","=""3D""","=""3""",7,"=""(""","=""521.4318""","="")""","=""0.0012""","=""L11959c209"""
"=""1s.4f""","=""3F*""","=""3""",7,"=""(""","=""521.4511""","="")""","=""0.0005""","=""L19700c210"""
"=""1s.4f""","=""3F*""","=""2""",5,"=""(""","=""521.4515""","="")""","=""0.0005""","=""L19700c210"""
"=""1s.4f""","=""3F*""","=""4""",9,"=""(""","=""521.4523""","="")""","=""0.0005""","=""L19700c210"""
"=""1s.4d""","=""1D""","=""2""",5,"=""(""","=""521.4522""","="")""","=""0.0011""","=""L11959c209"""
"=""1s.4f""","=""1F*""","=""3""",7,"=""(""","=""521.4527""","="")""","=""0.0005""","=""L19700c210"""
"=""1s.4p""","=""1P*""","=""1""",3,"=""(""","=""521.5635""","="")""","=""0.0003""","=""L21139"""
"=""1s.5s""","=""3S""","=""1""",3,"=""(""","=""531.9087""","="")""","=""0.0006""","=""L21139"""
"=""1s.5s""","=""1S""","=""0""",1,"=""(""","=""532.2644""","="")""","=""0.0006""","=""L21139"""
"=""1s.5p""","=""3P*""","=""0""",1,"=""(""","=""532.2713""","="")""","=""0.0003""","=""L21139"""
"=""1s.5p""","=""3P*""","=""1""",3,"=""(""","=""532.2715""","="")""","=""0.0003""","=""L21139"""
"=""1s.5p""","=""3P*""","=""2""",5,"=""(""","=""532.2738""","="")""","=""0.0003""","=""L21139"""
"=""1s.5d""","=""3D""","=""1""",3,"=""(""","=""532.4623""","="")""","=""0.0014""","=""L11959c209"""
"=""1s.5d""","=""3D""","=""2""",5,"=""(""","=""532.4624""","="")""","=""0.0014""","=""L11959c209"""
"=""1s.5d""","=""3D""","=""3""",7,"=""(""","=""532.4632""","="")""","=""0.0014""","=""L11959c209"""
"=""1s.5f""","=""3F*""","=""3""",7,"=""(""","=""532.4738""","="")""","=""0.0004""","=""L19700c210"""
"=""1s.5f""","=""3F*""","=""2""",5,"=""(""","=""532.4739""","="")""","=""0.0004""","=""L19700c210"""
"=""1s.5f""","=""3F*""","=""4""",9,"=""(""","=""532.4742""","="")""","=""0.0004""","=""L19700c210"""
"=""1s.5f""","=""1F*""","=""3""",7,"=""(""","=""532.4743""","="")""","=""0.0004""","=""L19700c210"""
"=""1s.5d""","=""1D""","=""2""",5,"=""(""","=""532.4747""","="")""","=""0.0012""","=""L11959c209"""
"=""1s.5g""","=""3G""","=""4""",9,"=""(""","=""532.4748""","="")""","=""0.0004""","=""L19700c210"""
"=""1s.5g""","=""3G""","=""3""",7,"=""(""","=""532.4749""","="")""","=""0.0004""","=""L19700c210"""
"=""1s.5g""","=""3G""","=""5""",11,"=""(""","=""532.4751""","="")""","=""0.0004""","=""L19700c210"""
"=""1s.5g""","=""1G""","=""4""",9,"=""(""","=""532.4751""","="")""","=""0.0003""","=""L19700c210"""
"=""1s.5p""","=""1P*""","=""1""",3,"=""(""","=""532.5293""","="")""","=""0.0003""","=""L21139"""
"=""1s.6s""","=""3S""","=""1""",3,"=""(""","=""538.1362""","="")""","=""0.0006""","=""L21139"""
"=""1s.6s""","=""1S""","=""0""",1,"=""(""","=""538.3396""","="")""","=""0.0006""","=""L21139"""
"=""1s.6p""","=""3P*""","=""0""",1,"=""(""","=""538.3440""","="")""","=""0.0003""","=""L21139"""
"=""1s.6p""","=""3P*""","=""1""",3,"=""(""","=""538.3442""","="")""","=""0.0003""","=""L21139"""
"=""1s.6p""","=""3P*""","=""2""",5,"=""(""","=""538.3455""","="")""","=""0.0003""","=""L21139"""
"=""1s.6d""","=""3D""","=""1""",3,"=""(""","=""538.4537""","="")""","=""0.0005""","=""L19700c210"""
"=""1s.6d""","=""3D""","=""2""",5,"=""(""","=""538.4537""","="")""","=""0.0005""","=""L19700c210"""
"=""1s.6d""","=""3D""","=""3""",7,"=""(""","=""538.4539""","="")""","=""0.0005""","=""L19700c210"""
"=""1s.6d""","=""1D""","=""2""",5,"=""(""","=""538.4591""","="")""","=""0.0007""","=""L19700c210"""
"=""1s.6f""","=""3F*""","=""3""",7,"=""(""","=""538.4605""","="")""","=""0.0004""","=""L19700c210"""
"=""1s.6f""","=""3F*""","=""2""",5,"=""(""","=""538.4606""","="")""","=""0.0004""","=""L19700c210"""
