obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""5.8316""","=""10g""","=""""",,"=""0.3625""","=""212.970?""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).5p""","=""3D*""","=""3""",5,7,,"=""""","=""L7482""",
"=""5.9640""","=""5.9640""","=""1""","=""5.13e+10""",D,"=""14.64+x""","=""222.531+x?""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).6d""","=""5P""","=""3""",5,7,,"=""c6,LS""","=""L7482""",
"=""6.0138""","=""6.0138""","=""10g""","=""""",,"=""0.3625""","=""206.529?""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.6d""","=""3P*""","=""2""",5,5,,"=""""","=""L7482""",
"=""6.2166""","=""6.2166""","=""10""","=""8.99e+10""",D,"=""14.64+x""","=""214.084+x?""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).5d""","=""5P""","=""3""",5,7,,"=""c6,LS""","=""L7482""",
"=""6.2615""","=""6.2625""","=""10g""","=""""",,"=""0.1373""","=""198.117?""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p.5d""","=""3P*""","=""2""",3,5,,"=""""","=""L7482""",
"=""6.2696""","=""6.2696""","=""100g""","=""""",,"=""0.3625""","=""198.117?""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.5d""","=""3P*""","=""2""",5,5,,"=""""","=""L7482""",
"=""6.3396""","=""6.3396""","=""100g""","=""""",,"=""0.3625""","=""195.933?""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).4p""","=""3D*""","=""3""",5,7,,"=""""","=""L7482""",
"=""6.4122""","=""6.4122""","=""200""","=""""",,"=""5.0769""","=""198.433?""","=""2s2.2p2""","=""1D""","=""2""","=""2s2.2p.5d""","=""1F*""","=""3""",5,7,,"=""""","=""L7482""",
"=""6.6788""","=""6.6788""","=""10""","=""8.07e+10""",D,"=""28.8701""","=""214.509?""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p2.(4P).5d""","=""3F""","=""4""",7,9,,"=""c6,LS""","=""L7482""",
"=""6.7453""","=""6.7453""","=""10""","=""1.76e+11""",D,"=""14.64+x""","=""198.450+x""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).4d""","=""5P""","=""1""",5,3,,"=""c6,LS""","=""L7482""",
"=""6.7470""","=""6.7470""","=""100""","=""1.76e+11""",D,"=""14.64+x""","=""198.404+x""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).4d""","=""5P""","=""2""",5,5,,"=""c6,LS""","=""L7482""",
