obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""74.4573""","=""0.0025""","=""74.457""","=""0.003""","=""a""","=""""",,"=""0.0000000""","=""16.6517""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).20p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L2725""",
"=""74.4810""","=""0.0009""","=""74.4810""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.64642""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).19p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""74.5308""","=""0.0009""","=""74.5308""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.63529""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).18p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""74.5834""","=""0.0009""","=""74.5834""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.62357""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).17p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""74.6533""","=""0.0009""","=""74.6533""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.60801""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).16p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""74.6543""","=""0.0025""","=""74.6542""","=""0.0022""","=""a""","=""""",,"=""0.0000000""","=""16.6078""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).13f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L2725""",
"=""74.7245""","=""0.0009""","=""74.7245""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.59217""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).12f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""74.7315""","=""0.0009""","=""74.7315""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.59062""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).15p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""74.8338""","=""0.0009""","=""74.8338""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.56795""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).11f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""74.8520""","=""0.0009""","=""74.8520""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.56392""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).14p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""74.9814""","=""0.0009""","=""74.9814""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.53533""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).10f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""74.9960""","=""0.0025""","=""74.9963""","=""0.0022""","=""a""","=""""",,"=""0.0000000""","=""16.5321""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).13p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L2725""",
"=""75.0040""","=""0.0009""","=""75.0040""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.53034""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).13p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""75.1788""","=""0.0009""","=""75.1788""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.49191""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).9f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""75.2070""","=""0.0025""","=""75.2072""","=""0.0023""","=""a""","=""""",,"=""0.0000000""","=""16.4857""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).12p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L2725""",
"=""75.2272""","=""0.0009""","=""75.2272""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.48129""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).12p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""75.4788""","=""0.0009""","=""75.4788""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.42636""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).8f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""75.5368""","=""0.0025""","=""75.5367""","=""0.0023""","=""a""","=""""",,"=""0.0000000""","=""16.4138""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).11p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L2725""",
"=""75.5523""","=""0.0009""","=""75.5523""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.41037""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).11p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""75.9537""","=""0.0009""","=""75.9537""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.32366""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).7f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""76.0302""","=""0.0009""","=""76.0302""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.30723""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).10p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""76.0724""","=""0.0009""","=""76.0724""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.29818""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).10p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""76.7527""","=""0.0009""","=""76.7527""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.15373""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).6f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""76.8951""","=""0.0009""","=""76.8951""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""16.12381""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).9p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""76.967""","=""0.005""","=""76.967""","=""0.005""","=""a""","=""""",,"=""0.0000000""","=""16.1088""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).9p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""78.264""","=""0.005""","=""78.264""","=""0.005""","=""a""","=""""",,"=""0.0000000""","=""15.8418""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).5f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""78.5840""","=""0.0009""","=""78.5840""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""15.77729""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).8p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""78.757""","=""0.007""","=""78.757""","=""0.007""","=""10h""","=""""",,"=""0.0000000""","=""15.7426""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).8p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L15166c86""",
"=""82.844""","=""0.005""","=""82.844""","=""0.005""","=""a""","=""""",,"=""0.0000000""","=""14.9660""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).7p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""83.366""","=""0.007""","=""83.366""","=""0.007""","=""20h,s""","=""""",,"=""0.0000000""","=""14.8723""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).7p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L15166c86""",
"=""83.8422""","=""0.0009""","=""83.8422""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""14.78781""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).20p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""83.8870""","=""0.0009""","=""83.8870""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""14.77991""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).19p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""83.9371""","=""0.0009""","=""83.9371""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""14.77108""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).18p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.0071""","=""0.0009""","=""84.0071""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""14.75878""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).17p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.0827""","=""0.0025""","=""84.082""","=""0.003""","=""a*""","=""""",,"=""0.0000000""","=""14.7456""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).13f""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L2725""",
"=""84.0827""","=""0.0025""","=""84.083""","=""0.003""","=""a*""","=""""",,"=""0.0000000""","=""14.7455""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).13f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L2725""",
"=""84.0960""","=""0.0009""","=""84.0960""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""14.74317""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).16p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.1877""","=""0.0009""","=""84.1871""","=""0.0009""","=""a*""","=""""",,"=""0.0000000""","=""14.72723""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).12f""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.1877""","=""0.0009""","=""84.1879""","=""0.0009""","=""a*""","=""""",,"=""0.0000000""","=""14.72708""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).12f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.1922""","=""0.0009""","=""84.1922""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""14.72632""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).15p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.3238""","=""0.0009""","=""84.3229""","=""0.0009""","=""a*""","=""""",,"=""0.0000000""","=""14.70350""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).11f""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.3238""","=""0.0009""","=""84.3241""","=""0.0009""","=""a*""","=""""",,"=""0.0000000""","=""14.70330""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).11f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.3339""","=""0.0009""","=""84.3339""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""14.70159""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).14p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.5059""","=""0.0009""","=""84.5048""","=""0.0009""","=""a*""","=""""",,"=""0.0000000""","=""14.67186""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).10f""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.5059""","=""0.0009""","=""84.5063""","=""0.0009""","=""a*""","=""""",,"=""0.0000000""","=""14.67160""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).10f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.5225""","=""0.0009""","=""84.5225""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""14.66878""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).13p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.7692""","=""0.0009""","=""84.7676""","=""0.0009""","=""a*""","=""""",,"=""0.0000000""","=""14.62637""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).9f""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.7692""","=""0.0009""","=""84.7698""","=""0.0009""","=""a*""","=""""",,"=""0.0000000""","=""14.62599""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).9f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""84.7962""","=""0.0009""","=""84.7962""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""14.62143""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).12p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""85.1527""","=""0.0009""","=""85.1504""","=""0.0009""","=""a*""","=""""",,"=""0.0000000""","=""14.56062""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).8f""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""85.1527""","=""0.0009""","=""85.1536""","=""0.0009""","=""a*""","=""""",,"=""0.0000000""","=""14.56007""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).8f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""85.1993""","=""0.0009""","=""85.1993""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""14.55226""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).11p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""85.7537""","=""0.0009""","=""85.7502""","=""0.0009""","=""a*""","=""""",,"=""0.0000000""","=""14.45876""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).7f""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""85.7537""","=""0.0009""","=""85.7551""","=""0.0009""","=""a*""","=""""",,"=""0.0000000""","=""14.45795""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).7f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""85.8341""","=""0.0009""","=""85.8341""","=""0.0009""","=""a""","=""""",,"=""0.0000000""","=""14.44463""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).10p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L400""",
"=""86.7724""","=""0.0009""","=""86.7729""","=""0.0008""","=""a""","=""""",,"=""0.0000000""","=""14.28836""","=""5d10.6s2""","=""1S""","=""0""","=""5d9.6s2.(2D<5/2>).6f""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L400""",
