Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""5d10.6s2""","=""1S""","=""0""",1,"=""""","=""0.0000000""","=""""","=""0.0000007""","=""L9019"""
"=""5d10.6s.6p""","=""3P*""","=""0""",1,"=""""","=""4.6673829""","=""""","=""0.0000011""","="""""
"=""5d10.6s.6p""","=""3P*""","=""1""",3,"=""""","=""4.8864946""","=""""","=""0.0000009""","="""""
"=""5d10.6s.6p""","=""3P*""","=""2""",5,"=""""","=""5.4606248""","=""""","=""0.0000009""","="""""
"=""5d10.6s.6p""","=""1P*""","=""1""",3,"=""""","=""6.7036623""","=""""","=""0.0000006""","="""""
"=""5d10.6s.7s""","=""3S""","=""1""",3,"=""""","=""7.7304551""","=""""","=""0.0000009""","="""""
"=""5d10.6s.7s""","=""1S""","=""0""",1,"=""""","=""7.9260767""","=""""","=""0.0000010""","="""""
"=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""",5,"=""""","=""8.540829""","=""""","=""0.000006""","="""""
"=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""1""",3,"=""""","=""9.771569""","=""""","=""0.000020""","="""""
"=""5d10.6s.7p""","=""3P*""","=""0""",1,"=""""","=""8.6189570""","=""""","=""0.0000016""","="""""
"=""5d10.6s.7p""","=""3P*""","=""1""",3,"=""""","=""8.6369628""","=""""","=""0.0000025""","="""""
"=""5d10.6s.7p""","=""3P*""","=""2""",5,"=""""","=""8.8285795""","=""""","=""0.0000014""","="""""
"=""5d9.6s2.(2D<5/2>).6p""","=""2[7/2]*""","=""3""",7,"=""""","=""8.794472""","=""""","=""0.000025""","="""""
"=""5d9.6s2.(2D<5/2>).6p""","=""2[7/2]*""","=""4""",9,"=""""","=""9.539998""","=""""","=""0.000007""","="""""
"=""5d10.6s.7p""","=""1P*""","=""1""",3,"=""""","=""8.839436""","=""""","=""0.000006""","="""""
"=""5d10.6s.6d""","=""1D""","=""2""",5,"=""""","=""8.8441714""","=""""","=""0.0000007""","="""""
"=""5d10.6s.6d""","=""3D""","=""1""",3,"=""""","=""8.8445374""","=""""","=""0.0000011""","="""""
"=""5d10.6s.6d""","=""3D""","=""2""",5,"=""""","=""8.8519849""","=""""","=""0.0000007""","="""""
"=""5d10.6s.6d""","=""3D""","=""3""",7,"=""""","=""8.8563376""","=""""","=""0.0000012""","="""""
"=""5d10.6s.8s""","=""3S""","=""1""",3,"=""""","=""9.1700120""","=""""","=""0.0000011""","="""""
"=""5d10.6s.8s""","=""1S""","=""0""",1,"=""""","=""9.224990""","=""""","=""0.000005""","="""""
"=""5d10.6s.8p""","=""3P*""","=""0""",1,"=""""","=""9.4782339""","=""""","=""0.0000015""","="""""
"=""5d10.6s.8p""","=""3P*""","=""1""",3,"=""""","=""9.4806918""","=""""","=""0.0000015""","="""""
"=""5d10.6s.8p""","=""3P*""","=""2""",5,"=""""","=""9.524891""","=""""","=""0.000011""","="""""
"=""5d10.6s.8p""","=""1P*""","=""1""",3,"=""""","=""9.5298144""","=""""","=""0.0000012""","="""""
"=""5d10.6s.7d""","=""1D""","=""2""",5,"=""""","=""9.5547145""","=""""","=""0.0000009""","="""""
"=""5d10.6s.7d""","=""3D""","=""1""",3,"=""""","=""9.5572500""","=""""","=""0.0000025""","="""""
