Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Kr 2[3/2]o_2;v=4s2.4p5(2Po_3/2)5s,Kr 1S;v=4s2.4p6,28.2486,-9.91499839444167
Kr 2[3/2]o_1;v=4s2.4p5(2Po_3/2)5s,Kr 1S;v=4s2.4p6,3.3557e-09,-10.0321731572964
Kr 2[1/2]o_1;v=4s2.4p5(2Po_1/2)5s,Kr 1S;v=4s2.4p6,3.23625e-09,-10.6433887571243
Kr 2[1/2]_1;v=4s2.4p5(2Po_3/2)5p,Kr 2[3/2]o_2;v=4s2.4p5(2Po_3/2)5s,4.36872e-08,-1.3881942490016304
Kr 2[1/2]_1;v=4s2.4p5(2Po_3/2)5p,Kr 2[3/2]o_1;v=4s2.4p5(2Po_3/2)5s,3.19489e-07,-1.2710194861468995
Kr 2[1/2]_1;v=4s2.4p5(2Po_3/2)5p,Kr 2[1/2]o_0;v=4s2.4p5(2Po_1/2)5s,7.9365e-06,-0.7410220029432999
Kr 2[1/2]_1;v=4s2.4p5(2Po_3/2)5p,Kr 2[1/2]o_1;v=4s2.4p5(2Po_1/2)5s,1.35135e-05,-0.6598038863189988
Kr 2[5/2]_3;v=4s2.4p5(2Po_3/2)5p,Kr 2[3/2]o_2;v=4s2.4p5(2Po_3/2)5s,2.77008e-08,-1.5277848378262302
Kr 2[5/2]_2;v=4s2.4p5(2Po_3/2)5p,Kr 2[3/2]o_1;v=4s2.4p5(2Po_3/2)5s,4.5106e-08,-1.4122218323698004
Kr 2[5/2]_2;v=4s2.4p5(2Po_3/2)5p,Kr 2[3/2]o_2;v=4s2.4p5(2Po_3/2)5s,1.11607e-07,-1.5293965952245312
Kr 2[5/2]_2;v=4s2.4p5(2Po_3/2)5p,Kr 2[1/2]o_1;v=4s2.4p5(2Po_1/2)5s,1.23457e-05,-0.8010062325418996
Kr 2[3/2]_1;v=4s2.4p5(2Po_3/2)5p,Kr 2[3/2]o_1;v=4s2.4p5(2Po_3/2)5s,3.4118e-08,-1.493677571651899
Kr 2[3/2]_1;v=4s2.4p5(2Po_3/2)5p,Kr 2[3/2]o_2;v=4s2.4p5(2Po_3/2)5s,2.34192e-07,-1.61085233450663
Kr 2[3/2]_1;v=4s2.4p5(2Po_3/2)5p,Kr 2[1/2]o_1;v=4s2.4p5(2Po_1/2)5s,9.43397e-06,-0.8824619718239983
Kr 2[3/2]_1;v=4s2.4p5(2Po_3/2)5p,Kr 2[1/2]o_0;v=4s2.4p5(2Po_1/2)5s,1.31579e-05,-0.9636800884482994
Kr 2[3/2]_2;v=4s2.4p5(2Po_3/2)5p,Kr 2[3/2]o_2;v=4s2.4p5(2Po_3/2)5s,3.66032e-08,-1.6305529691670309
Kr 2[3/2]_2;v=4s2.4p5(2Po_3/2)5p,Kr 2[3/2]o_1;v=4s2.4p5(2Po_3/2)5s,1.11857e-07,-1.5133782063123
Kr 2[3/2]_2;v=4s2.4p5(2Po_3/2)5p,Kr 2[1/2]o_1;v=4s2.4p5(2Po_1/2)5s,3.22581e-06,-0.9021626064843993
Kr 2[1/2]_0;v=4s2.4p5(2Po_3/2)5p,Kr 2[3/2]o_1;v=4s2.4p5(2Po_3/2)5s,2.32019e-08,-1.6335905119561005
Kr 2[1/2]_0;v=4s2.4p5(2Po_3/2)5p,Kr 2[1/2]o_1;v=4s2.4p5(2Po_1/2)5s,6.66666e-06,-1.0223749121281998
Kr 2[1/2]o_1;v=4s2.4p5(2Po_3/2)4d,Kr 1S;v=4s2.4p6,9.00901e-08,-12.0367530279342
Kr 2[3/2]_1;v=4s2.4p5(2Po_1/2)5p,Kr 2[1/2]o_1;v=4s2.4p5(2Po_1/2)5s,5.5218e-08,-1.4566815402944986
Kr 2[3/2]_1;v=4s2.4p5(2Po_1/2)5p,Kr 2[1/2]o_0;v=4s2.4p5(2Po_1/2)5s,6.31711e-08,-1.5378996569187997
Kr 2[3/2]_1;v=4s2.4p5(2Po_1/2)5p,Kr 2[3/2]o_1;v=4s2.4p5(2Po_3/2)5s,2e-05,-2.0678971401223993
Kr 2[3/2]_1;v=4s2.4p5(2Po_1/2)5p,Kr 2[3/2]o_2;v=4s2.4p5(2Po_3/2)5s,6.66666e-05,-2.18507190297713
Kr 2[1/2]_1;v=4s2.4p5(2Po_1/2)5p,Kr 2[1/2]o_0;v=4s2.4p5(2Po_1/2)5s,4.89956e-08,-1.5779704254668
Kr 2[1/2]_1;v=4s2.4p5(2Po_1/2)5p,Kr 2[1/2]o_1;v=4s2.4p5(2Po_1/2)5s,7.05219e-08,-1.496752308842499
Kr 2[1/2]_1;v=4s2.4p5(2Po_1/2)5p,Kr 2[3/2]o_2;v=4s2.4p5(2Po_3/2)5s,1.02041e-06,-2.2251426715251306
