obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""55.9305""","=""""","=""350""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""57.1904""","=""""","=""400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""57.4406""","=""""","=""800""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""58.624""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""61.8057""","=""""","=""700""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""61.9982""","=""""","=""600""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""62.0298""","=""""","=""800""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""62.6735""","=""""","=""700""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""63.5881""","=""""","=""800""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""63.6626""","=""""","=""1000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""65.0894""","=""""","=""1000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""65.9811""","=""""","=""1000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""66.1841""","=""""","=""1300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""66.3074""","=""""","=""2000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""68.2053""","=""""","=""1500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""68.7656""","=""""","=""1500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""69.3594""","=""""","=""1500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""72.5271""","=""""","=""2000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""72.8951""","=""""","=""2500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""77.7562""","=""""","=""2000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""78.7580""","=""""","=""5000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""78.8740""","=""""","=""5000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""79.3342""","=""""","=""5000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""83.9297""","=""""","=""6000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""83.9599""","=""""","=""8000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""84.141""","=""""","=""7000p""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""85.1691""","=""""","=""5000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""88.8026""","=""""","=""2000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""89.3549""","=""""","=""2000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""96.1499""","=""""","=""2000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""106.3831""","=""106.38311""","=""6000""","=""4.77e+07""",C,"=""0.000000""","=""11.654500""","=""3s2.3p4""","=""3P""","=""2""","=""3s.3p5""","=""3P*""","=""1""",5,3,,"=""T1220LS""","=""L1617""",
"=""106.7945""","=""106.79443""","=""3000""","=""1.13e+08""",C,"=""0.086293""","=""11.695906""","=""3s2.3p4""","=""3P""","=""1""","=""3s.3p5""","=""3P*""","=""0""",3,1,,"=""T1220LS""","=""L1617""",
"=""107.1036""","=""107.10358""","=""9000""","=""8.4e+07""",C,"=""0.000000""","=""11.576102""","=""3s2.3p4""","=""3P""","=""2""","=""3s.3p5""","=""3P*""","=""2""",5,5,,"=""T1220LS""","=""L1617""",
"=""107.1767""","=""107.17668""","=""6000""","=""2.80e+07""",C,"=""0.086293""","=""11.654500""","=""3s2.3p4""","=""3P""","=""1""","=""3s.3p5""","=""3P*""","=""1""",3,3,,"=""T1220LS""","=""L1617""",
"=""107.5230""","=""107.52294""","=""5000""","=""3.69e+07""",C,"=""0.123547""","=""11.654500""","=""3s2.3p4""","=""3P""","=""0""","=""3s.3p5""","=""3P*""","=""1""",1,3,,"=""T1220LS""","=""L1617""",
"=""107.9080""","=""107.90797""","=""5000""","=""2.74e+07""",C,"=""0.086293""","=""11.576102""","=""3s2.3p4""","=""3P""","=""1""","=""3s.3p5""","=""3P*""","=""2""",3,5,,"=""T1220LS""","=""L1617""",
"=""113.9214""","=""""","=""800""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""144.1470""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""152.8569""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""154.2942""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""155.8144""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""156.5050""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""185.7488""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""199.7370""","=""""","=""450w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""203.2770""","=""""","=""450""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""208.9247""","=""""","=""350w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""209.2123""","=""""","=""350w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""242.853""","=""242.8512""","=""170""","=""2.5e+07""",D,"=""15.947218""","=""21.052575""","=""3s2.3p3.(4S*).4p""","=""5P""","=""1""","=""3s2.3p3.(4S*).5d""","=""5D*""","=""2""",3,5,,"=""T1619CA,LS""","=""L1617""",
"=""""","=""243.0877""","=""""","=""4.8e+07""",D,"=""15.952250""","=""21.052638""","=""3s2.3p3.(4S*).4p""","=""5P""","=""2""","=""3s2.3p3.(4S*).5d""","=""5D*""","=""3""",5,7,,"=""T1619CA,LS""","=""""",
"=""""","=""243.0908""","=""""","=""4.2e+07""",D,"=""15.952250""","=""21.052575""","=""3s2.3p3.(4S*).4p""","=""5P""","=""2""","=""3s2.3p3.(4S*).5d""","=""5D*""","=""2""",5,5,,"=""T1619CA,LS""","=""""",
"=""243.481""","=""243.4810""","=""360""","=""7.2e+07""",D,"=""15.960588""","=""21.052739""","=""3s2.3p3.(4S*).4p""","=""5P""","=""3""","=""3s2.3p3.(4S*).5d""","=""5D*""","=""4""",7,9,,"=""T1619CA,LS""","=""L1617""",
"=""""","=""243.4858""","=""""","=""2.4e+07""",D,"=""15.960588""","=""21.052638""","=""3s2.3p3.(4S*).4p""","=""5P""","=""3""","=""3s2.3p3.(4S*).5d""","=""5D*""","=""3""",7,7,,"=""T1619CA,LS""","=""""",
"=""""","=""249.6755""","=""""","=""1.3e+07""",D,"=""15.947218""","=""20.913032""","=""3s2.3p3.(4S*).4p""","=""5P""","=""1""","=""3s2.3p3.(4S*).6s""","=""5S*""","=""2""",3,5,,"=""T1619CA,LS""","=""""",
"=""249.928""","=""249.9287""","=""340""","=""2.2e+07""",D,"=""15.952250""","=""20.913032""","=""3s2.3p3.(4S*).4p""","=""5P""","=""2""","=""3s2.3p3.(4S*).6s""","=""5S*""","=""2""",5,5,,"=""T1619CA,LS""","=""L1617""",
"=""250.349""","=""250.3495""","=""470""","=""3.1e+07""",D,"=""15.960588""","=""20.913032""","=""3s2.3p3.(4S*).4p""","=""5P""","=""3""","=""3s2.3p3.(4S*).6s""","=""5S*""","=""2""",7,5,,"=""T1619CA,LS""","=""L1617""",
"=""""","=""254.4760""","=""""","=""3.3e+07""",E,"=""16.335677""","=""21.207813""","=""3s2.3p3.(4S*).4p""","=""3P""","=""1""","=""3s2.3p3.(4S*).5d""","=""3D*""","=""1""",3,3,,"=""T1619CA,LS""","=""""",
"=""""","=""254.5573""","=""""","=""2.2e+06""",E,"=""16.337232""","=""21.207813""","=""3s2.3p3.(4S*).4p""","=""3P""","=""2""","=""3s2.3p3.(4S*).5d""","=""3D*""","=""1""",5,3,,"=""T1619CA,LS""","=""""",
"=""""","=""254.5621""","=""""","=""4.3e+07""",D,"=""16.337325""","=""21.207813""","=""3s2.3p3.(4S*).4p""","=""3P""","=""0""","=""3s2.3p3.(4S*).5d""","=""3D*""","=""1""",1,3,,"=""T1619CA,LS""","=""""",
"=""254.772""","=""254.7722""","=""260""","=""5.8e+07""",D,"=""16.335677""","=""21.202150""","=""3s2.3p3.(4S*).4p""","=""3P""","=""1""","=""3s2.3p3.(4S*).5d""","=""3D*""","=""2""",3,5,,"=""T1619CA,LS""","=""L1617""",
"=""""","=""254.8536""","=""""","=""1.9e+07""",E,"=""16.337232""","=""21.202150""","=""3s2.3p3.(4S*).4p""","=""3P""","=""2""","=""3s2.3p3.(4S*).5d""","=""3D*""","=""2""",5,5,,"=""T1619CA,LS""","=""""",
"=""255.065""","=""255.0646""","=""500""","=""7.6e+07""",D,"=""16.337232""","=""21.198125""","=""3s2.3p3.(4S*).4p""","=""3P""","=""2""","=""3s2.3p3.(4S*).5d""","=""3D*""","=""3""",5,7,,"=""T1619CA,LS""","=""L1617""",
"=""256.561""","=""""","=""460""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""260.409""","=""""","=""320""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""265.951""","=""""","=""950""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""""","=""266.7247""","=""""","=""2.1e+07""",D,"=""16.335677""","=""20.984073""","=""3s2.3p3.(4S*).4p""","=""3P""","=""1""","=""3s2.3p3.(4S*).6s""","=""3S*""","=""1""",3,3,,"=""T1619CA,LS""","=""""",
"=""""","=""266.8139""","=""""","=""3.4e+07""",D,"=""16.337232""","=""20.984073""","=""3s2.3p3.(4S*).4p""","=""3P""","=""2""","=""3s2.3p3.(4S*).6s""","=""3S*""","=""1""",5,3,,"=""T1619CA,LS""","=""""",
"=""""","=""266.8193""","=""""","=""6.9e+06""",D,"=""16.337325""","=""20.984073""","=""3s2.3p3.(4S*).4p""","=""3P""","=""0""","=""3s2.3p3.(4S*).6s""","=""3S*""","=""1""",1,3,,"=""T1619CA,LS""","=""""",
"=""267.775""","=""""","=""750""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""268.884""","=""""","=""1200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""""","=""290.7069""","=""""","=""8.6e+07""",D,"=""18.036001""","=""22.300922""","=""3s2.3p3.(2D*).4p""","=""1P""","=""1""","=""3s2.3p3.(2D*).4d""","=""1P*""","=""1""",3,3,,"=""T1619CA""","=""""",
"=""291.290""","=""""","=""410""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""299.752""","=""""","=""950""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""300.694""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""""","=""302.3794""","=""""","=""6.0e+07""",D,"=""18.036001""","=""22.136288""","=""3s2.3p3.(2D*).4p""","=""1P""","=""1""","=""3s2.3p3.(2D*).4d""","=""1D*""","=""2""",3,5,,"=""T1619CA""","=""""",
"=""305.885""","=""""","=""950""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""307.221""","=""""","=""1300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""309.309""","=""""","=""1400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""312.463""","=""""","=""1200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1617""",
"=""""","=""317.5851""","=""""","=""5.1e+05""",E,"=""18.142826""","=""22.046793""","=""3s2.3p3.(2D*).4p""","=""3D""","=""1""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""2""",3,5,,"=""T1619CA,LS""","=""""",
"=""""","=""317.6234""","=""""","=""7.6e+06""",D,"=""18.143296""","=""22.046793""","=""3s2.3p3.(2D*).4p""","=""3D""","=""2""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""2""",5,5,,"=""T1619CA,LS""","=""""",
"=""""","=""318.2170""","=""""","=""1.3e+07""",D,"=""18.142826""","=""22.039042""","=""3s2.3p3.(2D*).4p""","=""3D""","=""1""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""1""",3,3,,"=""T1619CA,LS""","=""""",
"=""""","=""318.2553""","=""""","=""3.9e+07""",D,"=""18.143296""","=""22.039042""","=""3s2.3p3.(2D*).4p""","=""3D""","=""2""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""1""",5,3,,"=""T1619CA,LS""","=""""",
"=""""","=""318.8341""","=""""","=""5.2e+07""",D,"=""18.142826""","=""22.031500""","=""3s2.3p3.(2D*).4p""","=""3D""","=""1""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""0""",3,1,,"=""T1619CA,LS""","=""""",
