State,Lifetime /s,Energy /eV
Cl+ 3P;v=3s2.3p4,,0.0
Cl+ 1D;v=3s2.3p4,7.52332,1.44482892435031
Cl+ 1S;v=3s2.3p4,0.274123,3.4563517499346
Cl+ 3Po;v=3s.3p5,8.84956e-09,11.6956307736559
Cl+ 5P;v=3s2.3p3(4So)4p,8.05153e-09,15.9468516798851
Cl+ 3P;v=3s2.3p3(4So)4p,1.11111e-08,16.336896970268
Cl+ 1P;v=3s2.3p3(2Do)4p,1.88679e-08,18.035565286713
Cl+ 3D;v=3s2.3p3(2Do)4p,1e-08,18.1424372003526
Cl+ 3F;v=3s2.3p3(2Do)4p,1.0523e-08,18.2321996893028
Cl+ 1F;v=3s2.3p3(2Do)4p,1e-08,18.300513406722
Cl+ 3P;v=3s2.3p3(2Do)4p,1e-08,18.5998043574481
Cl+ 5So;v=3s2.3p3(4So)5s,5.55556e-09,18.8742990405084
Cl+ 1D;v=3s2.3p3(2Do)4p,6.25e-09,19.0012559309573
Cl+ 3So;v=3s2.3p3(4So)5s,6.06061e-09,19.047872914169
Cl+ 5Do;v=3s2.3p3(4So)4d,3.7037e-09,19.1697465697463
Cl+ 3S;v=3s2.3p3(2Po)4p,1.05263e-08,19.6112441155357
Cl+ 3D;v=3s2.3p3(2Po)4p,8.63558e-09,19.6790619076017
Cl+ 1P;v=3s2.3p3(2Po)4p,1e-08,19.7844460451813
Cl+ 1D;v=3s2.3p3(2Po)4p,7.69231e-09,20.0043889393768
Cl+ 3P;v=3s2.3p3(4So)5p,6.49351e-09,20.0444349116571
Cl+ 3Do;v=3s2.3p3(4So)4d,7.14796e-09,20.083984958584
Cl+ 5Do;v=3s2.3p3(4So)5d,1.49254e-08,21.0520312482565
Cl+ 3Do;v=3s2.3p3(2Do)5s,5.65131e-09,21.1409258678384
Cl+ 3Do;v=3s2.3p3(4So)5d,1.27877e-08,21.2073798651827
Cl+ 1Do;v=3s2.3p3(2Do)5s,6.13497e-09,21.2269689166387
Cl+ 3Fo;v=3s2.3p3(2Do)4d,3.75235e-09,21.3960794621194
Cl+ 3Do;v=3s2.3p3(2Do)4d,3.84172e-09,21.6704501638413
Cl+ 3So;v=3s2.3p3(2Do)4d,4.62963e-09,21.9973889530148
Cl+ 3Po;v=3s2.3p3(2Do)4d,4.71698e-09,22.0309878957019
Cl+ 1Do;v=3s2.3p3(2Do)4d,5.49451e-09,22.1357521265899
Cl+ 1Po;v=3s2.3p3(2Do)4d,1.16279e-08,22.3003993438908
Cl+ 3Po;v=3s2.3p3(2Po)5s,1.0101e-08,22.6067572309016
Cl+ 3Fo;v=3s2.3p3(2Po)4d,3.81388e-09,22.8943939358248
Cl+ 3Fo;v=3s2.3p3(2Do)3d,,15.6258069635
Cl+ 1Do;v=3s2.3p3(2Do)4s,,16.0018944348
Cl+ 3Do;v=3s2.3p3(2Do)4s,,15.711745868
Cl+ 1Do;v=3s2.3p3(2Po)3d,,17.1868795509
Cl+ 3Fo;v=3s2.3p3(2Po)3d,,17.8530746752
Cl+ 3Po;v=3s2.3p3(2Po)3d,,17.9990465835
Cl+ 3Po;v=3s2.3p3(2Po)4s,,17.0811284285
Cl+ 3Do;v=3s2.3p3(4So)3d,,14.8530040058
Cl+ 5Do;v=3s2.3p3(4So)3d,,13.6747498367
Cl+ 3So;v=3s2.3p3(4So)4s,,13.9614591612
Cl+ 5So;v=3s2.3p3(4So)4s,,13.3750646253
