obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""23.79941""","=""""","=""5.05e+07""",C,"=""0.00000""","=""52.09548""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).6p""","=""2P""","=""3/2""",2,4,,"=""T7192LS""","=""""",
"=""""","=""23.80351""","=""""","=""2.02e+08""",C,"=""0.00000""","=""52.08652""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).6p""","=""2P""","=""1/2""",2,2,,"=""T7192LS""","=""""",
"=""""","=""23.80930""","=""""","=""2.52e+08""",C+,"=""0.02162""","=""52.09548""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).6p""","=""2P""","=""3/2""",4,4,,"=""T7192LS""","=""""",
"=""""","=""23.81340""","=""""","=""1.01e+08""",C,"=""0.02162""","=""52.08652""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).6p""","=""2P""","=""1/2""",4,2,,"=""T7192LS""","=""""",
"=""""","=""24.83204""","=""""","=""1.48e+08""",C+,"=""0.00000""","=""49.92913""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).5p""","=""2P""","=""3/2""",2,4,,"=""T7192LS""","=""""",
"=""""","=""24.83703""","=""""","=""6.08e+08""",C+,"=""0.00000""","=""49.91909""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).5p""","=""2P""","=""1/2""",2,2,,"=""T7192LS""","=""""",
"=""""","=""24.84279""","=""""","=""7.40e+08""",B,"=""0.02162""","=""49.92913""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).5p""","=""2P""","=""3/2""",4,4,,"=""T7192LS""","=""""",
"=""""","=""24.84779""","=""""","=""3.04e+08""",C+,"=""0.02162""","=""49.91909""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).5p""","=""2P""","=""1/2""",4,2,,"=""T7192LS""","=""""",
"=""25.795""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3513""",
"=""25.850""","=""""","=""650""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3513""",
"=""25.919""","=""""","=""700""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3513""",
"=""26.009""","=""""","=""800""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3513""",
"=""26.128""","=""""","=""800""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3513""",
"=""26.291""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3513""",
"=""""","=""26.48226""","=""""","=""3.12e+08""",B,"=""0.00000""","=""46.81783""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""",2,4,,"=""T7192LS""","=""""",
"=""""","=""26.48460""","=""""","=""1.25e+09""",B,"=""0.00000""","=""46.81369""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2P""","=""1/2""",2,2,,"=""T7192LS""","=""""",
"=""""","=""26.49449""","=""""","=""1.56e+09""",B,"=""0.02162""","=""46.81783""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""",4,4,,"=""T7192LS""","=""""",
"=""""","=""26.49684""","=""""","=""6.22e+08""",B,"=""0.02162""","=""46.81369""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2P""","=""1/2""",4,2,,"=""T7192LS""","=""""",
"=""""","=""26.51328""","=""""","=""7.93e+07""",C,"=""7.09030""","=""53.85335""","=""2s.2p2""","=""4P""","=""1/2""","=""2s.2p.(3P*).8d""","=""4P*""","=""1/2""",2,2,,"=""T7192LS""","=""""",
"=""""","=""26.51328""","=""""","=""1.98e+08""",C+,"=""7.09030""","=""53.85335""","=""2s.2p2""","=""4P""","=""1/2""","=""2s.2p.(3P*).8d""","=""4P*""","=""3/2""",2,4,,"=""T7192LS""","=""""",
"=""""","=""26.51717""","=""""","=""3.49e+08""",B,"=""7.09030""","=""53.84649""","=""2s.2p2""","=""4P""","=""1/2""","=""2s.2p.(3P*).8d""","=""4D*""","=""3/2""",2,4,,"=""T7192LS""","=""""",
