Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p""","=""2P*""","=""1/2""",2,"=""""","=""0.00000""","=""""","=""0""","=""L7288"""
"=""2s2.2p""","=""2P*""","=""3/2""",4,"=""""","=""0.02162""","=""""","=""""","="""""
"=""2s.2p2""","=""4P""","=""1/2""",2,"=""""","=""7.09030""","=""""","=""""","="""""
"=""2s.2p2""","=""4P""","=""3/2""",4,"=""""","=""7.09770""","=""""","=""""","="""""
"=""2s.2p2""","=""4P""","=""5/2""",6,"=""""","=""7.10775""","=""""","=""""","="""""
"=""2s.2p2""","=""2D""","=""5/2""",6,"=""""","=""12.52537""","=""""","=""""","="""""
"=""2s.2p2""","=""2D""","=""3/2""",4,"=""""","=""12.52620""","=""""","=""""","="""""
"=""2s.2p2""","=""2S""","=""1/2""",2,"=""""","=""16.24246""","=""""","=""""","="""""
"=""2s.2p2""","=""2P""","=""1/2""",2,"=""""","=""18.08628""","=""""","=""""","="""""
"=""2s.2p2""","=""2P""","=""3/2""",4,"=""""","=""18.09993""","=""""","=""""","="""""
"=""2p3""","=""4S*""","=""3/2""",4,"=""""","=""23.15989""","=""""","=""""","="""""
"=""2p3""","=""2D*""","=""5/2""",6,"=""""","=""25.17804""","=""""","=""""","="""""
"=""2p3""","=""2D*""","=""3/2""",4,"=""""","=""25.17981""","=""""","=""""","="""""
"=""2s2.3s""","=""2S""","=""1/2""",2,"=""""","=""27.43798""","=""""","=""""","="""""
"=""2p3""","=""2P*""","=""1/2""",2,"=""""","=""28.56649""","=""""","=""""","="""""
"=""2p3""","=""2P*""","=""3/2""",4,"=""""","=""28.56703""","=""""","=""""","="""""
"=""2s2.3p""","=""2P*""","=""1/2""",2,"=""""","=""30.45863""","=""""","=""""","="""""
"=""2s2.3p""","=""2P*""","=""3/2""",4,"=""""","=""30.46308""","=""""","=""""","="""""
"=""2s2.3d""","=""2D""","=""3/2""",4,"=""""","=""33.13334""","=""""","=""""","="""""
"=""2s2.3d""","=""2D""","=""5/2""",6,"=""""","=""33.13403""","=""""","=""""","="""""
"=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""",2,"=""""","=""35.64910""","=""""","=""""","="""""
"=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""",4,"=""""","=""35.65680""","=""""","=""""","="""""
