Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""1s2.2s""","=""2S""","=""1/2""",2,"=""""","=""0.00000""","=""""","=""0.00000""","="" 100                                           ""","=""L4714"""
"=""1s2.2p""","=""2P*""","=""1/2""",2,"=""[""","=""21.82264""","=""]""","=""0.00014""","="" 100                                           ""","=""u57"""
"=""1s2.2p""","=""2P*""","=""3/2""",4,"=""[""","=""22.54101""","=""]""","=""0.00011""","="" 100                                           ""","=""u57"""
"=""1s2.3s""","=""2S""","=""1/2""",2,"=""""","=""250.504""","=""""","=""""","=""                                               ""","="""""
"=""1s2.3p""","=""2P*""","=""1/2""",2,"=""""","=""256.495""","=""""","=""""","=""                                               ""","="""""
"=""1s2.3p""","=""2P*""","=""3/2""",4,"=""""","=""256.712""","=""""","=""""","=""                                               ""","="""""
"=""1s2.3d""","=""2D""","=""3/2""",4,"=""""","=""258.89""","=""""","=""""","=""                                               ""","="""""
"=""1s2.3d""","=""2D""","=""5/2""",6,"=""""","=""258.945""","=""""","=""""","=""                                               ""","="""""
"=""1s2.4s""","=""2S""","=""1/2""",2,"=""""","=""335.46""","=""""","=""""","=""                                               ""","="""""
"=""1s2.4p""","=""2P*""","=""1/2""",2,"=""""","=""337.996""","=""""","=""""","=""                                               ""","="""""
"=""1s2.4p""","=""2P*""","=""3/2""",4,"=""""","=""338.094""","=""""","=""""","=""                                               ""","="""""
"=""1s2.4d""","=""2D""","=""3/2""",4,"=""""","=""338.986""","=""""","=""""","=""                                               ""","="""""
"=""1s2.4d""","=""2D""","=""5/2""",6,"=""""","=""339.027""","=""""","=""""","=""                                               ""","="""""
"=""1s2.4f""","=""2F*""","=""5/2""",6,"=""[""","=""339.081""","=""]""","=""""","=""                                               ""","="""""
"=""1s2.4f""","=""2F*""","=""7/2""",8,"=""[""","=""339.10""","=""]""","=""""","=""                                               ""","="""""
"=""1s2.5s""","=""2S""","=""1/2""",2,"=""""","=""374.40""","=""""","=""""","=""                                               ""","="""""
"=""1s2.5p""","=""2P*""","=""3/2""",4,"=""""","=""375.63""","=""""","=""""","=""                                               ""","="""""
"=""1s2.5p""","=""2P*""","=""1/2""",2,"=""""","=""375.63""","=""""","=""""","=""                                               ""","="""""
"=""1s2.5d""","=""2D""","=""3/2""",4,"=""[""","=""376.089""","=""]""","=""""","=""                                               ""","="""""
"=""1s2.5d""","=""2D""","=""5/2""",6,"=""[""","=""376.102""","=""]""","=""""","=""                                               ""","="""""
"=""1s2.5f""","=""2F*""","=""5/2""",6,"=""[""","=""376.13""","=""]""","=""""","=""                                               ""","="""""
"=""1s2.5f""","=""2F*""","=""7/2""",8,"=""[""","=""376.138""","=""]""","=""""","=""                                               ""","="""""
"=""1s2.6p""","=""2P*""","=""3/2""",4,"=""""","=""395.96""","=""""","=""""","=""                                               ""","="""""
"=""1s2.6p""","=""2P*""","=""1/2""",2,"=""""","=""395.96""","=""""","=""""","=""                                               ""","="""""
"=""1s2.6d""","=""2D""","=""5/2""",6,"=""""","=""396.30""","=""""","=""""","=""                                               ""","="""""
"=""1s2.6d""","=""2D""","=""3/2""",4,"=""""","=""396.30""","=""""","=""""","=""                                               ""","="""""
"=""1s2.7p""","=""2P*""","=""3/2""",4,"=""""","=""408.17""","=""""","=""""","=""                                               ""","="""""
"=""1s2.7p""","=""2P*""","=""1/2""",2,"=""""","=""408.17""","=""""","=""""","=""                                               ""","="""""
"=""1s2.7d""","=""2D""","=""5/2""",6,"=""""","=""408.44""","=""""","=""""","=""                                               ""","="""""
"=""1s2.7d""","=""2D""","=""3/2""",4,"=""""","=""408.44""","=""""","=""""","=""                                               ""","="""""
"=""1s2.8p""","=""2P*""","=""3/2""",4,"=""""","=""416.15""","=""""","=""""","=""                                               ""","="""""
"=""1s2.8p""","=""2P*""","=""1/2""",2,"=""""","=""416.15""","=""""","=""""","=""                                               ""","="""""
"=""1s2.8d""","=""2D""","=""3/2""",4,"=""""","=""416.35""","=""""","=""""","=""                                               ""","="""""
"=""1s2.8d""","=""2D""","=""5/2""",6,"=""""","=""416.35""","=""""","=""""","=""                                               ""","="""""
"=""1s2.9p""","=""2P*""","=""3/2""",4,"=""""","=""421.48""","=""""","=""""","=""                                               ""","="""""
"=""1s2.9p""","=""2P*""","=""1/2""",2,"=""""","=""421.48""","=""""","=""""","=""                                               ""","="""""
"=""Al XII (1s2 1S<0>)""","=""Limit""","=""---""",,"=""(""","=""442.005""","="")""","=""0.007""","=""                                               ""","=""L16264c99"""
"=""1s.2s2""","=""2S""","=""1/2""",2,"=""(""","=""1557.229""","="")""","=""0.012""","=""  92         :     8  1s.2p2              2S   ""","=""L20125,L22456"""
"=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""1/2""",2,"=""""","=""1562.829""","=""+x""","=""0.004""","="" 100                                           ""","=""L22456,L6181,L5892,L20125"""
"=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""3/2""",4,"=""(""","=""1563.0256""","="")+x""","=""0""","="" 100                                           ""","=""L20125"""
"=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""5/2""",6,"=""""","=""1563.507""","=""+x""","=""0.004""","="" 100                                           ""","=""L22456,L6181,L5892,L20125"""
"=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""1/2""",2,"=""(""","=""1579.729""","="")""","=""0.008""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""3/2""",4,"=""(""","=""1580.126""","="")""","=""0.008""","=""  97         :     3  1s.(2S).2s.2p.(1P*) 2P*  ""","=""L20125,L22456"""
"=""1s.2p2""","=""4P""","=""1/2""",2,"=""""","=""1586.0514""","=""+x""","=""0.0017""","="" 100                                           ""","=""L22456,L6181,L5892,L20125"""
"=""1s.2p2""","=""4P""","=""3/2""",4,"=""""","=""1586.371""","=""+x""","=""0.003""","="" 100                                           ""","=""L22456,L6181,L5892,L20125"""
"=""1s.2p2""","=""4P""","=""5/2""",6,"=""""","=""1586.737""","=""+x""","=""0.006""","="" 100                                           ""","=""L22456,L6181,L5892,L20125"""
"=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""1/2""",2,"=""(""","=""1587.583""","="")""","=""0.010""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""3/2""",4,"=""(""","=""1587.720""","="")""","=""0.010""","=""  97         :     3  1s.(2S).2s.2p.(3P*) 2P*  ""","=""L20125,L22456"""
"=""1s.2p2""","=""2D""","=""5/2""",6,"=""(""","=""1596.748""","="")""","=""0.011""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.2p2""","=""2D""","=""3/2""",4,"=""(""","=""1596.883""","="")""","=""0.012""","=""  99         :     1  1s.2p2              2P   ""","=""L20125,L22456"""
"=""1s.2p2""","=""2P""","=""1/2""",2,"=""(""","=""1599.868""","="")""","=""0.008""","="" 100                                           ""","=""L20125,L22456"""
