obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""40.445""","=""40.4449+""","=""6""","=""""",,"=""0.464055""","=""31.1192""","=""4s2.4p2""","=""3P""","=""1""","=""4s2.4p.5s""","=""1P*""","=""1""",3,3,,"=""""","=""L9919""",
"=""41.087""","=""41.0850+""","=""6""","=""""",,"=""0.941702""","=""31.1192""","=""4s2.4p2""","=""3P""","=""2""","=""4s2.4p.5s""","=""1P*""","=""1""",5,3,,"=""""","=""L9919""",
"=""41.145""","=""41.1429+""","=""10""","=""""",,"=""0.464055""","=""30.5991""","=""4s2.4p2""","=""3P""","=""1""","=""4s2.4p.5s""","=""3P*""","=""2""",3,5,,"=""""","=""L9919""",
"=""41.508""","=""41.5065+""","=""10""","=""""",,"=""0.00000""","=""29.8710""","=""4s2.4p2""","=""3P""","=""0""","=""4s2.4p.5s""","=""3P*""","=""1""",1,3,,"=""""","=""L9919""",
"=""41.808""","=""41.8056+""","=""15w""","=""""",,"=""0.941702""","=""30.5991""","=""4s2.4p2""","=""3P""","=""2""","=""4s2.4p.5s""","=""3P*""","=""2""",5,5,,"=""""","=""L9919""",
"=""42.163""","=""42.1615+""","=""10""","=""""",,"=""0.464055""","=""29.8710""","=""4s2.4p2""","=""3P""","=""1""","=""4s2.4p.5s""","=""3P*""","=""1""",3,3,,"=""""","=""L9919""",
"=""42.856""","=""42.8576+""","=""12d""","=""""",,"=""0.941702""","=""29.8710""","=""4s2.4p2""","=""3P""","=""2""","=""4s2.4p.5s""","=""3P*""","=""1""",5,3,,"=""""","=""L9919""",
"=""43.241""","=""43.2395+""","=""15""","=""""",,"=""2.445332""","=""31.1192""","=""4s2.4p2""","=""1D""","=""2""","=""4s2.4p.5s""","=""1P*""","=""1""",5,3,,"=""""","=""L9919""",
"=""43.455""","=""43.45460+""","=""4""","=""""",,"=""0.941702""","=""29.473596""","=""4s2.4p2""","=""3P""","=""2""","=""4s2.4p.4d""","=""1P*""","=""1""",5,3,,"=""""","=""L10324""",
"=""44.037""","=""44.0383+""","=""6""","=""""",,"=""2.445332""","=""30.5991""","=""4s2.4p2""","=""1D""","=""2""","=""4s2.4p.5s""","=""3P*""","=""2""",5,5,,"=""""","=""L9919""",
