State,Lifetime /s,Energy /eV
F+ 3P;v=2s2.2p4,,0.0
F+ 1D;v=2s2.2p4,0.261629,2.5879120674756
F+ 1S;v=2s2.2p4,0.385862,5.56900615319382
F+ 3Po;v=2s.2p5,1e-10,20.4915116176713
F+ 5P;v=2s2.2p3(4So)3p,7.69231e-09,25.0998979633586
F+ 3P;v=2s2.2p3(4So)3p,8.33333e-09,25.7511719336006
F+ 5Do;v=2s2.2p3(4So)3d,3.4965e-09,28.6398131353269
F+ 3Do;v=2s2.2p3(4So)3d,4.8852e-09,28.7714813166322
F+ 3D;v=2s2.2p3(2Do)3p,5.71429e-09,29.2806726731492
F+ 1F;v=2s2.2p3(2Do)3p,5.88235e-09,29.5476044945715
F+ 3P;v=2s2.2p3(2Do)3p,4.7619e-09,29.77771385851
F+ 1D;v=2s2.2p3(2Do)3p,7.14286e-09,30.5346199290083
F+ 3F;v=2s2.2p3(4So)4f,4.26021e-09,31.5589537462821
F+ 3Fo;v=2s2.2p3(2Do)3d,6.83527e-08,32.8492275342715
F+ 3F;v=2s2.2p3(2Do)3p,,29.4465163104
F+ 1Do;v=2s2.2p3(2Do)3s,,26.6646156021
F+ 3Do;v=2s2.2p3(2Do)3s,,26.267446344
F+ 3So;v=2s2.2p3(4So)3s,,22.6717730447
F+ 5So;v=2s2.2p3(4So)3s,,21.8819536483
