Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
F+ 1D;v=2s2.2p4,F+ 3P;v=2s2.2p4,0.26163,-2.5879120674756
F+ 1S;v=2s2.2p4,F+ 1D;v=2s2.2p4,0.47619,-2.98109408571822
F+ 1S;v=2s2.2p4,F+ 3P;v=2s2.2p4,2.0342,-5.56900615319382
F+ 3Po;v=2s.2p5,F+ 3P;v=2s2.2p4,1e-10,-20.4915116176713
F+ 5P;v=2s2.2p3(4So)3p,F+ 3So;v=2s2.2p3(4So)3s,7.6923e-09,-2.4281249186586003
F+ 3P;v=2s2.2p3(4So)3p,F+ 3So;v=2s2.2p3(4So)3s,8.3333e-09,-3.0793988889005988
F+ 5Do;v=2s2.2p3(4So)3d,F+ 5P;v=2s2.2p3(4So)3p,3.4965e-09,-3.5399151719682997
F+ 3Do;v=2s2.2p3(4So)3d,F+ 3P;v=2s2.2p3(4So)3p,4.8852e-09,-3.020309383031602
F+ 3D;v=2s2.2p3(2Do)3p,F+ 3Do;v=2s2.2p3(2Do)3s,5.7143e-09,-3.0132263291492016
F+ 1F;v=2s2.2p3(2Do)3p,F+ 1Do;v=2s2.2p3(2Do)3s,5.8824e-09,-2.882988892471502
F+ 3P;v=2s2.2p3(2Do)3p,F+ 3Do;v=2s2.2p3(2Do)3s,4.7619e-09,-3.5102675145100015
F+ 1D;v=2s2.2p3(2Do)3p,F+ 1Do;v=2s2.2p3(2Do)3s,7.1429e-09,-3.870004326908301
F+ 3F;v=2s2.2p3(4So)4f,F+ 3Do;v=2s2.2p3(4So)3d,4.2602e-09,-2.787472429649899
F+ 3Fo;v=2s2.2p3(2Do)3d,F+ 3F;v=2s2.2p3(2Do)3p,6.8353e-08,-3.402711223871499
