Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""1s2.2s2""","=""1S""","=""0""",1,"=""""","=""0.0000""","=""""","=""0""","=""L4995"""
"=""1s2.2s.2p""","=""3P*""","=""0""",1,"=""""","=""17.4203""","=""""","=""""","="""""
"=""1s2.2s.2p""","=""3P*""","=""1""",3,"=""""","=""17.5600""","=""""","=""""","="""""
"=""1s2.2s.2p""","=""3P*""","=""2""",5,"=""""","=""17.8650""","=""""","=""""","="""""
"=""1s2.2s.2p""","=""1P*""","=""1""",3,"=""""","=""33.6849""","=""""","=""""","="""""
"=""1s2.2p2""","=""3P""","=""0""",1,"=""""","=""45.3604""","=""""","=""""","="""""
"=""1s2.2p2""","=""3P""","=""1""",3,"=""""","=""45.5219""","=""""","=""""","="""""
"=""1s2.2p2""","=""3P""","=""2""",5,"=""""","=""45.791""","=""""","=""""","="""""
"=""1s2.2p2""","=""1D""","=""2""",5,"=""""","=""50.23""","=""""","=""""","="""""
"=""1s2.2p2""","=""1S""","=""0""",1,"=""""","=""61.9466""","=""""","=""""","="""""
"=""1s2.2s.3s""","=""3S""","=""1""",3,"=""""","=""190.000""","=""""","=""""","="""""
"=""1s2.2s.3s""","=""1S""","=""0""",1,"=""""","=""193.177""","=""""","=""""","="""""
"=""1s2.2s.3p""","=""1P*""","=""1""",3,"=""""","=""197.581""","=""""","=""""","="""""
"=""1s2.2s.3p""","=""3P*""","=""1""",3,"=""""","=""198.06""","=""""","=""""","="""""
"=""1s2.2s.3p""","=""3P*""","=""0""",1,"=""""","=""198.06""","=""""","=""""","="""""
"=""1s2.2s.3p""","=""3P*""","=""2""",5,"=""""","=""198.06""","=""""","=""""","="""""
"=""1s2.2s.3d""","=""3D""","=""1""",3,"=""""","=""202.223""","=""""","=""""","="""""
"=""1s2.2s.3d""","=""3D""","=""2""",5,"=""""","=""202.239""","=""""","=""""","="""""
"=""1s2.2s.3d""","=""3D""","=""3""",7,"=""""","=""202.258""","=""""","=""""","="""""
"=""1s2.2s.3d""","=""1D""","=""2""",5,"=""""","=""205.142""","=""""","=""""","="""""
"=""1s2.2p.3s""","=""3P*""","=""0""",1,"=""""","=""212.030""","=""""","=""""","="""""
"=""1s2.2p.3s""","=""3P*""","=""1""",3,"=""""","=""212.168""","=""""","=""""","="""""
"=""1s2.2p.3s""","=""3P*""","=""2""",5,"=""""","=""212.497""","=""""","=""""","="""""
"=""1s2.2p.3s""","=""1P*""","=""1""",3,"=""""","=""216.109""","=""""","=""""","="""""
"=""1s2.2p.3p""","=""1P""","=""1""",3,"=""""","=""216.739""","=""""","=""""","="""""
"=""1s2.2p.3p""","=""3D""","=""1""",3,"=""""","=""217.651""","=""?""","=""""","="""""
"=""1s2.2p.3p""","=""3D""","=""2""",5,"=""""","=""217.775""","=""?""","=""""","="""""
