Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""1s""","=""2S""","=""1/2""",2,"=""""","=""0.0000000""","=""""","=""0.0000006""","="" 100                    ""","="""""
"=""2p""","=""2P*""","=""1/2""",2,"=""(""","=""255.1592460""","="")""","=""0.0000006""","="" 100                    ""","=""L19200"""
"=""2p""","=""2P*""","=""3/2""",4,"=""(""","=""255.187634988""","="")""","=""0.0000006""","="" 100                    ""","=""L19200"""
"=""2s""","=""2S""","=""1/2""",2,"=""(""","=""255.1609190""","="")""","=""0.0000006""","="" 100                    ""","=""L19200"""
"=""3p""","=""2P*""","=""1/2""",2,"=""(""","=""302.42171956""","="")""","=""0.00000006""","="" 100                    ""","=""L12548,L19200"""
"=""3p""","=""2P*""","=""3/2""",4,"=""(""","=""302.430131242""","="")""","=""0.000000025""","="" 100                    ""","=""L12548,L19200"""
"=""3s""","=""2S""","=""1/2""",2,"=""(""","=""302.42221880""","="")""","=""0.00000011""","="" 100                    ""","=""L12548,L19200"""
"=""3d""","=""2D""","=""3/2""",4,"=""(""","=""302.4301172788""","="")""","=""0.0000000012""","="" 100                    ""","=""L12548,L19200"""
"=""3d""","=""2D""","=""5/2""",6,"=""(""","=""302.4329194878""","="")""","=""0.0000000012""","="" 100                    ""","=""L12548,L19200"""
"=""4p""","=""2P*""","=""1/2""",2,"=""(""","=""318.962431200""","="")""","=""0.000000025""","="" 100                    ""","=""L12548,L19200"""
"=""4p""","=""2P*""","=""3/2""",4,"=""(""","=""318.965979777""","="")""","=""0.000000012""","="" 100                    ""","=""L12548,L19200"""
"=""4s""","=""2S""","=""1/2""",2,"=""(""","=""318.96264242""","="")""","=""0.00000005""","="" 100                    ""","=""L12548,L19200"""
"=""4d""","=""2D""","=""3/2""",4,"=""(""","=""318.96597381""","="")""","=""0.00000005""","="" 100                    ""","=""L12548,L19200"""
"=""4d""","=""2D""","=""5/2""",6,"=""(""","=""318.96715603""","="")""","=""0.00000005""","="" 100                    ""","=""L12548,L19200"""
"=""4f""","=""2F*""","=""5/2""",6,"=""(""","=""318.967153895""","="")""","=""0.000000012""","="" 100                    ""","=""L12548,L19200"""
"=""4f""","=""2F*""","=""7/2""",8,"=""(""","=""318.967744915""","="")""","=""0.000000012""","="" 100                    ""","=""L12548,L19200"""
