obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""""","=""3.680972442""","=""0.000000007""","=""""","=""2.6333e+09""",AA,"=""0.0000000""","=""(336.824576579)""","=""1s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""3.680974924""","=""0.000000007""","=""""","=""2.6319e+09""",AA,"=""0.0000000""","=""(336.824349499)""","=""1s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""3.689712866""","=""0.000000007""","=""""","=""3.6178e+09""",AA,"=""0.0000000""","=""(336.026685368)""","=""1s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""3.689716286""","=""0.000000007""","=""""","=""3.6159e+09""",AA,"=""0.0000000""","=""(336.026373867)""","=""1s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""3.703""","=""0.006""","=""3.702002103""","=""0.000000007""","=""10*""","=""5.1626e+09""",AA,"=""0.0000000""","=""(334.911204773)""","=""1s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""L4250,L12548""",
"=""3.703""","=""0.006""","=""3.702007005""","=""0.000000007""","=""10*""","=""5.1601e+09""",AA,"=""0.0000000""","=""(334.910761243)""","=""1s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""3.721""","=""0.006""","=""3.720074621""","=""0.000000007""","=""20*""","=""7.7311e+09""",AA,"=""0.0000000""","=""(333.284170499)""","=""1s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""L4250,L12548""",
"=""3.721""","=""0.006""","=""3.720082011""","=""0.000000007""","=""20*""","=""7.7276e+09""",AA,"=""0.0000000""","=""(333.283508424)""","=""1s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""3.748""","=""0.006""","=""3.748267927""","=""0.000000007""","=""80*""","=""1.2339e+10""",AA,"=""0.0000000""","=""(330.777310569)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""L3762""",
"=""3.748""","=""0.006""","=""3.748279841""","=""0.000000007""","=""80*""","=""1.2334e+10""",AA,"=""0.0000000""","=""(330.776259196)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""3.794""","=""0.006""","=""3.795979929""","=""0.000000007""","=""150*""","=""2.1499e+10""",AA,"=""0.0000000""","=""(326.619741814)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""L3762""",
"=""3.794""","=""0.006""","=""3.796001044""","=""0.000000007""","=""150*""","=""2.1491e+10""",AA,"=""0.0000000""","=""(326.617924998)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""3.887""","=""0.006""","=""3.887066530""","=""0.000000008""","=""300*""","=""4.2645e+10""",AA,"=""0.0000000""","=""(318.965979777)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""L3762""",
