State,Lifetime /s,Energy /eV
K 2S;v=3p6.4s,,0.0
K 2Po;v=3p6.4p,2.67809e-08,1.60992247446914
K 2S;v=3p6.5s,4.20681e-08,2.6069060085076
K 2D;v=3p6.3d,4.14179e-08,2.6701860835907
K 2Po;v=3p6.5p,1.37931e-07,3.06251263059884
K 2D;v=3p6.4d,2.87819e-07,3.39685310567053
K 2S;v=3p6.6s,7.12352e-08,3.40337452406664
K 2Fo;v=3p6.4f,6.34763e-08,3.48732228824917
K 2Po;v=3p6.6p,5.4407e-07,3.59537202460286
K 2D;v=3p6.5d,2.31054e-06,3.74246348439633
K 2Fo;v=3p6.5f,1.17261e-07,3.79465962783282
K 2D;v=3p6.6d,2.13698e-06,3.92973729594221
K 2Fo;v=3p6.6f,2.10331e-07,3.96160049989276
