label,energy_eV
Zn II (4s 2S<1/2>),9.394197
Zn II (4p 2P*<1/2>),15.405075
Zn II (4p 2P*<3/2>),15.513442
Zn II (3d9.4s2 2D<5/2>),17.17079
Zn II (3d9.4s2 2D<3/2>),17.507926
Zn II (5s 2S<1/2>),20.359006
