State,Lifetime /s,Energy /eV
Zn 1S;v=3d10.4s2,,0.0
Zn 3Po;v=3d10.4s.4p,2.63158e-05,4.02956706956469
Zn 1Po;v=3d10.4s.4p,1.40056e-09,5.79555725272232
Zn 1S;v=3d10.4s.5s,4.16667e-08,6.91681968030172
Zn 1D;v=3d10.4s.4d,2.12766e-08,7.74368842001902
Zn 3D;v=3d10.4s.4d,6.19195e-09,7.78214743116866
Zn 3Po;v=3d9.4s2.4p,3.22581e-08,11.1864642134066
Zn 2[3/2]o;v=3d9(2D_5/2)4s2.5p,3.84615e-08,15.3078518621377
Zn 2[1/2]o;v=3d9(2D_3/2)4s2.5p,5.55556e-08,15.6133418797803
Zn 2[3/2]o;v=3d9(2D_3/2)4s2.5p,1.75439e-07,15.6542557214288
Zn 2[3/2]o;v=3d9(2D_5/2)4s2.6p,1.31579e-07,16.195930188588
