Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""4d.5s2""","=""a 2D""","=""3/2""",4,"=""""","=""0.0000000""","=""""","=""0.0000000""","=""L7610"""
"=""4d.5s2""","=""a 2D""","=""5/2""",6,"=""""","=""0.06575514""","=""""","=""0.00000012""","=""L7610"""
"=""5s2.5p""","=""z 2P*""","=""1/2""",2,"=""""","=""1.30545058""","=""""","=""0.00000012""","=""L7610"""
"=""5s2.5p""","=""z 2P*""","=""3/2""",4,"=""""","=""1.40843037""","=""""","=""0.00000012""","=""L7610"""
"=""4d2.(3F).5s""","=""a 4F""","=""3/2""",4,"=""""","=""1.35606353""","=""""","=""0.00000012""","=""L7610"""
"=""4d2.(3F).5s""","=""a 4F""","=""5/2""",6,"=""""","=""1.37357308""","=""""","=""0.00000012""","=""L7610"""
"=""4d2.(3F).5s""","=""a 4F""","=""7/2""",8,"=""""","=""1.39828486""","=""""","=""0.00000012""","=""L7610"""
"=""4d2.(3F).5s""","=""a 4F""","=""9/2""",10,"=""""","=""1.42979768""","=""""","=""0.00000025""","=""L7610"""
"=""4d.5s.(3D).5p""","=""z 4F*""","=""3/2""",4,"=""""","=""1.85343904""","=""""","=""0.00000012""","=""L7610"""
"=""4d.5s.(3D).5p""","=""z 4F*""","=""5/2""",6,"=""""","=""1.89023866""","=""""","=""0.00000012""","=""L7610"""
"=""4d.5s.(3D).5p""","=""z 4F*""","=""7/2""",8,"=""""","=""1.94810445""","=""""","=""0.00000012""","=""L7610"""
"=""4d.5s.(3D).5p""","=""z 4F*""","=""9/2""",10,"=""""","=""2.01280684""","=""""","=""0.00000025""","=""L7610"""
"=""4d2.(3P).5s""","=""a 4P""","=""1/2""",2,"=""""","=""1.88724197""","=""""","=""0.00000025""","=""L7610"""
"=""4d2.(3P).5s""","=""a 4P""","=""3/2""",4,"=""""","=""1.90053704""","=""""","=""0.00000012""","=""L7610"""
"=""4d2.(3P).5s""","=""a 4P""","=""5/2""",6,"=""""","=""1.91884554""","=""""","=""0.00000012""","=""L7610"""
"=""4d2.(3F).5s""","=""a 2F""","=""5/2""",6,"=""""","=""1.90027370""","=""""","=""0.00000012""","=""L7610"""
"=""4d2.(3F).5s""","=""a 2F""","=""7/2""",8,"=""""","=""1.96694496""","=""""","=""0.00000012""","=""L7610"""
"=""4d2.(1D).5s""","=""b 2D""","=""3/2""",4,"=""""","=""1.98300885""","=""""","=""0.00000012""","=""L7610"""
"=""4d2.(1D).5s""","=""b 2D""","=""5/2""",6,"=""""","=""2.00344392""","=""""","=""0.00000012""","=""L7610"""
"=""4d.5s.(3D).5p""","=""z 2D*""","=""5/2""",6,"=""""","=""1.99193807""","=""""","=""0.00000012""","=""L7610"""
"=""4d.5s.(3D).5p""","=""z 2D*""","=""3/2""",4,"=""""","=""2.00186598""","=""""","=""0.00000012""","=""L7610"""
"=""4d.5s.(3D).5p""","=""z 4D*""","=""1/2""",2,"=""""","=""2.03779275""","=""""","=""0.00000012""","=""L7610"""
"=""4d.5s.(3D).5p""","=""z 4D*""","=""3/2""",4,"=""""","=""2.05780343""","=""""","=""0.00000012""","=""L7610"""
"=""4d.5s.(3D).5p""","=""z 4D*""","=""5/2""",6,"=""""","=""2.08499775""","=""""","=""0.00000012""","=""L7610"""
