obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""24.0859""","=""""","=""1.43e+09""",C,"=""0.0000000""","=""51.4758""","=""2s2.2p2""","=""3P""","=""0""","=""2s2.2p.(2P*).6d""","=""3D*""","=""1""",1,3,,"=""T5376LS""","=""""",
"=""""","=""24.0925""","=""""","=""1.93e+09""",C,"=""0.0140323""","=""51.4758""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p.(2P*).6d""","=""3D*""","=""2""",3,5,,"=""T5376LS""","=""""",
"=""""","=""24.0925""","=""""","=""1.07e+09""",C,"=""0.0140323""","=""51.4758""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p.(2P*).6d""","=""3D*""","=""1""",3,3,,"=""T5376LS""","=""""",
"=""""","=""24.1037""","=""""","=""2.56e+09""",C,"=""0.0379607""","=""51.4758""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.(2P*).6d""","=""3D*""","=""3""",5,7,,"=""T5376LS""","=""""",
"=""""","=""24.1037""","=""""","=""6.41e+08""",C,"=""0.0379607""","=""51.4758""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.(2P*).6d""","=""3D*""","=""2""",5,5,,"=""T5376LS""","=""""",
"=""""","=""24.1037""","=""""","=""7.12e+07""",D,"=""0.0379607""","=""51.4758""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.(2P*).6d""","=""3D*""","=""1""",5,3,,"=""T5376LS""","=""""",
"=""""","=""24.6265""","=""""","=""3.71e+09""",C+,"=""2.513565""","=""52.859""","=""2s2.2p2""","=""1D""","=""2""","=""2s.2p2.(2D).3p""","=""1D*""","=""2""",5,5,,"=""T5376""","=""""",
"=""""","=""24.8320""","=""""","=""2.52e+09""",C+,"=""2.513565""","=""52.4427""","=""2s2.2p2""","=""1D""","=""2""","=""2s2.2p.(2P*).7d""","=""1F*""","=""3""",5,7,,"=""T5376""","=""""",
"=""""","=""25.642331""","=""""","=""9.95e+09""",C+,"=""7.479321""","=""55.830696""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).4d""","=""5P""","=""1""",5,3,,"=""T5376LS""","=""""",
"=""""","=""25.645888""","=""""","=""9.94e+09""",C+,"=""7.479321""","=""55.823989""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).4d""","=""5P""","=""2""",5,5,,"=""T5376LS""","=""""",
"=""""","=""25.650699""","=""""","=""9.94e+09""",C+,"=""7.479321""","=""55.814923""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).4d""","=""5P""","=""3""",5,7,,"=""T5376LS""","=""""",
"=""""","=""26.10239""","=""""","=""5.17e+09""",C+,"=""2.513565""","=""50.01275""","=""2s2.2p2""","=""1D""","=""2""","=""2s2.2p.(2P*).5d""","=""1F*""","=""3""",5,7,,"=""T5376""","=""""",
"=""""","=""26.21105""","=""""","=""2.26e+09""",C+,"=""2.513565""","=""49.81582""","=""2s2.2p2""","=""1D""","=""2""","=""2s2.2p.(2P*).5d""","=""1D*""","=""2""",5,5,,"=""T5376""","=""""",
"=""""","=""26.369420""","=""""","=""3.32e+09""",C+,"=""0.0000000""","=""47.018174""","=""2s2.2p2""","=""3P""","=""0""","=""2s2.2p.(2P*).4d""","=""3D*""","=""1""",1,3,,"=""T5376LS""","=""""",
"=""""","=""26.372709""","=""""","=""4.48e+09""",C+,"=""0.0140323""","=""47.026342""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p.(2P*).4d""","=""3D*""","=""2""",3,5,,"=""T5376LS""","=""""",
"=""""","=""26.377292""","=""""","=""2.49e+09""",C+,"=""0.0140323""","=""47.018174""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p.(2P*).4d""","=""3D*""","=""1""",3,3,,"=""T5376LS""","=""""",
"=""""","=""26.381704""","=""""","=""5.97e+09""",C+,"=""0.0379607""","=""47.034243""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.(2P*).4d""","=""3D*""","=""3""",5,7,,"=""T5376LS""","=""""",
"=""""","=""26.386139""","=""""","=""1.49e+09""",C+,"=""0.0379607""","=""47.026342""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.(2P*).4d""","=""3D*""","=""2""",5,5,,"=""T5376LS""","=""""",
"=""""","=""26.390727""","=""""","=""1.66e+08""",C,"=""0.0379607""","=""47.018174""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.(2P*).4d""","=""3D*""","=""1""",5,3,,"=""T5376LS""","=""""",
"=""""","=""26.425815""","=""""","=""2.34e+09""",C+,"=""0.0000000""","=""46.917833""","=""2s2.2p2""","=""3P""","=""0""","=""2s.2p2.(4P).3p""","=""3P*""","=""1""",1,3,,"=""T5376LS""","=""""",
"=""""","=""26.432511""","=""""","=""7.03e+09""",C+,"=""0.0140323""","=""46.919980""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3P*""","=""0""",3,1,,"=""T5376LS""","=""""",
"=""26.434""","=""26.433721""","=""80bl""","=""1.76e+09""",C+,"=""0.0140323""","=""46.917833""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3P*""","=""1""",3,3,,"=""T5376LS""","=""L3492""",
"=""""","=""26.434571""","=""""","=""1.76e+09""",C+,"=""0.0140323""","=""46.916325""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3P*""","=""2""",3,5,,"=""T5376LS""","=""""",
