Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p2""","=""3P""","=""0""",1,"=""""","=""0.0000000""","=""""","=""0""","=""L7288"""
"=""2s2.2p2""","=""3P""","=""1""",3,"=""""","=""0.0140323""","=""""","=""""","="""""
"=""2s2.2p2""","=""3P""","=""2""",5,"=""""","=""0.0379607""","=""""","=""""","="""""
"=""2s2.2p2""","=""1D""","=""2""",5,"=""""","=""2.513565""","=""""","=""""","="""""
"=""2s2.2p2""","=""1S""","=""0""",1,"=""""","=""5.354349""","=""""","=""""","="""""
"=""2s.2p3""","=""5S*""","=""2""",5,"=""""","=""7.479321""","=""""","=""""","="""""
"=""2s.2p3""","=""3D*""","=""3""",7,"=""""","=""14.88123""","=""""","=""""","="""""
"=""2s.2p3""","=""3D*""","=""2""",5,"=""""","=""14.88472""","=""""","=""""","="""""
"=""2s.2p3""","=""3D*""","=""1""",3,"=""""","=""14.88532""","=""""","=""""","="""""
"=""2s.2p3""","=""3P*""","=""2""",5,"=""""","=""17.65299""","=""""","=""""","="""""
"=""2s.2p3""","=""3P*""","=""1""",3,"=""""","=""17.65309""","=""""","=""""","="""""
"=""2s.2p3""","=""3P*""","=""0""",1,"=""""","=""17.65454""","=""""","=""""","="""""
"=""2s.2p3""","=""1D*""","=""2""",5,"=""""","=""23.19174""","=""""","=""""","="""""
"=""2s.2p3""","=""3S*""","=""1""",3,"=""""","=""24.43576""","=""""","=""""","="""""
"=""2s.2p3""","=""1P*""","=""1""",3,"=""""","=""26.09394""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3s""","=""3P*""","=""0""",1,"=""""","=""33.135857""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3s""","=""3P*""","=""1""",3,"=""""","=""33.150537""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3s""","=""3P*""","=""2""",5,"=""""","=""33.182387""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3s""","=""1P*""","=""1""",3,"=""""","=""33.857770""","=""""","=""""","="""""
"=""2p4""","=""3P""","=""2""",5,"=""""","=""35.181719""","=""""","=""""","="""""
"=""2p4""","=""3P""","=""1""",3,"=""""","=""35.208710""","=""""","=""""","="""""
"=""2p4""","=""3P""","=""0""",1,"=""""","=""35.220427""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3p""","=""1P""","=""1""",3,"=""""","=""36.074225""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3p""","=""3D""","=""1""",3,"=""""","=""36.434801""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3p""","=""3D""","=""2""",5,"=""""","=""36.451709""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3p""","=""3D""","=""3""",7,"=""""","=""36.479011""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3p""","=""3S""","=""1""",3,"=""""","=""36.892572""","=""""","=""""","="""""
"=""2p4""","=""1D""","=""2""",5,"=""""","=""36.98374""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3p""","=""3P""","=""0""",1,"=""""","=""37.223767""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3p""","=""3P""","=""1""",3,"=""""","=""37.233938""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3p""","=""3P""","=""2""",5,"=""""","=""37.250129""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3p""","=""1D""","=""2""",5,"=""""","=""38.011829""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3p""","=""1S""","=""0""",1,"=""""","=""38.906585""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3d""","=""3F*""","=""2""",5,"=""""","=""40.228518""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3d""","=""3F*""","=""3""",7,"=""""","=""40.252809""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3d""","=""3F*""","=""4""",9,"=""""","=""40.274907""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3d""","=""1D*""","=""2""",5,"=""""","=""40.262089""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3d""","=""3D*""","=""1""",3,"=""""","=""40.571256""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3d""","=""3D*""","=""2""",5,"=""""","=""40.577338""","=""""","=""""","="""""
"=""2s2.2p.(2P*).3d""","=""3D*""","=""3""",7,"=""""","=""40.586496""","=""""","=""""","="""""
