obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""18.7024""","=""0g""","=""3.11e+08""",D+,"=""0.00000""","=""66.2932""","=""2p6.3s2""","=""1S""","=""0""","=""3s.8p""","=""1P*""","=""1""",1,3,,"=""T7195""","=""L5337""",
"=""""","=""19.2093+""","=""""","=""9.77e-01""",D,"=""0.00000""","=""64.5439""","=""2p6.3s2""","=""1S""","=""0""","=""3s.7p""","=""3P*""","=""2""",1,5,M2,"=""T5518""","=""""",
"=""19.2553""","=""19.2555""","=""1g""","=""3.00e+08""",D+,"=""0.00000""","=""64.3890""","=""2p6.3s2""","=""1S""","=""0""","=""3s.7p""","=""1P*""","=""1""",1,3,,"=""T7195""","=""L5337""",
"=""20.2965""","=""20.29608""","=""3g""","=""4.31e+08""",D+,"=""0.00000""","=""61.08776""","=""2p6.3s2""","=""1S""","=""0""","=""3s.6p""","=""1P*""","=""1""",1,3,,"=""T7195""","=""L5337""",
"=""""","=""20.40463+""","=""""","=""1.39e+00""",D,"=""0.00000""","=""60.76277""","=""2p6.3s2""","=""1S""","=""0""","=""3s.6p""","=""3P*""","=""2""",1,5,M2,"=""T5518""","=""""",
"=""21.4648""","=""21.4649""","=""0""","=""""",,"=""10.43392""","=""68.1952""","=""3s.3p""","=""3P*""","=""2""","=""3s.9d""","=""3D""","=""3""",5,7,,"=""""","=""L5337""",
"=""21.6790""","=""21.6784""","=""0""","=""""",,"=""10.33948""","=""67.5321""","=""3s.3p""","=""3P*""","=""1""","=""3s.9s""","=""3S""","=""1""",3,3,,"=""""","=""L5337""",
"=""21.7138""","=""21.7142""","=""0""","=""""",,"=""10.43392""","=""67.5321""","=""3s.3p""","=""3P*""","=""2""","=""3s.9s""","=""3S""","=""1""",5,3,,"=""""","=""L5337""",
"=""21.8781""","=""21.8791""","=""1w""","=""""",,"=""10.33948""","=""67.0074""","=""3s.3p""","=""3P*""","=""1""","=""3s.8d""","=""1D""","=""2""",3,5,,"=""""","=""L5337""",
"=""21.9146""","=""21.9146""","=""1w""","=""""",,"=""10.43392""","=""67.0099""","=""3s.3p""","=""3P*""","=""2""","=""3s.8d""","=""3D""","=""3""",5,7,,"=""""","=""L5337""",
"=""22.2663""","=""22.2663""","=""0""","=""""",,"=""10.33948""","=""66.0220""","=""3s.3p""","=""3P*""","=""1""","=""3s.8s""","=""3S""","=""1""",3,3,,"=""""","=""L5337""",
