label,energy_eV
Ne III (2p4 3P<2>),40.96297
Ne III (2s2.2p4 3P<1>),41.04268
Ne III (2s2.2p4 3P<0>),41.07711
Ne III (2s2.2p4 1D<2>),44.1668
Ne III (2s2.2p4 1S<0>),47.87542
