Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
N 2Do;v=2s2.2p3,N 4So;v=2s2.2p3,49164.0,-2.38455787634845
N 2Po;v=2s2.2p3,N 2Do;v=2s2.2p3,11.412,-1.19092754158644
N 2Po;v=2s2.2p3,N 4So;v=2s2.2p3,384.62,-3.57548541793489
N 4P;v=2s2.2p2(3P)3s,N 4So;v=2s2.2p3,2.5e-09,-10.3256741795225
N 2P;v=2s2.2p2(3P)3s,N 2Do;v=2s2.2p3,2.8902e-09,-8.29487225582805
N 2P;v=2s2.2p2(3P)3s,N 2Po;v=2s2.2p3,8.0906e-09,-7.103944714241611
N 2P;v=2s2.2p2(3P)3s,N 4So;v=2s2.2p3,3.6765e-05,-10.6794301321765
N 4P;v=2s.2p4,N 4So;v=2s2.2p3,6.6225e-09,-10.9315089892669
N 4P;v=2s.2p4,N 4P;v=2s2.2p2(3P)3s,743.99,-0.6058348097444011
N 2So;v=2s2.2p2(3P)3p,N 2P;v=2s2.2p2(3P)3s,1.1338e-07,-0.9229418787883983
N 2So;v=2s2.2p2(3P)3p,N 4P;v=2s2.2p2(3P)3s,8.19e-05,-1.2766978314423998
N 4Do;v=2s2.2p2(3P)3p,N 4P;v=2s2.2p2(3P)3s,3.9448e-08,-1.4241488371170004
N 4Do;v=2s2.2p2(3P)3p,N 4P;v=2s.2p4,1.0905e-06,-0.8183140273725993
N 4Po;v=2s2.2p2(3P)3p,N 4P;v=2s2.2p2(3P)3s,3.2383e-08,-1.5114812918360006
N 4Po;v=2s2.2p2(3P)3p,N 4P;v=2s.2p4,1.5129e-06,-0.9056464820915995
N 4Po;v=2s2.2p2(3P)3p,N 2P;v=2s2.2p2(3P)3s,0.00011561,-1.157725339181999
N 4So;v=2s2.2p2(3P)3p,N 4P;v=2s2.2p2(3P)3s,2.6925e-08,-1.6696194888745008
N 4So;v=2s2.2p2(3P)3p,N 4P;v=2s.2p4,2.2764e-07,-1.0637846791300998
N 4So;v=2s2.2p2(3P)3p,N 2P;v=2s2.2p2(3P)3s,3.3663e-05,-1.3158635362204993
N 2Do;v=2s2.2p2(3P)3p,N 2P;v=2s2.2p2(3P)3s,3.9952e-08,-1.3204384476049
N 2Do;v=2s2.2p2(3P)3p,N 4P;v=2s2.2p2(3P)3s,2.3474e-05,-1.6741944002589015
N 2Do;v=2s2.2p2(3P)3p,N 4P;v=2s.2p4,0.00017007,-1.0683595905145005
N 2Po;v=2s2.2p2(3P)3p,N 2P;v=2s2.2p2(3P)3s,3.1646e-08,-1.4422501125130989
N 2Po;v=2s2.2p2(3P)3p,N 4P;v=2s.2p4,0.00084033,-1.1901712554226993
N 2Po;v=2s2.2p2(3P)3p,N 4P;v=2s2.2p2(3P)3s,0.0059524,-1.7960060651671004
N 2D;v=2s2.2p2(1D)3s,N 2Do;v=2s2.2p3,2.9129e-09,-9.971905828734648
N 2D;v=2s2.2p2(1D)3s,N 2Po;v=2s2.2p3,1.8282e-08,-8.780978287148208
N 2D;v=2s2.2p2(1D)3s,N 2Do;v=2s2.2p2(3P)3p,0.00012225,-0.35659512530169835
N 2D;v=2s2.2p2(1D)3s,N 2Po;v=2s2.2p2(3P)3p,0.00035311,-0.2347834603934995
N 2D;v=2s2.2p2(1D)3s,N 4So;v=2s2.2p3,0.0053763,-12.3564637050831
N 4P;v=2s2.2p2(3P)4s,N 4So;v=2s2.2p3,1.8103e-08,-12.8473182216613
N 4P;v=2s2.2p2(3P)4s,N 4Do;v=2s2.2p2(3P)3p,6.2927e-08,-1.0974952050218008
N 4P;v=2s2.2p2(3P)4s,N 4Po;v=2s2.2p2(3P)3p,1.0897e-07,-1.0101627503028006
N 4P;v=2s2.2p2(3P)4s,N 4So;v=2s2.2p2(3P)3p,9.8938e-07,-0.8520245532643003
N 4P;v=2s2.2p2(3P)4s,N 2Do;v=2s2.2p3,5.6139e-06,-10.462760345312851
N 2P;v=2s2.2p2(3P)4s,N 2Do;v=2s2.2p3,9.6927e-09,-10.52747860392055
N 2P;v=2s2.2p2(3P)4s,N 2Po;v=2s2.2p3,7.1824e-08,-9.33655106233411
