obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""64.750""","=""""","=""140""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3513""",
"=""69.270""","=""""","=""350""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3513""",
"=""""","=""86.5227""","=""""","=""3.74e+06""",D,"=""0.0000000""","=""14.32967""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).9s""","=""4P""","=""5/2""",4,6,,"=""T5723LS""","=""""",
"=""""","=""86.5835""","=""""","=""3.74e+06""",D,"=""0.0000000""","=""14.31962""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).9s""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""""",
"=""""","=""86.6180""","=""""","=""3.73e+06""",E,"=""0.0000000""","=""14.31391""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).9s""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""""",
"=""""","=""86.9404""","=""""","=""5.56e+06""",D+,"=""0.0000000""","=""14.26082""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).8s""","=""4P""","=""5/2""",4,6,,"=""T5723LS""","=""""",
"=""""","=""87.0026""","=""""","=""5.55e+06""",D,"=""0.0000000""","=""14.25063""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).8s""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""""",
"=""""","=""87.0367""","=""""","=""5.54e+06""",D,"=""0.0000000""","=""14.24504""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).8s""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""""",
"=""""","=""87.5277""","=""""","=""3.40e+07""",D+,"=""0.0000000""","=""14.16513""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6d""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""""",
"=""""","=""87.5657""","=""""","=""3.39e+07""",D+,"=""0.0000000""","=""14.15900""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6d""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""""",
"=""""","=""87.5721""","=""""","=""3.39e+07""",D+,"=""0.0000000""","=""14.15795""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6d""","=""4P""","=""5/2""",4,6,,"=""T5723LS""","=""""",
"=""""","=""87.606697""","=""""","=""8.81e+06""",D+,"=""0.0000000""","=""14.1523654""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""5/2""",4,6,,"=""T5723LS""","=""""",
"=""""","=""87.664582""","=""""","=""8.79e+06""",D+,"=""0.0000000""","=""14.1430205""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""""",
"=""""","=""87.698794""","=""""","=""8.78e+06""",D,"=""0.0000000""","=""14.1375033""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""""",
"=""88.567""","=""""","=""90""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3513""",
"=""""","=""88.59729""","=""""","=""5.58e+07""",D+,"=""0.0000000""","=""13.994130""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""""",
"=""""","=""88.62261""","=""""","=""5.58e+07""",D+,"=""0.0000000""","=""13.990131""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""""",
"=""""","=""88.633263""","=""""","=""5.58e+07""",D+,"=""0.0000000""","=""13.9884501""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""5/2""",4,6,,"=""T5723LS""","=""""",
