Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p3""","=""4S*""","=""3/2""",4,"=""""","=""0.0000000""","=""""","=""0""","=""L7288"""
"=""2s2.2p3""","=""2D*""","=""5/2""",6,"=""""","=""2.3835298""","=""""","=""""","="""""
"=""2s2.2p3""","=""2D*""","=""3/2""",4,"=""""","=""2.3846100""","=""""","=""""","="""""
"=""2s2.2p3""","=""2P*""","=""1/2""",2,"=""""","=""3.5755704""","=""""","=""""","="""""
"=""2s2.2p3""","=""2P*""","=""3/2""",4,"=""""","=""3.5756182""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""",2,"=""""","=""10.3259087""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""",4,"=""""","=""10.3300944""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""",6,"=""""","=""10.3358956""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""",2,"=""""","=""10.6796703""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""",4,"=""""","=""10.6899808""","=""""","=""""","="""""
"=""2s.2p4""","=""4P""","=""5/2""",6,"=""""","=""10.9239080""","=""""","=""""","="""""
"=""2s.2p4""","=""4P""","=""3/2""",4,"=""""","=""10.9293522""","=""""","=""""","="""""
"=""2s.2p4""","=""4P""","=""1/2""",2,"=""""","=""10.9317574""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""",2,"=""""","=""11.6026335""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""",2,"=""""","=""11.7500916""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""",4,"=""""","=""11.7528949""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""",6,"=""""","=""11.7575319""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""",8,"=""""","=""11.7638464""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""",2,"=""""","=""11.8374298""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""",4,"=""""","=""11.8397086""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""",6,"=""""","=""11.8444770""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""",4,"=""""","=""11.9955753""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""",4,"=""""","=""12.0001429""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""",6,"=""""","=""12.0096116""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""",2,"=""""","=""12.1219574""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""",4,"=""""","=""12.1263787""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",6,"=""""","=""12.3566901""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",4,"=""""","=""12.3567502""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4s""","=""4P""","=""1/2""",2,"=""""","=""12.847554""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4s""","=""4P""","=""3/2""",4,"=""""","=""12.853090""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4s""","=""4P""","=""5/2""",6,"=""""","=""12.861560""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4s""","=""2P""","=""1/2""",2,"=""""","=""12.9123120""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""",4,"=""""","=""12.9218353""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""",4,"=""""","=""12.9706652""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""",2,"=""""","=""12.9754460""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""",4,"=""""","=""12.9766983""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""",6,"=""""","=""12.9790453""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4F""","=""7/2""",8,"=""""","=""12.9832471""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4F""","=""9/2""",10,"=""""","=""12.989300""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""",6,"=""""","=""12.9948285""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2F""","=""7/2""",8,"=""""","=""13.0036301""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""",6,"=""""","=""12.9966572""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",4,"=""""","=""13.000950""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""",2,"=""""","=""13.004219""","=""""","=""""","="""""
