label,energy_eV
Ca II (4s 2S<1/2>),6.113154921
Ca II (3d 2D<3/2>),7.805568
Ca II (3d 2D<5/2>),7.813092
Ca II (4p 2P*<1/2>),9.236508
Ca II (4p 2P*<3/2>),9.264143
Ca II (3p5.4s2 2P*<3/2>),34.313
Ca II (3p5.4s2 2P*<1/2>),34.657
