obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""215.148""","=""215.14717""","=""2""","=""6.1e+06""",C,"=""0.0000000""","=""5.7627624""","=""3p6.4s2""","=""1S""","=""0""","=""3p6.4s.8p""","=""1P*""","=""1""",1,3,,"=""T793n""","=""L6097""",
"=""220.142""","=""220.14136""","=""5""","=""1.53e+07""",C,"=""0.0000000""","=""5.6320266""","=""3p6.4s2""","=""1S""","=""0""","=""3p6.4s.7p""","=""1P*""","=""1""",1,3,,"=""T793n""","=""L6097""",
"=""227.616""","=""227.61686""","=""6""","=""3.01e+07""",C+,"=""0.0000000""","=""5.4470569""","=""3p6.4s2""","=""1S""","=""0""","=""3p6.4s.np""","=""w 1P*""","=""1""",1,3,,"=""T134n,T654n""","=""L6097""",
"=""239.929""","=""239.92893""","=""8""","=""1.67e+07""",C+,"=""0.0000000""","=""5.1675384""","=""3p6.4s2""","=""1S""","=""0""","=""3p6.4s.6p""","=""1P*""","=""1""",1,3,,"=""T134n,T654n""","=""L6097""",
"=""""","=""254.22443""","=""""","=""1.7e+04""",D,"=""0.0000000""","=""4.8769584""","=""3p6.4s2""","=""1S""","=""0""","=""3p6.3d.4p""","=""3P*""","=""1""",1,3,,"=""T654""","=""""",
"=""""","=""261.83225""","=""""","=""1.6e+04""",D,"=""0.0000000""","=""4.7352531""","=""3p6.4s2""","=""1S""","=""0""","=""3p6.3d.4p""","=""3D*""","=""1""",1,3,,"=""T654""","=""""",
"=""272.246""","=""272.24504""","=""7""","=""2.7e+05""",D,"=""0.0000000""","=""4.5541398""","=""3p6.4s2""","=""1S""","=""0""","=""3p6.4s.5p""","=""1P*""","=""1""",1,3,,"=""T134n""","=""L6097""",
"=""299.583""","=""299.58308""","=""9""","=""3.67e+07""",C,"=""1.8793402""","=""6.0178983""","=""3p6.4s.4p""","=""3P*""","=""0""","=""3p6.3d2""","=""3P""","=""1""",1,3,,"=""T539n,LS""","=""L6097""",
"=""299.818""","=""299.81898""","=""8""","=""2.41e+07""",C,"=""1.8858075""","=""6.0211093""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.3d2""","=""3P""","=""2""",3,5,,"=""T539n,LS""","=""L6097""",
"=""300.051""","=""300.05197""","=""8""","=""2.79e+07""",C,"=""1.8858075""","=""6.0178983""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.3d2""","=""3P""","=""1""",3,3,,"=""T539n,LS""","=""L6097""",
"=""300.173""","=""300.17383""","=""9""","=""1.58e+08""",C,"=""1.8858075""","=""6.0162208""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.3d2""","=""3P""","=""0""",3,1,,"=""T539n,LS""","=""L6097""",
"=""300.774""","=""300.77378""","=""10""","=""7.5e+07""",C,"=""1.8989349""","=""6.0211093""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.3d2""","=""3P""","=""2""",5,5,,"=""T539n,LS""","=""L6097""",
"=""301.009""","=""301.00826""","=""9""","=""4.30e+07""",C,"=""1.8989349""","=""6.0178983""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.3d2""","=""3P""","=""1""",5,3,,"=""T539n,LS""","=""L6097""",
"=""302.582""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""303.542""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""304.663""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""305.621""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""307.246""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""307.784""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""308.168""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""310.020""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""""","=""310.32629""","=""""","=""6.2e+05""",D,"=""1.8793402""","=""5.8746252""","=""3p6.4s.4p""","=""3P*""","=""0""","=""3p6.4s.10s""","=""3S""","=""1""",1,3,,"=""T539n""","=""""",
"=""""","=""310.82944""","=""""","=""1.0e+06""",D,"=""1.8858075""","=""5.8746252""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.10s""","=""3S""","=""1""",3,3,,"=""T539n""","=""""",
"=""""","=""311.85577""","=""""","=""1.7e+06""",D,"=""1.8989349""","=""5.8746252""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.10s""","=""3S""","=""1""",5,3,,"=""T539n""","=""""",
"=""313.693""","=""313.69278""","=""5""","=""4.1e+06""",D,"=""1.8793402""","=""5.8317487""","=""3p6.4s.4p""","=""3P*""","=""0""","=""3p6.4s.8d""","=""3D""","=""1""",1,3,,"=""T539n""","=""L6097""",
"=""314.170""","=""314.16958""","=""6""","=""4.9e+06""",D,"=""1.8858075""","=""5.8322176""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.8d""","=""3D""","=""2""",3,5,,"=""T539n""","=""L6097""",
"=""""","=""314.20691""","=""""","=""3.0e+06""",D,"=""1.8858075""","=""5.8317487""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.8d""","=""3D""","=""1""",3,3,,"=""T539n""","=""""",
"=""315.166""","=""315.16613""","=""7""","=""8.6e+06""",D,"=""1.8989349""","=""5.8328665""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.8d""","=""3D""","=""3""",5,7,,"=""T539n""","=""L6097""",
"=""""","=""315.21813""","=""""","=""1.8e+06""",D,"=""1.8989349""","=""5.8322176""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.8d""","=""3D""","=""2""",5,5,,"=""T539n""","=""""",
"=""""","=""315.25571""","=""""","=""2.2e+05""",E,"=""1.8989349""","=""5.8317487""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.8d""","=""3D""","=""1""",5,3,,"=""T539n,LS""","=""""",
"=""""","=""316.55204""","=""""","=""5.3e+05""",D,"=""1.8793402""","=""5.7960484""","=""3p6.4s.4p""","=""3P*""","=""0""","=""3p6.4s.9s""","=""3S""","=""1""",1,3,,"=""T539n""","=""""",
"=""""","=""317.07560""","=""""","=""2.0e+06""",D,"=""1.8858075""","=""5.7960484""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.9s""","=""3S""","=""1""",3,3,,"=""T539n""","=""""",
"=""318.144""","=""318.14367""","=""5""","=""2.9e+06""",D,"=""1.8989349""","=""5.7960484""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.9s""","=""3S""","=""1""",5,3,,"=""T539n""","=""L6097""",
"=""321.089""","=""321.08839""","=""7""","=""7.3e+06""",D,"=""1.8793402""","=""5.7407130""","=""3p6.4s.4p""","=""3P*""","=""0""","=""3p6.4s.7d""","=""3D""","=""1""",1,3,,"=""T539n""","=""L6097""",
"=""321.610""","=""321.60974""","=""8""","=""1.1e+07""",D,"=""1.8858075""","=""5.7409208""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.7d""","=""3D""","=""2""",3,5,,"=""T539n""","=""L6097""",
"=""321.627""","=""321.62707""","=""6""","=""5.1e+06""",D,"=""1.8858075""","=""5.7407130""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.7d""","=""3D""","=""1""",3,3,,"=""T539n""","=""L6097""",
"=""322.683""","=""322.68353""","=""9""","=""1.6e+07""",D,"=""1.8989349""","=""5.7412196""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.7d""","=""3D""","=""3""",5,7,,"=""T539n""","=""L6097""",
"=""322.708""","=""322.70863""","=""6""","=""4.0e+06""",D,"=""1.8989349""","=""5.7409208""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.7d""","=""3D""","=""2""",5,5,,"=""T539n""","=""L6097""",
"=""""","=""322.72608""","=""""","=""4.2e+05""",E,"=""1.8989349""","=""5.7407130""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.7d""","=""3D""","=""1""",5,3,,"=""T539n,LS""","=""""",
"=""""","=""327.00275""","=""""","=""9.4e+05""",D,"=""1.8793402""","=""5.6708741""","=""3p6.4s.4p""","=""3P*""","=""0""","=""3p6.4s.8s""","=""3S""","=""1""",1,3,,"=""T539n""","=""""",
"=""327.561""","=""327.56147""","=""5""","=""3.0e+06""",D,"=""1.8858075""","=""5.6708741""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.8s""","=""3S""","=""1""",3,3,,"=""T539n""","=""L6097""",
"=""328.702""","=""328.70148""","=""6""","=""5.3e+06""",D,"=""1.8989349""","=""5.6708741""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.8s""","=""3S""","=""1""",5,3,,"=""T539n""","=""L6097""",
"=""334.547""","=""334.54694""","=""10""","=""1.51e+07""",C,"=""1.8793402""","=""5.5853732""","=""3p6.4s.4p""","=""3P*""","=""0""","=""3p6.4s.6d""","=""3D""","=""1""",1,3,,"=""T539n,T654n""","=""L6097""",
"=""335.117""","=""335.11665""","=""11""","=""1.78e+07""",C,"=""1.8858075""","=""5.5855401""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.6d""","=""3D""","=""2""",3,5,,"=""T539n,T654n""","=""L6097""",
"=""335.132""","=""335.13176""","=""9""","=""1.11e+07""",C,"=""1.8858075""","=""5.5853732""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.6d""","=""3D""","=""1""",3,3,,"=""T539n,T654n""","=""L6097""",
"=""336.289""","=""336.28783""","=""12""","=""2.23e+07""",C,"=""1.8989349""","=""5.5857825""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.6d""","=""3D""","=""3""",5,7,,"=""T539n,T654n""","=""L6097""",
"=""336.311""","=""336.30995""","=""9""","=""6.5e+06""",C,"=""1.8989349""","=""5.5855401""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.6d""","=""3D""","=""2""",5,5,,"=""T539n,T654n""","=""L6097""",
"=""""","=""336.32517""","=""""","=""5.9e+05""",C,"=""1.8989349""","=""5.5853732""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.6d""","=""3D""","=""1""",5,3,,"=""T654n""","=""""",
"=""346.947""","=""346.94676""","=""9""","=""1.3e+06""",D,"=""1.8793402""","=""5.4529201""","=""3p6.4s.4p""","=""3P*""","=""0""","=""3p6.4s.7s""","=""3S""","=""1""",1,3,,"=""T539n""","=""L6097""",
"=""347.575""","=""347.57578""","=""11""","=""4.6e+06""",D,"=""1.8858075""","=""5.4529201""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.7s""","=""3S""","=""1""",3,3,,"=""T539n""","=""L6097""",
"=""348.860""","=""348.85963""","=""13""","=""7.8e+06""",D,"=""1.8989349""","=""5.4529201""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.7s""","=""3S""","=""1""",5,3,,"=""T539n""","=""L6097""",
"=""362.514""","=""362.51453""","=""15""","=""2.12e+07""",C+,"=""1.8793402""","=""5.2994568""","=""3p6.4s.4p""","=""3P*""","=""0""","=""3p6.4s.5d""","=""3D""","=""1""",1,3,,"=""T539n,T654n,LS""","=""L6097""",
"=""363.179""","=""363.17872""","=""17""","=""2.97e+07""",C+,"=""1.8858075""","=""5.2996694""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.5d""","=""3D""","=""2""",3,5,,"=""T539n,T654n,LS""","=""L6097""",
"=""363.201""","=""363.20133""","=""14""","=""1.53e+07""",C+,"=""1.8858075""","=""5.2994568""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.5d""","=""3D""","=""1""",3,3,,"=""T539n,T654n,LS""","=""L6097""",
"=""364.545""","=""364.54515""","=""20""","=""3.55e+07""",C+,"=""1.8989349""","=""5.3000005""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.5d""","=""3D""","=""3""",5,7,,"=""T539n,T654n,LS""","=""L6097""",
"=""364.581""","=""364.58065""","=""14""","=""9.4e+06""",C+,"=""1.8989349""","=""5.2996694""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.5d""","=""3D""","=""2""",5,5,,"=""T539n,T654n,LS""","=""L6097""",
"=""364.603""","=""364.60344""","=""8""","=""9.5e+05""",C+,"=""1.8989349""","=""5.2994568""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.5d""","=""3D""","=""1""",5,3,,"=""T539n,T654n,LS""","=""L6097""",
"=""""","=""367.44640""","=""""","=""2.2e+06""",D,"=""2.5212633""","=""5.8954752""","=""3p6.3d.4s""","=""3D""","=""1""","=""3p6.4s.8f""","=""3F*""","=""2""",3,5,,"=""T539n""","=""""",
"=""367.634""","=""367.63339""","=""5""","=""2.2e+06""",D,"=""2.5229867""","=""5.8954822""","=""3p6.3d.4s""","=""3D""","=""2""","=""3p6.4s.8f""","=""3F*""","=""3""",5,7,,"=""T539n,LS""","=""L6097""",
"=""""","=""367.63416""","=""""","=""3.8e+05""",D,"=""2.5229867""","=""5.8954752""","=""3p6.3d.4s""","=""3D""","=""2""","=""3p6.4s.8f""","=""3F*""","=""2""",5,5,,"=""T539n,LS""","=""""",
"=""367.926""","=""367.92610""","=""6""","=""2.3e+06""",D,"=""2.5256821""","=""5.8954946""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.8f""","=""3F*""","=""4""",7,9,,"=""T539n,LS""","=""L6097""",
"=""""","=""367.92745""","=""""","=""2.6e+05""",D,"=""2.5256821""","=""5.8954822""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.8f""","=""3F*""","=""3""",7,7,,"=""T539n,LS""","=""""",
"=""""","=""367.92823""","=""""","=""1.0e+04""",E,"=""2.5256821""","=""5.8954752""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.8f""","=""3F*""","=""2""",7,5,,"=""T654""","=""""",
"=""374.942""","=""374.94141""","=""6""","=""3.4e+06""",D,"=""2.5212633""","=""5.8280253""","=""3p6.3d.4s""","=""3D""","=""1""","=""3p6.4s.7f""","=""3F*""","=""2""",3,5,,"=""T539n,LS""","=""L6097""",
"=""375.136""","=""375.13571""","=""8""","=""3.4e+06""",D,"=""2.5229867""","=""5.8280359""","=""3p6.3d.4s""","=""3D""","=""2""","=""3p6.4s.7f""","=""3F*""","=""3""",5,7,,"=""T539n,LS""","=""L6097""",
"=""""","=""375.13692""","=""""","=""6.2e+05""",D,"=""2.5229867""","=""5.8280253""","=""3p6.3d.4s""","=""3D""","=""2""","=""3p6.4s.7f""","=""3F*""","=""2""",5,5,,"=""T539n,LS""","=""""",
"=""375.441""","=""375.44020""","=""9""","=""4.1e+06""",D,"=""2.5256821""","=""5.8280508""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.7f""","=""3F*""","=""4""",7,9,,"=""T539n,LS""","=""L6097""",
"=""""","=""375.44190""","=""""","=""4.4e+05""",D,"=""2.5256821""","=""5.8280359""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.7f""","=""3F*""","=""3""",7,7,,"=""T539n,LS""","=""""",
"=""""","=""375.44311""","=""""","=""1.7e+04""",E,"=""2.5256821""","=""5.8280253""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.7f""","=""3F*""","=""2""",7,5,,"=""T654""","=""""",
"=""387.158""","=""387.15746""","=""9""","=""7.2e+06""",D,"=""2.5212633""","=""5.7236864""","=""3p6.3d.4s""","=""3D""","=""1""","=""3p6.4s.6f""","=""3F*""","=""2""",3,5,,"=""T539n""","=""L6097""",
"=""387.364""","=""387.36381""","=""11""","=""5.4e+06""",D,"=""2.5229867""","=""5.7237039""","=""3p6.3d.4s""","=""3D""","=""2""","=""3p6.4s.6f""","=""3F*""","=""3""",5,7,,"=""T539n,LS""","=""L6097""",
"=""387.366""","=""387.36592""","=""11""","=""9.8e+05""",D,"=""2.5229867""","=""5.7236864""","=""3p6.3d.4s""","=""3D""","=""2""","=""3p6.4s.6f""","=""3F*""","=""2""",5,5,,"=""T539n,LS""","=""L6097""",
"=""387.688""","=""387.68749""","=""12""","=""7.9e+06""",D,"=""2.5256821""","=""5.7237269""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.6f""","=""3F*""","=""4""",7,9,,"=""T539n,LS""","=""L6097""",
"=""387.690""","=""387.69029""","=""12""","=""8.9e+05""",D,"=""2.5256821""","=""5.7237039""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.6f""","=""3F*""","=""3""",7,7,,"=""T539n,LS""","=""L6097""",
"=""""","=""387.69241""","=""""","=""3.5e+04""",E,"=""2.5256821""","=""5.7236864""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.6f""","=""3F*""","=""2""",7,5,,"=""T654""","=""""",
"=""389.020""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""392.459""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""393.640""","=""""","=""9""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""394.716""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""395.002""","=""395.00181""","=""15""","=""3.34e+06""",C,"=""1.8793402""","=""5.0181663""","=""3p6.4s.4p""","=""3P*""","=""0""","=""3p6.4s.6s""","=""3S""","=""1""",1,3,,"=""T539n,T654n""","=""L6097""",
"=""395.817""","=""395.81735""","=""17""","=""9.8e+06""",C,"=""1.8858075""","=""5.0181663""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.4s.6s""","=""3S""","=""1""",3,3,,"=""T539n,T654n""","=""L6097""",
"=""397.369""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L6097""",
"=""397.483""","=""397.48317""","=""18""","=""1.75e+07""",C,"=""1.8989349""","=""5.0181663""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.6s""","=""3S""","=""1""",5,3,,"=""T539n,T654n""","=""L6097""",
"=""""","=""409.37870""","=""""","=""1.1e+07""",D,"=""2.5212633""","=""5.5498576""","=""3p6.3d.4s""","=""3D""","=""1""","=""3p6.4s.5f""","=""3F*""","=""2""",3,5,,"=""T539n""","=""""",
"=""""","=""409.60811""","=""""","=""1.2e+07""",D,"=""2.5229867""","=""5.5498847""","=""3p6.3d.4s""","=""3D""","=""2""","=""3p6.4s.5f""","=""3F*""","=""3""",5,7,,"=""T539n""","=""""",
"=""""","=""409.61179""","=""""","=""2.1e+06""",D,"=""2.5229867""","=""5.5498576""","=""3p6.3d.4s""","=""3D""","=""2""","=""3p6.4s.5f""","=""3F*""","=""2""",5,5,,"=""T539n,LS""","=""""",
"=""409.969""","=""409.96850""","=""15""","=""1.3e+07""",D,"=""2.5256821""","=""5.5499193""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.5f""","=""3F*""","=""4""",7,9,,"=""T539n""","=""L6097""",
"=""409.973""","=""409.97319""","=""15""","=""1.5e+06""",D,"=""2.5256821""","=""5.5498847""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.5f""","=""3F*""","=""3""",7,7,,"=""T539n,LS""","=""L6097""",
"=""""","=""409.97687""","=""""","=""5.8e+04""",E,"=""2.5256821""","=""5.5498576""","=""3p6.3d.4s""","=""3D""","=""3""","=""3p6.4s.5f""","=""3F*""","=""2""",7,5,,"=""T654""","=""""",
