label,energy_eV
P IX (2p3 4S*<3/2>),309.6
P IX (2p3 2D*<3/2>),319.01
P IX (2p3 2D*<5/2>),319.09
P IX (2p3 2P*<1/2>),324.0
P IX (2p3 2P*<3/2>),324.12
